#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3352.3027      24.894025      3352.3027      24.894025      3352.3027      24.894025
              1      3352.3027      24.894025      3352.3027      24.894025      3352.3027      24.894025
