#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5        756.436      26.668128        756.436      26.668128        756.436      26.668128
           -4.9      895.23522      34.832281      895.23522      34.832281      895.23522      34.832281
           -4.8      1072.2513      34.499332      1072.2513      34.499332      1072.2513      34.499332
           -4.7      1199.8384      41.557331      1199.8384      41.557331      1199.8384      41.557331
           -4.6      1316.8445      34.887528      1316.8445      34.887528      1316.8445      34.887528
           -4.5      1572.0681      52.420788      1572.0681      52.420788      1572.0681      52.420788
           -4.4       1708.471      40.699075       1708.471      40.699075       1708.471      40.699075
           -4.3      1909.6714      41.812281      1909.6714      41.812281      1909.6714      41.812281
           -4.2      2146.4569      52.375038      2146.4569      52.375038      2146.4569      52.375038
           -4.1      2384.2794      49.546318      2384.2794      49.546318      2384.2794      49.546318
             -4      2571.6781      46.520379      2571.6781      46.520379      2571.6781      46.520379
           -3.9      2888.2387       70.00489      2888.2387       70.00489      2888.2387       70.00489
           -3.8      3116.4587       71.69865      3116.4587       71.69865      3116.4587       71.69865
           -3.7      3494.5891      63.526842      3494.5891      63.526842      3494.5891      63.526842
           -3.6      3748.1948       71.26126      3748.1948       71.26126      3748.1948       71.26126
           -3.5      3948.0833       79.14952      3948.0833       79.14952      3948.0833       79.14952
           -3.4      4081.4075      62.865475      4081.4075      62.865475      4081.4075      62.865475
           -3.3      4407.1082      71.685337      4407.1082      71.685337      4407.1082      71.685337
           -3.2      4664.7773      79.800588      4664.7773      79.800588      4664.7773      79.800588
           -3.1      5042.8659      75.383293      5042.8659      75.383293      5042.8659      75.383293
             -3      5320.7785      88.134877      5320.7785      88.134877      5320.7785      88.134877
           -2.9      5501.1505       86.41799      5501.1505       86.41799      5501.1505       86.41799
           -2.8      5783.1964      92.212597      5783.1964      92.212597      5783.1964      92.212597
           -2.7       5962.909      80.464696       5962.909      80.464696       5962.909      80.464696
           -2.6        6141.71      84.681931        6141.71      84.681931        6141.71      84.681931
           -2.5      6324.1208      78.955366      6324.1208      78.955366      6324.1208      78.955366
           -2.4      6590.5083      80.038281      6590.5083      80.038281      6590.5083      80.038281
           -2.3       6842.347      96.594898       6842.347      96.594898       6842.347      96.594898
           -2.2      6943.2648      99.197653      6943.2648      99.197653      6943.2648      99.197653
           -2.1      7233.4883      101.96329      7233.4883      101.96329      7233.4883      101.96329
             -2      7477.6654      105.50683      7477.6654      105.50683      7477.6654      105.50683
           -1.9      7712.3473      97.138125      7712.3473      97.138125      7712.3473      97.138125
           -1.8      7604.7983      77.319076      7604.7983      77.319076      7604.7983      77.319076
           -1.7      8073.0984      114.83775      8073.0984      114.83775      8073.0984      114.83775
           -1.6      7985.1537      103.03803      7985.1537      103.03803      7985.1537      103.03803
           -1.5      7986.8171       90.83412      7986.8171       90.83412      7986.8171       90.83412
           -1.4      8194.1307      89.703482      8194.1307      89.703482      8194.1307      89.703482
           -1.3      8357.1617      110.36827      8357.1617      110.36827      8357.1617      110.36827
           -1.2      8723.2724      117.74473      8723.2724      117.74473      8723.2724      117.74473
           -1.1      8619.3901      97.435682      8619.3901      97.435682      8619.3901      97.435682
             -1      8769.4984      97.364033      8769.4984      97.364033      8769.4984      97.364033
           -0.9       8758.965      111.59075       8758.965      111.59075       8758.965      111.59075
           -0.8      8924.2561      97.534893      8924.2561      97.534893      8924.2561      97.534893
           -0.7       9010.077      110.80942       9010.077      110.80942       9010.077      110.80942
           -0.6      8952.6467      100.61712      8952.6467      100.61712      8952.6467      100.61712
           -0.5       9444.756      131.31768       9444.756      131.31768       9444.756      131.31768
           -0.4      9163.3567      109.51666      9163.3567      109.51666      9163.3567      109.51666
           -0.3      9164.3235      96.692451      9164.3235      96.692451      9164.3235      96.692451
           -0.2      9161.1112      102.49739      9161.1112      102.49739      9161.1112      102.49739
           -0.1      9146.7612       109.5293      9146.7612       109.5293      9146.7612       109.5293
              0      9162.3422      108.94848      9162.3422      108.94848      9162.3422      108.94848
            0.1      9178.1179      95.525108      9178.1179      95.525108      9178.1179      95.525108
            0.2      8999.3207      90.786563      8999.3207      90.786563      8999.3207      90.786563
            0.3      9203.9389      97.374155      9203.9389      97.374155      9203.9389      97.374155
            0.4      9225.6931      117.95808      9225.6931      117.95808      9225.6931      117.95808
            0.5      8860.9885      99.858228      8860.9885      99.858228      8860.9885      99.858228
            0.6      9156.8854       119.9778      9156.8854       119.9778      9156.8854       119.9778
            0.7      8868.4355      117.66011      8868.4355      117.66011      8868.4355      117.66011
            0.8       8998.475      114.92544       8998.475      114.92544       8998.475      114.92544
            0.9       8583.415      96.162862       8583.415      96.162862       8583.415      96.162862
              1      8488.4904      91.598121      8488.4904      91.598121      8488.4904      91.598121
            1.1      8580.0345      114.68084      8580.0345      114.68084      8580.0345      114.68084
            1.2      8573.9503      120.58228      8573.9503      120.58228      8573.9503      120.58228
            1.3      8594.4783      113.27631      8594.4783      113.27631      8594.4783      113.27631
            1.4      7992.5455      86.498853      7992.5455      86.498853      7992.5455      86.498853
            1.5      7930.0147      98.993379      7930.0147      98.993379      7930.0147      98.993379
            1.6        7922.55       98.92367        7922.55       98.92367        7922.55       98.92367
            1.7      7757.8936      92.235266      7757.8936      92.235266      7757.8936      92.235266
            1.8       7570.891      99.992945       7570.891      99.992945       7570.891      99.992945
            1.9      7475.3075      95.635006      7475.3075      95.635006      7475.3075      95.635006
              2      7145.9372       89.73797      7145.9372       89.73797      7145.9372       89.73797
            2.1      6880.3466      82.375622      6880.3466      82.375622      6880.3466      82.375622
            2.2      6747.2789      91.071223      6747.2789      91.071223      6747.2789      91.071223
            2.3        6594.84      83.430866        6594.84      83.430866        6594.84      83.430866
            2.4      6433.1227      94.024568      6433.1227      94.024568      6433.1227      94.024568
            2.5       6113.888      83.164622       6113.888      83.164622       6113.888      83.164622
            2.6      5996.1737      83.799173      5996.1737      83.799173      5996.1737      83.799173
            2.7      5628.7585      79.638768      5628.7585      79.638768      5628.7585      79.638768
            2.8      5487.6292      88.873545      5487.6292      88.873545      5487.6292      88.873545
            2.9      5106.3397      69.061012      5106.3397      69.061012      5106.3397      69.061012
              3      4816.8453      65.800337      4816.8453      65.800337      4816.8453      65.800337
            3.1      4664.8538      71.488502      4664.8538      71.488502      4664.8538      71.488502
            3.2      4474.2368      79.490734      4474.2368      79.490734      4474.2368      79.490734
            3.3      4175.6827      73.876417      4175.6827      73.876417      4175.6827      73.876417
            3.4       3919.252      64.033811       3919.252      64.033811       3919.252      64.033811
            3.5       3608.921      60.929738       3608.921      60.929738       3608.921      60.929738
            3.6      3381.0244      71.801948      3381.0244      71.801948      3381.0244      71.801948
            3.7       3222.353      67.357504       3222.353      67.357504       3222.353      67.357504
            3.8      2972.8142      68.557942      2972.8142      68.557942      2972.8142      68.557942
