# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 60
             -8   -0.016296089     0.37699778   -0.016296089     0.37699778   -0.016296089     0.37699778
           -7.9     0.40478213     0.28624719     0.40478213     0.28624719     0.40478213     0.28624719
           -7.8      1.5074134       1.213556      1.5074134       1.213556      1.5074134       1.213556
           -7.7     0.20406704     0.20405683     0.20406704     0.20405683     0.20406704     0.20405683
           -7.6      1.2520727     0.68306042      1.2520727     0.68306042      1.2520727     0.68306042
           -7.5     0.87780449     0.44100045     0.87780449     0.44100045     0.87780449     0.44100045
           -7.4      3.5462905      1.1949809      3.5462905      1.1949809      3.5462905      1.1949809
           -7.3      3.2967151      0.9947262      3.2967151      0.9947262      3.2967151      0.9947262
           -7.2      5.5354134      2.1902723      5.5354134      2.1902723      5.5354134      2.1902723
           -7.1      5.8420503      1.4508787      5.8420503      1.4508787      5.8420503      1.4508787
             -7      17.544033      11.104298      17.544033      11.104298      17.544033      11.104298
           -6.9       4.985581      1.1542602       4.985581      1.1542602       4.985581      1.1542602
           -6.8      6.8131508      1.3205085      6.8131508      1.3205085      6.8131508      1.3205085
           -6.7      6.6355028      1.7275654      6.6355028      1.7275654      6.6355028      1.7275654
           -6.6      9.7436928      1.7085734      9.7436928      1.7085734      9.7436928      1.7085734
           -6.5      13.449218      2.8504236      13.449218      2.8504236      13.449218      2.8504236
           -6.4      13.224978      2.4255007      13.224978      2.4255007      13.224978      2.4255007
           -6.3      21.564698      5.3007916      21.564698      5.3007916      21.564698      5.3007916
           -6.2      19.022354      2.2922409      19.022354      2.2922409      19.022354      2.2922409
           -6.1      21.032218       2.930262      21.032218       2.930262      21.032218       2.930262
             -6      22.655237      3.6693561      22.655237      3.6693561      22.655237      3.6693561
           -5.9      26.593246      3.1347319      26.593246      3.1347319      26.593246      3.1347319
           -5.8      29.371454      3.6535976      29.371454      3.6535976      29.371454      3.6535976
           -5.7       36.06835      3.8665381       36.06835      3.8665381       36.06835      3.8665381
           -5.6      49.622368      5.7970605      49.622368      5.7970605      49.622368      5.7970605
           -5.5        57.8187      9.5236945        57.8187      9.5236945        57.8187      9.5236945
           -5.4      52.099347      4.6152755      52.099347      4.6152755      52.099347      4.6152755
           -5.3      71.288933       11.25399      71.288933       11.25399      71.288933       11.25399
           -5.2      84.418833      10.497233      84.418833      10.497233      84.418833      10.497233
           -5.1      71.595675      5.7897177      71.595675      5.7897177      71.595675      5.7897177
             -5       85.40902      6.6136378       85.40902      6.6136378       85.40902      6.6136378
           -4.9      124.01039      15.689783      124.01039      15.689783      124.01039      15.689783
           -4.8      113.04912      9.0968408      113.04912      9.0968408      113.04912      9.0968408
           -4.7       156.3882      18.661675       156.3882      18.661675       156.3882      18.661675
           -4.6       145.4777      10.111885       145.4777      10.111885       145.4777      10.111885
           -4.5      176.63641      22.532988      176.63641      22.532988      176.63641      22.532988
           -4.4      183.60475      9.8431392      183.60475      9.8431392      183.60475      9.8431392
           -4.3      204.28259      15.393905      204.28259      15.393905      204.28259      15.393905
           -4.2      218.43302      11.905142      218.43302      11.905142      218.43302      11.905142
           -4.1      260.93719      22.517901      260.93719      22.517901      260.93719      22.517901
             -4      304.48751      18.887139      304.48751      18.887139      304.48751      18.887139
           -3.9      295.49195      12.251417      295.49195      12.251417      295.49195      12.251417
           -3.8      345.14834      26.096612      345.14834      26.096612      345.14834      26.096612
           -3.7      375.40912        18.6757      375.40912        18.6757      375.40912        18.6757
           -3.6      398.96935      17.230476      398.96935      17.230476      398.96935      17.230476
           -3.5      413.47447      16.271278      413.47447      16.271278      413.47447      16.271278
           -3.4      492.45073      23.130549      492.45073      23.130549      492.45073      23.130549
           -3.3      506.91773      20.082027      506.91773      20.082027      506.91773      20.082027
           -3.2       574.3738      27.340451       574.3738      27.340451       574.3738      27.340451
           -3.1      634.53375      29.780591      634.53375      29.780591      634.53375      29.780591
