# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      166.10438      3.4489537      166.10438      3.4489537      166.10438      3.4489537
            0.5      2588.3682      15.345912      2588.3682      15.345912      2588.3682      15.345912
            1.5      14168.156      34.424439      14168.156      34.424439      14168.156      34.424439
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
