#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100      774.00804      3.1230526      774.00804      3.1230526      774.00804      3.1230526
            110      702.13688      2.8438176      702.13688      2.8438176      702.13688      2.8438176
            120      572.40717      2.5578152      572.40717      2.5578152      572.40717      2.5578152
            130      458.02056      2.2858744      458.02056      2.2858744      458.02056      2.2858744
            140      367.94202      2.1492539      367.94202      2.1492539      367.94202      2.1492539
            150       298.6833      1.8991884       298.6833      1.8991884       298.6833      1.8991884
            160      247.45483      1.7207978      247.45483      1.7207978      247.45483      1.7207978
            170       204.7021      1.3886972       204.7021      1.3886972       204.7021      1.3886972
            180      174.87929       1.405247      174.87929       1.405247      174.87929       1.405247
            190      148.12706      1.2929767      148.12706      1.2929767      148.12706      1.2929767
            200      128.47602      1.1609234      128.47602      1.1609234      128.47602      1.1609234
            210      113.18867      1.2387764      113.18867      1.2387764      113.18867      1.2387764
            220      96.725592      1.0169904      96.725592      1.0169904      96.725592      1.0169904
            230        87.4712      1.0087124        87.4712      1.0087124        87.4712      1.0087124
            240      76.408026     0.93050607      76.408026     0.93050607      76.408026     0.93050607
            250      69.645875      1.1324055      69.645875      1.1324055      69.645875      1.1324055
            260      60.719737     0.79267192      60.719737     0.79267192      60.719737     0.79267192
            270      55.577429     0.85079481      55.577429     0.85079481      55.577429     0.85079481
            280      51.377784     0.90806161      51.377784     0.90806161      51.377784     0.90806161
            290      45.381839      0.8392135      45.381839      0.8392135      45.381839      0.8392135
            300      41.739708     0.70952674      41.739708     0.70952674      41.739708     0.70952674
            310      36.987471     0.69073745      36.987471     0.69073745      36.987471     0.69073745
            320      34.738554     0.76483108      34.738554     0.76483108      34.738554     0.76483108
            330      30.682693     0.62998888      30.682693     0.62998888      30.682693     0.62998888
            340      29.531916     0.67843298      29.531916     0.67843298      29.531916     0.67843298
            350      26.169334     0.63306972      26.169334     0.63306972      26.169334     0.63306972
            360      25.536952     0.68391508      25.536952     0.68391508      25.536952     0.68391508
            370      22.212306     0.53012413      22.212306     0.53012413      22.212306     0.53012413
            380      20.337468     0.43498613      20.337468     0.43498613      20.337468     0.43498613
            390      18.785841      0.4920083      18.785841      0.4920083      18.785841      0.4920083
            400      17.947465     0.45337166      17.947465     0.45337166      17.947465     0.45337166
            410      16.960307      0.4796052      16.960307      0.4796052      16.960307      0.4796052
            420      15.371325     0.41713016      15.371325     0.41713016      15.371325     0.41713016
            430      14.921559      0.6858101      14.921559      0.6858101      14.921559      0.6858101
            440      13.435596     0.39144821      13.435596     0.39144821      13.435596     0.39144821
            450      12.300104       0.406831      12.300104       0.406831      12.300104       0.406831
            460      12.199416     0.49434873      12.199416     0.49434873      12.199416     0.49434873
            470       10.29394      0.3445937       10.29394      0.3445937       10.29394      0.3445937
            480      9.6546146     0.34393904      9.6546146     0.34393904      9.6546146     0.34393904
            490      10.476996     0.67682409      10.476996     0.67682409      10.476996     0.67682409
            500      8.7646053     0.36660791      8.7646053     0.36660791      8.7646053     0.36660791
            510      8.4551116     0.34420038      8.4551116     0.34420038      8.4551116     0.34420038
            520      7.6925086     0.26332579      7.6925086     0.26332579      7.6925086     0.26332579
            530      7.3513046     0.24820453      7.3513046     0.24820453      7.3513046     0.24820453
            540      6.8061838     0.28775901      6.8061838     0.28775901      6.8061838     0.28775901
            550      6.2460161     0.18755666      6.2460161     0.18755666      6.2460161     0.18755666
            560      5.7326439      0.1923447      5.7326439      0.1923447      5.7326439      0.1923447
            570      6.7938232     0.51482262      6.7938232     0.51482262      6.7938232     0.51482262
            580       5.553601     0.36300383       5.553601     0.36300383       5.553601     0.36300383
            590      5.3812327        0.32631      5.3812327        0.32631      5.3812327        0.32631
            600      4.6781959     0.20770042      4.6781959     0.20770042      4.6781959     0.20770042
            610      4.2740458     0.18964299      4.2740458     0.18964299      4.2740458     0.18964299
            620      4.8063259     0.36815189      4.8063259     0.36815189      4.8063259     0.36815189
            630      4.1745759     0.17869911      4.1745759     0.17869911      4.1745759     0.17869911
            640      3.6092918     0.17024591      3.6092918     0.17024591      3.6092918     0.17024591
            650      3.4145585     0.12912635      3.4145585     0.12912635      3.4145585     0.12912635
            660      3.5404198     0.27459905      3.5404198     0.27459905      3.5404198     0.27459905
            670      3.2400888     0.19640705      3.2400888     0.19640705      3.2400888     0.19640705
            680      3.0791145     0.16833189      3.0791145     0.16833189      3.0791145     0.16833189
            690      2.6964212      0.1151573      2.6964212      0.1151573      2.6964212      0.1151573
            700      3.4107409     0.44985585      3.4107409     0.44985585      3.4107409     0.44985585
            710      2.8233104     0.15899283      2.8233104     0.15899283      2.8233104     0.15899283
            720      2.6635507     0.17925741      2.6635507     0.17925741      2.6635507     0.17925741
            730      2.3556131     0.11209192      2.3556131     0.11209192      2.3556131     0.11209192
            740      2.1157346    0.087020123      2.1157346    0.087020123      2.1157346    0.087020123
            750      2.0008866     0.10337916      2.0008866     0.10337916      2.0008866     0.10337916
            760      2.1669752     0.12553619      2.1669752     0.12553619      2.1669752     0.12553619
            770      2.0127207     0.28157502      2.0127207     0.28157502      2.0127207     0.28157502
            780      1.8443455    0.094052505      1.8443455    0.094052505      1.8443455    0.094052505
