# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0       4299.502      21.554965       4299.502      21.554965       4299.502      21.554965
              1       4299.502      21.554965       4299.502      21.554965       4299.502      21.554965
