# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0       598.5559      9.7299374       598.5559      9.7299374       598.5559      9.7299374
              1       598.5559      9.7299374       598.5559      9.7299374       598.5559      9.7299374
