#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.2      7806.4305      92.483208      7806.4305      92.483208      7806.4305      92.483208
            2.3      7471.8312      92.398664      7471.8312      92.398664      7471.8312      92.398664
            2.4      7228.3721      95.928921      7228.3721      95.928921      7228.3721      95.928921
            2.5      6976.3136      89.353974      6976.3136      89.353974      6976.3136      89.353974
            2.6      6699.4728       90.89304      6699.4728       90.89304      6699.4728       90.89304
            2.7      6114.9112      81.807835      6114.9112      81.807835      6114.9112      81.807835
            2.8      5843.9603      73.683755      5843.9603      73.683755      5843.9603      73.683755
            2.9      5471.9649      76.989871      5471.9649      76.989871      5471.9649      76.989871
              3      5045.0396      70.426157      5045.0396      70.426157      5045.0396      70.426157
            3.1      4498.1521      62.279215      4498.1521      62.279215      4498.1521      62.279215
            3.2      4225.8341      75.140917      4225.8341      75.140917      4225.8341      75.140917
            3.3      3683.7706      64.796206      3683.7706      64.796206      3683.7706      64.796206
            3.4      3308.5296      56.361583      3308.5296      56.361583      3308.5296      56.361583
            3.5      2948.5643       51.89338      2948.5643       51.89338      2948.5643       51.89338
            3.6      2569.9668      47.956494      2569.9668      47.956494      2569.9668      47.956494
            3.7      2155.8449      47.009989      2155.8449      47.009989      2155.8449      47.009989
            3.8      1893.5859      49.669294      1893.5859      49.669294      1893.5859      49.669294
            3.9      1627.4824      54.307226      1627.4824      54.307226      1627.4824      54.307226
              4      1342.7037      39.767866      1342.7037      39.767866      1342.7037      39.767866
            4.1      1128.6884      45.080533      1128.6884      45.080533      1128.6884      45.080533
            4.2       909.9924      27.091277       909.9924      27.091277       909.9924      27.091277
            4.3      763.98408      31.817696      763.98408      31.817696      763.98408      31.817696
            4.4      647.16009      30.030307      647.16009      30.030307      647.16009      30.030307
            4.5      511.35992      26.234419      511.35992      26.234419      511.35992      26.234419
            4.6      403.69423      16.623979      403.69423      16.623979      403.69423      16.623979
            4.7      361.11269      27.639318      361.11269      27.639318      361.11269      27.639318
            4.8      288.36277      22.419771      288.36277      22.419771      288.36277      22.419771
            4.9      238.02266       20.41965      238.02266       20.41965      238.02266       20.41965
              5      238.02266       20.41965      238.02266       20.41965      238.02266       20.41965
