#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      229.38217      21.611722      229.38217      21.611722      229.38217      21.611722
           -4.9      295.76306      31.408956      295.76306      31.408956      295.76306      31.408956
           -4.8      329.19879      17.534533      329.19879      17.534533      329.19879      17.534533
           -4.7      412.17736      18.434618      412.17736      18.434618      412.17736      18.434618
           -4.6      528.47243      31.149315      528.47243      31.149315      528.47243      31.149315
           -4.5      661.65594      33.830964      661.65594      33.830964      661.65594      33.830964
           -4.4      812.70124      47.066231      812.70124      47.066231      812.70124      47.066231
           -4.3      1029.0277       48.45453      1029.0277       48.45453      1029.0277       48.45453
           -4.2      1176.7623      57.728504      1176.7623      57.728504      1176.7623      57.728504
           -4.1      1314.8521      33.719445      1314.8521      33.719445      1314.8521      33.719445
             -4      1660.7734      50.127263      1660.7734      50.127263      1660.7734      50.127263
           -3.9       1929.587      43.210361       1929.587      43.210361       1929.587      43.210361
           -3.8      2188.9745      46.961223      2188.9745      46.961223      2188.9745      46.961223
           -3.7      2677.5251       54.38048      2677.5251       54.38048      2677.5251       54.38048
           -3.6      3019.5332      71.089747      3019.5332      71.089747      3019.5332      71.089747
           -3.5      3315.7206      54.304865      3315.7206      54.304865      3315.7206      54.304865
           -3.4       3824.351      78.980244       3824.351      78.980244       3824.351      78.980244
           -3.3      4237.4988      78.853841      4237.4988      78.853841      4237.4988      78.853841
           -3.2      4607.8877      74.076613      4607.8877      74.076613      4607.8877      74.076613
           -3.1      4979.8218      86.295357      4979.8218      86.295357      4979.8218      86.295357
             -3      5367.6184      67.898192      5367.6184      67.898192      5367.6184      67.898192
           -2.9      5952.8926      81.132798      5952.8926      81.132798      5952.8926      81.132798
           -2.8      6157.8135      88.058617      6157.8135      88.058617      6157.8135      88.058617
           -2.7      6663.9766      79.477675      6663.9766      79.477675      6663.9766      79.477675
           -2.6      7017.7065      104.59916      7017.7065      104.59916      7017.7065      104.59916
           -2.5      7361.9952      93.488697      7361.9952      93.488697      7361.9952      93.488697
           -2.4      7633.5722      86.004746      7633.5722      86.004746      7633.5722      86.004746
           -2.3      7690.0974       82.13679      7690.0974       82.13679      7690.0974       82.13679
           -2.2      7981.0778      83.769438      7981.0778      83.769438      7981.0778      83.769438
           -2.1       8345.148      100.01556       8345.148      100.01556       8345.148      100.01556
             -2      8517.6086      120.45217      8517.6086      120.45217      8517.6086      120.45217
           -1.9      8407.3754         83.431      8407.3754         83.431      8407.3754         83.431
           -1.8      8760.9254      102.38542      8760.9254      102.38542      8760.9254      102.38542
           -1.7      8792.9555      95.627733      8792.9555      95.627733      8792.9555      95.627733
           -1.6      8967.4876      120.42172      8967.4876      120.42172      8967.4876      120.42172
           -1.5      9257.3784      108.90517      9257.3784      108.90517      9257.3784      108.90517
           -1.4      8996.7328      109.66703      8996.7328      109.66703      8996.7328      109.66703
           -1.3      8968.7372      111.35175      8968.7372      111.35175      8968.7372      111.35175
           -1.2      9018.2291      95.216804      9018.2291      95.216804      9018.2291      95.216804
           -1.1       9060.297       112.5295       9060.297       112.5295       9060.297       112.5295
             -1      8902.1557      97.627844      8902.1557      97.627844      8902.1557      97.627844
           -0.9      9089.4442      101.87275      9089.4442      101.87275      9089.4442      101.87275
           -0.8       9038.336      103.95988       9038.336      103.95988       9038.336      103.95988
           -0.7      9014.8073      95.617901      9014.8073      95.617901      9014.8073      95.617901
           -0.6      9173.6441      112.71695      9173.6441      112.71695      9173.6441      112.71695
           -0.5      9191.7912      115.72797      9191.7912      115.72797      9191.7912      115.72797
           -0.4      9143.4486      120.04465      9143.4486      120.04465      9143.4486      120.04465
           -0.3      9115.3912      120.10829      9115.3912      120.10829      9115.3912      120.10829
           -0.2      9008.1739      104.47805      9008.1739      104.47805      9008.1739      104.47805
           -0.1      9058.0564      108.24972      9058.0564      108.24972      9058.0564      108.24972
              0      9122.5058      104.31428      9122.5058      104.31428      9122.5058      104.31428
            0.1       9035.777      113.00407       9035.777      113.00407       9035.777      113.00407
            0.2      8986.7638      106.51483      8986.7638      106.51483      8986.7638      106.51483
            0.3      9131.0039      96.408455      9131.0039      96.408455      9131.0039      96.408455
            0.4      9215.2144      125.52657      9215.2144      125.52657      9215.2144      125.52657
            0.5      8931.1054      102.88386      8931.1054      102.88386      8931.1054      102.88386
            0.6      9128.7888      100.13285      9128.7888      100.13285      9128.7888      100.13285
            0.7      8950.1448      104.30625      8950.1448      104.30625      8950.1448      104.30625
            0.8      9212.7921      112.06382      9212.7921      112.06382      9212.7921      112.06382
            0.9      9207.9788      108.36306      9207.9788      108.36306      9207.9788      108.36306
              1      9317.2679      126.86973      9317.2679      126.86973      9317.2679      126.86973
            1.1       9121.602      108.35464       9121.602      108.35464       9121.602      108.35464
            1.2      8924.5072      95.348392      8924.5072      95.348392      8924.5072      95.348392
            1.3      9040.6573      103.91513      9040.6573      103.91513      9040.6573      103.91513
            1.4      8832.7856      111.57209      8832.7856      111.57209      8832.7856      111.57209
            1.5      8904.6877      111.43444      8904.6877      111.43444      8904.6877      111.43444
            1.6      8644.2793      89.823203      8644.2793      89.823203      8644.2793      89.823203
            1.7      8554.6762      93.312034      8554.6762      93.312034      8554.6762      93.312034
            1.8      8477.4866      95.588892      8477.4866      95.588892      8477.4866      95.588892
            1.9      8581.0906      109.33342      8581.0906      109.33342      8581.0906      109.33342
              2       8361.628      114.09723       8361.628      114.09723       8361.628      114.09723
            2.1      7965.1045      90.876198      7965.1045      90.876198      7965.1045      90.876198
