# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0       2243.993      22.271558       2243.993      22.271558       2243.993      22.271558
            0.4      2168.1477      23.247432      2168.1477      23.247432      2168.1477      23.247432
            0.8      1957.7339      21.698826      1957.7339      21.698826      1957.7339      21.698826
            1.2      1740.7242       22.57174      1740.7242       22.57174      1740.7242       22.57174
            1.6      1460.1133      19.956522      1460.1133      19.956522      1460.1133      19.956522
              2       1178.043      23.284743       1178.043      23.284743       1178.043      23.284743
            2.4       1178.043      23.284743       1178.043      23.284743       1178.043      23.284743
