#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
             -1      9211.3426      124.90442      9211.3426      124.90442      9211.3426      124.90442
           -0.9      9017.6741      99.183868      9017.6741      99.183868      9017.6741      99.183868
           -0.8      9246.3418      111.65735      9246.3418      111.65735      9246.3418      111.65735
           -0.7      9192.4307      101.06754      9192.4307      101.06754      9192.4307      101.06754
           -0.6      9204.4575      113.72696      9204.4575      113.72696      9204.4575      113.72696
           -0.5      9535.1097      137.23959      9535.1097      137.23959      9535.1097      137.23959
           -0.4      9373.1344      118.86078      9373.1344      118.86078      9373.1344      118.86078
           -0.3      9115.6907      94.704716      9115.6907      94.704716      9115.6907      94.704716
           -0.2      9216.6271      111.61914      9216.6271      111.61914      9216.6271      111.61914
           -0.1      9191.4263      108.12689      9191.4263      108.12689      9191.4263      108.12689
              0      9286.7134      109.37786      9286.7134      109.37786      9286.7134      109.37786
            0.1      9156.1972      104.67325      9156.1972      104.67325      9156.1972      104.67325
            0.2      9373.9481      124.89029      9373.9481      124.89029      9373.9481      124.89029
            0.3      9146.1775      111.42355      9146.1775      111.42355      9146.1775      111.42355
            0.4      9132.9087      108.25733      9132.9087      108.25733      9132.9087      108.25733
            0.5      9218.6917      106.99872      9218.6917      106.99872      9218.6917      106.99872
            0.6       9298.697      107.39348       9298.697      107.39348       9298.697      107.39348
            0.7       9318.888      131.48669       9318.888      131.48669       9318.888      131.48669
            0.8      9128.0608      115.25857      9128.0608      115.25857      9128.0608      115.25857
            0.9      9197.7859      109.14248      9197.7859      109.14248      9197.7859      109.14248
              1      9070.9099       117.1606      9070.9099       117.1606      9070.9099       117.1606
            1.1      9151.2219      106.44564      9151.2219      106.44564      9151.2219      106.44564
            1.2      9047.3014      107.49118      9047.3014      107.49118      9047.3014      107.49118
            1.3       9012.973      116.53102       9012.973      116.53102       9012.973      116.53102
            1.4      8951.4595      105.44914      8951.4595      105.44914      8951.4595      105.44914
            1.5      8933.0439      114.58483      8933.0439      114.58483      8933.0439      114.58483
            1.6      8590.0582       92.72072      8590.0582       92.72072      8590.0582       92.72072
            1.7      8714.4309      106.15389      8714.4309      106.15389      8714.4309      106.15389
            1.8      8440.6104      97.613928      8440.6104      97.613928      8440.6104      97.613928
            1.9      8458.3481       98.16748      8458.3481       98.16748      8458.3481       98.16748
              2      8404.9454      107.47047      8404.9454      107.47047      8404.9454      107.47047
            2.1       8121.395      97.645379       8121.395      97.645379       8121.395      97.645379
            2.2      7850.7695      100.62362      7850.7695      100.62362      7850.7695      100.62362
            2.3        7596.81      87.795112        7596.81      87.795112        7596.81      87.795112
            2.4      7457.2442      90.515491      7457.2442      90.515491      7457.2442      90.515491
            2.5      7236.0664      93.259595      7236.0664      93.259595      7236.0664      93.259595
            2.6      7041.8809      89.907915      7041.8809      89.907915      7041.8809      89.907915
            2.7      6570.1399      74.540315      6570.1399      74.540315      6570.1399      74.540315
            2.8      6334.5986      87.251752      6334.5986      87.251752      6334.5986      87.251752
            2.9      5928.4816      75.605304      5928.4816      75.605304      5928.4816      75.605304
              3      5628.4781      88.271804      5628.4781      88.271804      5628.4781      88.271804
            3.1      5038.0544      66.739294      5038.0544      66.739294      5038.0544      66.739294
            3.2       4573.397      63.029115       4573.397      63.029115       4573.397      63.029115
            3.3      4113.2116      61.434208      4113.2116      61.434208      4113.2116      61.434208
            3.4      3616.0577      54.420376      3616.0577      54.420376      3616.0577      54.420376
            3.5      2990.2711      46.607222      2990.2711      46.607222      2990.2711      46.607222
            3.6      2590.6917      43.587548      2590.6917      43.587548      2590.6917      43.587548
            3.7      2072.6615      38.931796      2072.6615      38.931796      2072.6615      38.931796
            3.8       1748.982      41.364126       1748.982      41.364126       1748.982      41.364126
            3.9      1202.0504      31.861683      1202.0504      31.861683      1202.0504      31.861683
              4      887.52626      29.527473      887.52626      29.527473      887.52626      29.527473
            4.1      605.14514      21.089337      605.14514      21.089337      605.14514      21.089337
            4.2      400.96216       28.23871      400.96216       28.23871      400.96216       28.23871
            4.3      244.74748      15.410168      244.74748      15.410168      244.74748      15.410168
            4.4       134.0555      17.363535       134.0555      17.363535       134.0555      17.363535
            4.5      65.483739      8.3371966      65.483739      8.3371966      65.483739      8.3371966
            4.6      21.954983      4.4666262      21.954983      4.4666262      21.954983      4.4666262
            4.7      5.9974654      2.0599095      5.9974654      2.0599095      5.9974654      2.0599095
            4.8      2.1363687      1.0329927      2.1363687      1.0329927      2.1363687      1.0329927
            4.9      3.0606368       1.208313      3.0606368       1.208313      3.0606368       1.208313
              5      3.0606368       1.208313      3.0606368       1.208313      3.0606368       1.208313
