# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.023947487    0.023946289    0.023947487    0.023946289    0.023947487    0.023946289
              1     0.29794358     0.10278245     0.29794358     0.10278245     0.29794358     0.10278245
              2     0.31924246     0.10046707     0.31924246     0.10046707     0.31924246     0.10046707
              3     0.69394078     0.26347929     0.69394078     0.26347929     0.69394078     0.26347929
              4     0.60435587     0.15491736     0.60435587     0.15491736     0.60435587     0.15491736
              5      0.9355771     0.20170126      0.9355771     0.20170126      0.9355771     0.20170126
              6     0.99425923     0.16062825     0.99425923     0.16062825     0.99425923     0.16062825
              7      1.2502531     0.19506688      1.2502531     0.19506688      1.2502531     0.19506688
              8     0.88705419     0.15247433     0.88705419     0.15247433     0.88705419     0.15247433
              9      1.1918145     0.20612585      1.1918145     0.20612585      1.1918145     0.20612585
             10      1.4730274     0.24257064      1.4730274     0.24257064      1.4730274     0.24257064
             11      1.1865271     0.18985601      1.1865271     0.18985601      1.1865271     0.18985601
             12      1.6780352     0.24426227      1.6780352     0.24426227      1.6780352     0.24426227
             13      1.7669369     0.23494744      1.7669369     0.23494744      1.7669369     0.23494744
             14      2.1795095     0.30508267      2.1795095     0.30508267      2.1795095     0.30508267
             15      2.1736321     0.34356055      2.1736321     0.34356055      2.1736321     0.34356055
             16      2.1774313     0.31123385      2.1774313     0.31123385      2.1774313     0.31123385
             17      2.1615402     0.25772779      2.1615402     0.25772779      2.1615402     0.25772779
             18      2.1617236     0.25323371      2.1617236     0.25323371      2.1617236     0.25323371
             19      3.9929782     0.60860041      3.9929782     0.60860041      3.9929782     0.60860041
             20      4.3336073      0.9813129      4.3336073      0.9813129      4.3336073      0.9813129
             21      3.6002397     0.48365828      3.6002397     0.48365828      3.6002397     0.48365828
             22      3.5743509     0.40251474      3.5743509     0.40251474      3.5743509     0.40251474
             23      4.4362325     0.57954566      4.4362325     0.57954566      4.4362325     0.57954566
             24      4.3223587      0.4303881      4.3223587      0.4303881      4.3223587      0.4303881
             25      4.6744916     0.43375606      4.6744916     0.43375606      4.6744916     0.43375606
             26      4.1025296     0.43905812      4.1025296     0.43905812      4.1025296     0.43905812
             27      4.4198749     0.42891421      4.4198749     0.42891421      4.4198749     0.42891421
             28      4.4883794     0.45847225      4.4883794     0.45847225      4.4883794     0.45847225
             29      4.6960103      0.4671177      4.6960103      0.4671177      4.6960103      0.4671177
             30      4.9251604     0.50576028      4.9251604     0.50576028      4.9251604     0.50576028
             31      6.7133341     0.63739526      6.7133341     0.63739526      6.7133341     0.63739526
             32      4.7682758     0.48912447      4.7682758     0.48912447      4.7682758     0.48912447
             33      5.8334354     0.62650307      5.8334354     0.62650307      5.8334354     0.62650307
             34      5.8689101     0.65987522      5.8689101     0.65987522      5.8689101     0.65987522
             35      4.2827715     0.34532746      4.2827715     0.34532746      4.2827715     0.34532746
             36      6.5310201     0.53223586      6.5310201     0.53223586      6.5310201     0.53223586
             37      6.4473665     0.56420297      6.4473665     0.56420297      6.4473665     0.56420297
             38      6.3776011     0.73589398      6.3776011     0.73589398      6.3776011     0.73589398
             39      6.2463458     0.45365948      6.2463458     0.45365948      6.2463458     0.45365948
             40       8.025743     0.71621673       8.025743     0.71621673       8.025743     0.71621673
             41       7.446462     0.65349978       7.446462     0.65349978       7.446462     0.65349978
             42      7.1730341     0.55840189      7.1730341     0.55840189      7.1730341     0.55840189
             43      7.4938079     0.76889954      7.4938079     0.76889954      7.4938079     0.76889954
             44      6.9119229     0.74460788      6.9119229     0.74460788      6.9119229     0.74460788
             45      7.6057715     0.61496901      7.6057715     0.61496901      7.6057715     0.61496901
             46      8.3817927      0.6675177      8.3817927      0.6675177      8.3817927      0.6675177
             47      7.2299252     0.58978021      7.2299252     0.58978021      7.2299252     0.58978021
             48      7.0212637     0.58448977      7.0212637     0.58448977      7.0212637     0.58448977
             49       8.186276     0.60579199       8.186276     0.60579199       8.186276     0.60579199
             50       8.186276     0.60579199       8.186276     0.60579199       8.186276     0.60579199
