# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0       1499.247      15.204349       1499.247      15.204349       1499.247      15.204349
     0.31415927      1613.2459      17.590663      1613.2459      17.590663      1613.2459      17.590663
     0.62831853      1726.7214      16.646875      1726.7214      16.646875      1726.7214      16.646875
      0.9424778      1960.8982      23.472865      1960.8982      23.472865      1960.8982      23.472865
      1.2566371       2202.717      22.670464       2202.717      22.670464       2202.717      22.670464
      1.5707963      2758.1644      26.978047      2758.1644      26.978047      2758.1644      26.978047
      1.8849556      3661.9672       37.62067      3661.9672       37.62067      3661.9672       37.62067
      2.1991149      4932.0085      42.668487      4932.0085      42.668487      4932.0085      42.668487
      2.5132741      6718.9504       58.14979      6718.9504       58.14979      6718.9504       58.14979
      2.8274334      8624.4067      78.630439      8624.4067      78.630439      8624.4067      78.630439
      3.1415927      8624.4067      78.630439      8624.4067      78.630439      8624.4067      78.630439
