#    pt_j1-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      191.32274      3.9543319      191.32274      3.9543319      191.32274      3.9543319
              1      1116.7985       12.11901      1116.7985       12.11901      1116.7985       12.11901
              2      1771.0496      17.388202      1771.0496      17.388202      1771.0496      17.388202
              3      1961.5727        19.0095      1961.5727        19.0095      1961.5727        19.0095
              4      1965.0437      19.331442      1965.0437      19.331442      1965.0437      19.331442
              5       1846.095      17.978976       1846.095      17.978976       1846.095      17.978976
              6      1765.9163      16.543128      1765.9163      16.543128      1765.9163      16.543128
              7      1660.3273        15.9028      1660.3273        15.9028      1660.3273        15.9028
              8      1586.3003      15.430295      1586.3003      15.430295      1586.3003      15.430295
              9      1491.9191      14.474263      1491.9191      14.474263      1491.9191      14.474263
             10      1399.9443      12.986509      1399.9443      12.986509      1399.9443      12.986509
             11      1334.3466      12.712755      1334.3466      12.712755      1334.3466      12.712755
             12      1251.0823      12.555853      1251.0823      12.555853      1251.0823      12.555853
             13       1200.001      12.748682       1200.001      12.748682       1200.001      12.748682
             14      1157.8681      12.489729      1157.8681      12.489729      1157.8681      12.489729
             15      1072.1864      11.253775      1072.1864      11.253775      1072.1864      11.253775
             16      1038.9825      12.260186      1038.9825      12.260186      1038.9825      12.260186
             17      985.61903      10.158678      985.61903      10.158678      985.61903      10.158678
             18      932.66013      9.9519319      932.66013      9.9519319      932.66013      9.9519319
             19      902.17684      9.7780095      902.17684      9.7780095      902.17684      9.7780095
             20      859.85082      9.3194621      859.85082      9.3194621      859.85082      9.3194621
             21      836.14162      9.8160915      836.14162      9.8160915      836.14162      9.8160915
             22      794.41404      7.6748399      794.41404      7.6748399      794.41404      7.6748399
             23      781.84535      8.6966874      781.84535      8.6966874      781.84535      8.6966874
             24      732.41143      7.8677329      732.41143      7.8677329      732.41143      7.8677329
             25      702.34842      7.3581839      702.34842      7.3581839      702.34842      7.3581839
             26      689.41892        8.54701      689.41892        8.54701      689.41892        8.54701
             27      667.00768      7.3648895      667.00768      7.3648895      667.00768      7.3648895
             28      646.52053       8.982885      646.52053       8.982885      646.52053       8.982885
             29      614.54617      6.8544939      614.54617      6.8544939      614.54617      6.8544939
             30      609.29985      7.9970089      609.29985      7.9970089      609.29985      7.9970089
             31      582.21274       7.259901      582.21274       7.259901      582.21274       7.259901
             32       554.9517      6.2916471       554.9517      6.2916471       554.9517      6.2916471
             33      546.92877      5.6292076      546.92877      5.6292076      546.92877      5.6292076
             34      523.12795      6.5165288      523.12795      6.5165288      523.12795      6.5165288
             35      516.71696      7.7938519      516.71696      7.7938519      516.71696      7.7938519
             36      507.74194      8.6941971      507.74194      8.6941971      507.74194      8.6941971
             37      477.55974      5.8582503      477.55974      5.8582503      477.55974      5.8582503
             38      463.77893       5.863094      463.77893       5.863094      463.77893       5.863094
             39      449.45062      5.9149772      449.45062      5.9149772      449.45062      5.9149772
             40      430.68839      6.3917205      430.68839      6.3917205      430.68839      6.3917205
             41      423.52782       6.049104      423.52782       6.049104      423.52782       6.049104
             42       406.3537      5.4710655       406.3537      5.4710655       406.3537      5.4710655
             43      392.76376      5.7471689      392.76376      5.7471689      392.76376      5.7471689
             44      378.22807      5.3755509      378.22807      5.3755509      378.22807      5.3755509
             45      371.65578      5.2802013      371.65578      5.2802013      371.65578      5.2802013
             46      364.45592      6.0942994      364.45592      6.0942994      364.45592      6.0942994
             47      358.52973      6.3773967      358.52973      6.3773967      358.52973      6.3773967
             48      338.69398       4.968223      338.69398       4.968223      338.69398       4.968223
             49       331.8327      4.5488289       331.8327      4.5488289       331.8327      4.5488289
             50       331.8327      4.5488289       331.8327      4.5488289       331.8327      4.5488289
