#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3971.9654      9.1533163      3971.9654      9.1533163      3971.9654      9.1533163
              5      3661.8913       8.724044      3661.8913       8.724044      3661.8913       8.724044
             10       1743.269      6.8378958       1743.269      6.8378958       1743.269      6.8378958
             15      858.42105      4.6835325      858.42105      4.6835325      858.42105      4.6835325
             20      465.17764      3.4394634      465.17764      3.4394634      465.17764      3.4394634
             25      273.75443      2.9384764      273.75443      2.9384764      273.75443      2.9384764
             30      169.71236      2.2407059      169.71236      2.2407059      169.71236      2.2407059
             35      112.84719      1.8697969      112.84719      1.8697969      112.84719      1.8697969
             40      74.579303      1.6008175      74.579303      1.6008175      74.579303      1.6008175
             45      55.512862      1.7357126      55.512862      1.7357126      55.512862      1.7357126
             50      39.168704      1.1325763      39.168704      1.1325763      39.168704      1.1325763
             55      29.604871      1.0757898      29.604871      1.0757898      29.604871      1.0757898
             60      22.749105      0.9345077      22.749105      0.9345077      22.749105      0.9345077
             65      17.401763      1.0923038      17.401763      1.0923038      17.401763      1.0923038
             70      13.509899     0.71049071      13.509899     0.71049071      13.509899     0.71049071
             75      10.283248     0.62763769      10.283248     0.62763769      10.283248     0.62763769
             80      8.2739561     0.62858863      8.2739561     0.62858863      8.2739561     0.62858863
             85      6.6766386     0.37612165      6.6766386     0.37612165      6.6766386     0.37612165
             90      5.2079551     0.32604652      5.2079551     0.32604652      5.2079551     0.32604652
             95      4.4478009     0.44435896      4.4478009     0.44435896      4.4478009     0.44435896
            100      4.3288221     0.33586083      4.3288221     0.33586083      4.3288221     0.33586083
            105      3.2632729     0.41892149      3.2632729     0.41892149      3.2632729     0.41892149
            110      2.6027082     0.22356325      2.6027082     0.22356325      2.6027082     0.22356325
            115      2.9915776     0.53200426      2.9915776     0.53200426      2.9915776     0.53200426
            120      2.9345989     0.58845609      2.9345989     0.58845609      2.9345989     0.58845609
            125      1.9697347     0.36668324      1.9697347     0.36668324      1.9697347     0.36668324
            130      1.4149528     0.20741629      1.4149528     0.20741629      1.4149528     0.20741629
            135      1.0055839     0.12898437      1.0055839     0.12898437      1.0055839     0.12898437
            140      1.0055247     0.13479706      1.0055247     0.13479706      1.0055247     0.13479706
            145      1.3060051     0.23359768      1.3060051     0.23359768      1.3060051     0.23359768
            150      1.0969805     0.42047716      1.0969805     0.42047716      1.0969805     0.42047716
            155     0.54489252    0.080032688     0.54489252    0.080032688     0.54489252    0.080032688
            160     0.51191553     0.08311379     0.51191553     0.08311379     0.51191553     0.08311379
            165     0.39876424    0.068500428     0.39876424    0.068500428     0.39876424    0.068500428
            170     0.44592715    0.094503637     0.44592715    0.094503637     0.44592715    0.094503637
            175     0.20278503    0.040220356     0.20278503    0.040220356     0.20278503    0.040220356
            180     0.41172541    0.082913929     0.41172541    0.082913929     0.41172541    0.082913929
            185     0.21075542    0.059244436     0.21075542    0.059244436     0.21075542    0.059244436
            190     0.35346223     0.13224634     0.35346223     0.13224634     0.35346223     0.13224634
            195     0.39721586     0.14235213     0.39721586     0.14235213     0.39721586     0.14235213
            200     0.28770402    0.055509812     0.28770402    0.055509812     0.28770402    0.055509812
            205      0.2174419    0.063566381      0.2174419    0.063566381      0.2174419    0.063566381
            210     0.22457866    0.046937776     0.22457866    0.046937776     0.22457866    0.046937776
            215     0.10310995    0.029779933     0.10310995    0.029779933     0.10310995    0.029779933
            220     0.13271508    0.038049358     0.13271508    0.038049358     0.13271508    0.038049358
            225     0.15774234    0.037389333     0.15774234    0.037389333     0.15774234    0.037389333
            230      0.1191743    0.033218805      0.1191743    0.033218805      0.1191743    0.033218805
            235    0.097642458     0.02882978    0.097642458     0.02882978    0.097642458     0.02882978
            240     0.11972324    0.047526643     0.11972324    0.047526643     0.11972324    0.047526643
            245     0.09160447    0.028634284     0.09160447    0.028634284     0.09160447    0.028634284
            250    0.052878883    0.023592041    0.052878883    0.023592041    0.052878883    0.023592041
            255     0.11276994    0.060260618     0.11276994    0.060260618     0.11276994    0.060260618
