# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0       3546.559      25.614013       3546.559      25.614013       3546.559      25.614013
     0.31415927      3809.7229      30.453028      3809.7229      30.453028      3809.7229      30.453028
     0.62831853      4071.9892      25.373045      4071.9892      25.373045      4071.9892      25.373045
      0.9424778      4505.0302      31.350355      4505.0302      31.350355      4505.0302      31.350355
      1.2566371      5116.7269      32.633946      5116.7269      32.633946      5116.7269      32.633946
      1.5707963      6191.5676      37.075891      6191.5676      37.075891      6191.5676      37.075891
      1.8849556      7916.4364      53.100274      7916.4364      53.100274      7916.4364      53.100274
      2.1991149      10073.161      55.928221      10073.161      55.928221      10073.161      55.928221
      2.5132741        12909.3      71.040523        12909.3      71.040523        12909.3      71.040523
      2.8274334      15431.153      94.298034      15431.153      94.298034      15431.153      94.298034
      3.1415927      15431.153      94.298034      15431.153      94.298034      15431.153      94.298034
