#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       57662.73      73.163137       57662.73      73.163137       57662.73      73.163137
              1       57662.73      73.163137       57662.73      73.163137       57662.73      73.163137
