#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      623.72323      27.720426      623.72323      27.720426      623.72323      27.720426
           -4.9      689.97664      25.579714      689.97664      25.579714      689.97664      25.579714
           -4.8      818.90522      29.456241      818.90522      29.456241      818.90522      29.456241
           -4.7       1062.932      47.999092       1062.932      47.999092       1062.932      47.999092
           -4.6      1132.3582      39.887129      1132.3582      39.887129      1132.3582      39.887129
           -4.5      1384.9971      40.422602      1384.9971      40.422602      1384.9971      40.422602
           -4.4       1582.112      44.480224       1582.112      44.480224       1582.112      44.480224
           -4.3      1779.2473      40.645604      1779.2473      40.645604      1779.2473      40.645604
           -4.2      2045.4253      47.460514      2045.4253      47.460514      2045.4253      47.460514
           -4.1      2194.0012      45.272769      2194.0012      45.272769      2194.0012      45.272769
             -4      2570.2602      59.447649      2570.2602      59.447649      2570.2602      59.447649
           -3.9      2778.6868      67.294351      2778.6868      67.294351      2778.6868      67.294351
           -3.8      3064.6453       71.73607      3064.6453       71.73607      3064.6453       71.73607
           -3.7      3367.4593      89.238188      3367.4593      89.238188      3367.4593      89.238188
           -3.6      3600.9897      63.423039      3600.9897      63.423039      3600.9897      63.423039
           -3.5      3841.3877      67.248243      3841.3877      67.248243      3841.3877      67.248243
           -3.4       4136.451      65.650903       4136.451      65.650903       4136.451      65.650903
           -3.3      4466.0093      72.410247      4466.0093      72.410247      4466.0093      72.410247
           -3.2      4705.6167      74.855908      4705.6167      74.855908      4705.6167      74.855908
           -3.1      4838.8946      74.857725      4838.8946      74.857725      4838.8946      74.857725
             -3      5280.2466      93.378439      5280.2466      93.378439      5280.2466      93.378439
           -2.9      5546.4806      86.310948      5546.4806      86.310948      5546.4806      86.310948
           -2.8      5836.2567      88.389089      5836.2567      88.389089      5836.2567      88.389089
           -2.7      5893.0124      78.841925      5893.0124      78.841925      5893.0124      78.841925
           -2.6      6287.8132      96.830079      6287.8132      96.830079      6287.8132      96.830079
           -2.5       6337.212      82.145403       6337.212      82.145403       6337.212      82.145403
           -2.4      6687.7589      79.006706      6687.7589      79.006706      6687.7589      79.006706
           -2.3       6894.334      95.047678       6894.334      95.047678       6894.334      95.047678
           -2.2      6988.2862      85.300763      6988.2862      85.300763      6988.2862      85.300763
           -2.1      7316.0942      98.727316      7316.0942      98.727316      7316.0942      98.727316
             -2      7521.3338      108.84513      7521.3338      108.84513      7521.3338      108.84513
           -1.9      7816.5157      114.23966      7816.5157      114.23966      7816.5157      114.23966
           -1.8      7892.7646      100.16444      7892.7646      100.16444      7892.7646      100.16444
           -1.7      8005.2125      100.67043      8005.2125      100.67043      8005.2125      100.67043
           -1.6      8053.8773      90.842075      8053.8773      90.842075      8053.8773      90.842075
           -1.5      8308.0376      110.29679      8308.0376      110.29679      8308.0376      110.29679
           -1.4      8137.9792      82.676424      8137.9792      82.676424      8137.9792      82.676424
           -1.3      8569.9258      94.664629      8569.9258      94.664629      8569.9258      94.664629
