#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2      8728.5148      100.25587      8728.5148      100.25587      8728.5148      100.25587
           -1.1      8903.1617      102.76711      8903.1617      102.76711      8903.1617      102.76711
             -1      9029.1979      115.36281      9029.1979      115.36281      9029.1979      115.36281
           -0.9      9058.5959      111.94683      9058.5959      111.94683      9058.5959      111.94683
           -0.8      9007.9908      99.488944      9007.9908      99.488944      9007.9908      99.488944
           -0.7      8977.7731      94.606334      8977.7731      94.606334      8977.7731      94.606334
           -0.6      9338.0859      110.69418      9338.0859      110.69418      9338.0859      110.69418
           -0.5      9399.7851       132.3646      9399.7851       132.3646      9399.7851       132.3646
           -0.4      9290.9122      97.208847      9290.9122      97.208847      9290.9122      97.208847
           -0.3      9293.3468      101.15274      9293.3468      101.15274      9293.3468      101.15274
           -0.2      9408.3006      110.21118      9408.3006      110.21118      9408.3006      110.21118
           -0.1      9259.3627      91.196806      9259.3627      91.196806      9259.3627      91.196806
              0      9403.1557      101.16669      9403.1557      101.16669      9403.1557      101.16669
            0.1       9334.317       112.6049       9334.317       112.6049       9334.317       112.6049
            0.2      9354.6674      111.41876      9354.6674      111.41876      9354.6674      111.41876
            0.3      9177.6681      91.301419      9177.6681      91.301419      9177.6681      91.301419
            0.4      9559.3431      119.95168      9559.3431      119.95168      9559.3431      119.95168
            0.5      9217.9789      107.47822      9217.9789      107.47822      9217.9789      107.47822
            0.6      9164.1324      108.67173      9164.1324      108.67173      9164.1324      108.67173
            0.7       9066.098       93.96312       9066.098       93.96312       9066.098       93.96312
            0.8      9023.5336      111.85941      9023.5336      111.85941      9023.5336      111.85941
            0.9      8911.7865      98.851379      8911.7865      98.851379      8911.7865      98.851379
              1      8650.2135      103.34517      8650.2135      103.34517      8650.2135      103.34517
            1.1       8977.098      130.26994       8977.098      130.26994       8977.098      130.26994
            1.2      8693.7465      106.05921      8693.7465      106.05921      8693.7465      106.05921
            1.3       8344.922      100.51312       8344.922      100.51312       8344.922      100.51312
            1.4      8196.3655        90.8972      8196.3655        90.8972      8196.3655        90.8972
            1.5      8005.7392      92.741269      8005.7392      92.741269      8005.7392      92.741269
            1.6      8076.5325      103.81007      8076.5325      103.81007      8076.5325      103.81007
            1.7      7802.3395      95.067586      7802.3395      95.067586      7802.3395      95.067586
            1.8      7753.3543      108.72572      7753.3543      108.72572      7753.3543      108.72572
            1.9      7508.3117      94.779819      7508.3117      94.779819      7508.3117      94.779819
              2      7159.1906      83.588438      7159.1906      83.588438      7159.1906      83.588438
            2.1      7077.9437      107.90484      7077.9437      107.90484      7077.9437      107.90484
            2.2      6799.6405      92.529288      6799.6405      92.529288      6799.6405      92.529288
            2.3      6737.0699      96.690223      6737.0699      96.690223      6737.0699      96.690223
            2.4      6409.0301      85.915357      6409.0301      85.915357      6409.0301      85.915357
            2.5      6292.6653      88.069589      6292.6653      88.069589      6292.6653      88.069589
            2.6      5900.2465      83.208612      5900.2465      83.208612      5900.2465      83.208612
            2.7      5647.8658      81.819234      5647.8658      81.819234      5647.8658      81.819234
            2.8      5287.1721      69.777319      5287.1721      69.777319      5287.1721      69.777319
            2.9      5256.1618      74.171663      5256.1618      74.171663      5256.1618      74.171663
              3      5005.9252      73.583185      5005.9252      73.583185      5005.9252      73.583185
            3.1      4558.4427       64.88745      4558.4427       64.88745      4558.4427       64.88745
            3.2      4406.6054      77.535733      4406.6054      77.535733      4406.6054      77.535733
            3.3      4057.5584      72.722737      4057.5584      72.722737      4057.5584      72.722737
            3.4      3844.7697      67.826579      3844.7697      67.826579      3844.7697      67.826579
            3.5       3638.894      71.308062       3638.894      71.308062       3638.894      71.308062
            3.6      3279.3843      56.311062      3279.3843      56.311062      3279.3843      56.311062
            3.7      3106.4302      68.798266      3106.4302      68.798266      3106.4302      68.798266
            3.8      2725.4008      51.995604      2725.4008      51.995604      2725.4008      51.995604
            3.9      2531.7257      67.724657      2531.7257      67.724657      2531.7257      67.724657
              4      2271.7058      50.162411      2271.7058      50.162411      2271.7058      50.162411
            4.1      1957.1691      40.984252      1957.1691      40.984252      1957.1691      40.984252
            4.2      1758.4767      42.827754      1758.4767      42.827754      1758.4767      42.827754
            4.3      1517.2274      38.330956      1517.2274      38.330956      1517.2274      38.330956
            4.4      1358.7131      36.484006      1358.7131      36.484006      1358.7131      36.484006
            4.5      1195.3622        48.1512      1195.3622        48.1512      1195.3622        48.1512
            4.6      999.28338      36.149804      999.28338      36.149804      999.28338      36.149804
            4.7      834.15044      46.941389      834.15044      46.941389      834.15044      46.941389
            4.8      679.15635      24.691405      679.15635      24.691405      679.15635      24.691405
            4.9       548.5465      21.502049       548.5465      21.502049       548.5465      21.502049
              5       548.5465      21.502049       548.5465      21.502049       548.5465      21.502049
