# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      331.55608      8.9347416      331.55608      8.9347416      331.55608      8.9347416
            0.4      326.95505       10.58658      326.95505       10.58658      326.95505       10.58658
            0.8      282.31219      9.5863428      282.31219      9.5863428      282.31219      9.5863428
            1.2      246.55657      10.826953      246.55657      10.826953      246.55657      10.826953
            1.6      183.69669      6.8076201      183.69669      6.8076201      183.69669      6.8076201
              2      125.31317      12.056641      125.31317      12.056641      125.31317      12.056641
            2.4      125.31317      12.056641      125.31317      12.056641      125.31317      12.056641
