#   y_j1-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9              0              0              0              0              0              0
           -3.8              0              0              0              0              0              0
           -3.7     0.22197766     0.22196656     0.22197766     0.22196656     0.22197766     0.22196656
           -3.6     0.88464803     0.44405829     0.88464803     0.44405829     0.88464803     0.44405829
           -3.5     0.72543576     0.41975726     0.72543576     0.41975726     0.72543576     0.41975726
           -3.4      1.4871453     0.56527959      1.4871453     0.56527959      1.4871453     0.56527959
           -3.3      2.9700503      1.1697676      2.9700503      1.1697676      2.9700503      1.1697676
           -3.2      9.8352235      4.4879868      9.8352235      4.4879868      9.8352235      4.4879868
           -3.1      8.5761453      1.5213093      8.5761453      1.5213093      8.5761453      1.5213093
             -3      22.463715      6.3561502      22.463715      6.3561502      22.463715      6.3561502
           -2.9      17.107782      2.3529496      17.107782      2.3529496      17.107782      2.3529496
           -2.8      32.812804      5.2011777      32.812804      5.2011777      32.812804      5.2011777
           -2.7       30.19651      4.4619743       30.19651      4.4619743       30.19651      4.4619743
           -2.6      64.514938      8.7752952      64.514938      8.7752952      64.514938      8.7752952
           -2.5      60.330548      8.0391196      60.330548      8.0391196      60.330548      8.0391196
           -2.4      78.939498      9.1900817      78.939498      9.1900817      78.939498      9.1900817
           -2.3      76.258067      6.3869394      76.258067      6.3869394      76.258067      6.3869394
           -2.2       95.25566      7.6746402       95.25566      7.6746402       95.25566      7.6746402
           -2.1      106.76521      20.539231      106.76521      20.539231      106.76521      20.539231
             -2      106.26183       8.706043      106.26183       8.706043      106.26183       8.706043
           -1.9      103.46589      5.9394474      103.46589      5.9394474      103.46589      5.9394474
           -1.8      150.79531      16.200695      150.79531      16.200695      150.79531      16.200695
           -1.7      167.28495      16.386356      167.28495      16.386356      167.28495      16.386356
           -1.6      162.90788      18.715388      162.90788      18.715388      162.90788      18.715388
           -1.5       167.0885      14.651347       167.0885      14.651347       167.0885      14.651347
           -1.4      210.42308      26.404502      210.42308      26.404502      210.42308      26.404502
           -1.3      198.51312      18.159289      198.51312      18.159289      198.51312      18.159289
           -1.2      203.99001      19.580709      203.99001      19.580709      203.99001      19.580709
           -1.1      218.83889      16.430307      218.83889      16.430307      218.83889      16.430307
             -1      199.68288      14.734469      199.68288      14.734469      199.68288      14.734469
           -0.9      275.39891        34.1458      275.39891        34.1458      275.39891        34.1458
           -0.8      257.48552      28.336418      257.48552      28.336418      257.48552      28.336418
           -0.7      236.84109      26.176237      236.84109      26.176237      236.84109      26.176237
           -0.6      292.66316      24.594913      292.66316      24.594913      292.66316      24.594913
           -0.5      246.47596      20.852254      246.47596      20.852254      246.47596      20.852254
           -0.4      279.31767       29.27783      279.31767       29.27783      279.31767       29.27783
           -0.3      245.04606      21.189325      245.04606      21.189325      245.04606      21.189325
           -0.2      245.96474      27.734845      245.96474      27.734845      245.96474      27.734845
           -0.1      297.86093      25.831841      297.86093      25.831841      297.86093      25.831841
              0      250.79897      16.664976      250.79897      16.664976      250.79897      16.664976
            0.1      246.27025      21.091658      246.27025      21.091658      246.27025      21.091658
            0.2      240.82502      24.442398      240.82502      24.442398      240.82502      24.442398
            0.3      275.99815      29.502353      275.99815      29.502353      275.99815      29.502353
            0.4      292.77727      45.215423      292.77727      45.215423      292.77727      45.215423
            0.5      299.19123      40.179046      299.19123      40.179046      299.19123      40.179046
            0.6      254.73013      31.091711      254.73013      31.091711      254.73013      31.091711
            0.7      260.79229      27.207649      260.79229      27.207649      260.79229      27.207649
            0.8      226.77532      23.176111      226.77532      23.176111      226.77532      23.176111
            0.9      185.27907      10.383401      185.27907      10.383401      185.27907      10.383401
              1      240.60784       16.06859      240.60784       16.06859      240.60784       16.06859
            1.1      234.06659      27.898933      234.06659      27.898933      234.06659      27.898933
            1.2      241.77554      32.183518      241.77554      32.183518      241.77554      32.183518
            1.3       180.9829      16.036741       180.9829      16.036741       180.9829      16.036741
