#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      476.47739       4.579184      476.47739       4.579184      476.47739       4.579184
              5      1115.6441      5.7318609      1115.6441      5.7318609      1115.6441      5.7318609
             10       1296.886      5.8656666       1296.886      5.8656666       1296.886      5.8656666
             15      1246.7132      5.7163437      1246.7132      5.7163437      1246.7132      5.7163437
             20       1097.451      5.1162835       1097.451      5.1162835       1097.451      5.1162835
             25      945.84211      4.8692585      945.84211      4.8692585      945.84211      4.8692585
             30      796.03772      3.8850507      796.03772      3.8850507      796.03772      3.8850507
             35      680.70825      3.9531744      680.70825      3.9531744      680.70825      3.9531744
             40      567.01122      3.3269871      567.01122      3.3269871      567.01122      3.3269871
             45      477.28435      3.1248161      477.28435      3.1248161      477.28435      3.1248161
             50      398.82918      2.7981551      398.82918      2.7981551      398.82918      2.7981551
             55      339.40797      2.6695869      339.40797      2.6695869      339.40797      2.6695869
             60      285.35581      2.4870193      285.35581      2.4870193      285.35581      2.4870193
             65      242.27134      2.1888793      242.27134      2.1888793      242.27134      2.1888793
             70      202.41061      1.7921053      202.41061      1.7921053      202.41061      1.7921053
             75      176.73955      1.9997499      176.73955      1.9997499      176.73955      1.9997499
             80      153.15746      1.9092385      153.15746      1.9092385      153.15746      1.9092385
             85      130.11991      1.5661623      130.11991      1.5661623      130.11991      1.5661623
             90      111.04469      1.4423995      111.04469      1.4423995      111.04469      1.4423995
             95        96.6726      1.7590603        96.6726      1.7590603        96.6726      1.7590603
            100      84.800466      1.3479073      84.800466      1.3479073      84.800466      1.3479073
            105      72.577738      1.1817658      72.577738      1.1817658      72.577738      1.1817658
            110      64.223265      1.5149136      64.223265      1.5149136      64.223265      1.5149136
            115      53.967406     0.95623301      53.967406     0.95623301      53.967406     0.95623301
            120      47.312881     0.94219858      47.312881     0.94219858      47.312881     0.94219858
            125      43.038232     0.93696308      43.038232     0.93696308      43.038232     0.93696308
            130       37.53468     0.93967731       37.53468     0.93967731       37.53468     0.93967731
            135      31.743444     0.77424821      31.743444     0.77424821      31.743444     0.77424821
            140      28.973705     0.87745354      28.973705     0.87745354      28.973705     0.87745354
            145      25.268607     0.64128327      25.268607     0.64128327      25.268607     0.64128327
            150      22.191476     0.50684807      22.191476     0.50684807      22.191476     0.50684807
            155      19.924351     0.53913391      19.924351     0.53913391      19.924351     0.53913391
            160      17.807266      0.5510773      17.807266      0.5510773      17.807266      0.5510773
            165      16.421692      0.4991829      16.421692      0.4991829      16.421692      0.4991829
            170      15.093356      0.9756265      15.093356      0.9756265      15.093356      0.9756265
            175      12.638653     0.56414066      12.638653     0.56414066      12.638653     0.56414066
            180      12.415808     0.52643239      12.415808     0.52643239      12.415808     0.52643239
            185      9.9596521      0.3792609      9.9596521      0.3792609      9.9596521      0.3792609
            190      10.154189     0.66129852      10.154189     0.66129852      10.154189     0.66129852
            195      8.3986012     0.31892093      8.3986012     0.31892093      8.3986012     0.31892093
            200      8.3050819     0.65394136      8.3050819     0.65394136      8.3050819     0.65394136
            205      7.4598281     0.49329628      7.4598281     0.49329628      7.4598281     0.49329628
            210      6.2683244     0.40841057      6.2683244     0.40841057      6.2683244     0.40841057
            215       6.957981     0.63393408       6.957981     0.63393408       6.957981     0.63393408
            220      5.1939751     0.24169666      5.1939751     0.24169666      5.1939751     0.24169666
            225      4.9331662     0.26616055      4.9331662     0.26616055      4.9331662     0.26616055
            230      4.7525764     0.35674994      4.7525764     0.35674994      4.7525764     0.35674994
            235      4.3963099     0.41602183      4.3963099     0.41602183      4.3963099     0.41602183
            240      3.3489714     0.18656571      3.3489714     0.18656571      3.3489714     0.18656571
            245      3.2819519     0.19094164      3.2819519     0.19094164      3.2819519     0.19094164
            250      3.1685089     0.20134425      3.1685089     0.20134425      3.1685089     0.20134425
            255      3.3377025     0.28160997      3.3377025     0.28160997      3.3377025     0.28160997
            260      2.4514157     0.16012688      2.4514157     0.16012688      2.4514157     0.16012688
            265       2.493872     0.21671362       2.493872     0.21671362       2.493872     0.21671362
            270       2.165912     0.14415692       2.165912     0.14415692       2.165912     0.14415692
            275      2.2142707     0.25877738      2.2142707     0.25877738      2.2142707     0.25877738
            280      2.5449706     0.48558734      2.5449706     0.48558734      2.5449706     0.48558734
            285      1.7431921     0.13812344      1.7431921     0.13812344      1.7431921     0.13812344
            290      2.0334706     0.36912047      2.0334706     0.36912047      2.0334706     0.36912047
            295       1.978057     0.43461566       1.978057     0.43461566       1.978057     0.43461566
            300      1.3893445     0.15340534      1.3893445     0.15340534      1.3893445     0.15340534
            305      1.1451951    0.085880095      1.1451951    0.085880095      1.1451951    0.085880095
            310      1.6485345     0.34935943      1.6485345     0.34935943      1.6485345     0.34935943
            315      1.5095265     0.33424247      1.5095265     0.33424247      1.5095265     0.33424247
            320      1.3739021     0.19603501      1.3739021     0.19603501      1.3739021     0.19603501
            325     0.86606582    0.074348462     0.86606582    0.074348462     0.86606582    0.074348462
            330     0.97757073      0.0924966     0.97757073      0.0924966     0.97757073      0.0924966
            335     0.79638984    0.090975692     0.79638984    0.090975692     0.79638984    0.090975692
            340     0.77883017    0.095679674     0.77883017    0.095679674     0.77883017    0.095679674
            345     0.74471632      0.1160079     0.74471632      0.1160079     0.74471632      0.1160079
            350     0.95872984     0.17311871     0.95872984     0.17311871     0.95872984     0.17311871
            355      0.5507943    0.059924678      0.5507943    0.059924678      0.5507943    0.059924678
            360     0.65861464      0.1300194     0.65861464      0.1300194     0.65861464      0.1300194
            365     0.67058593     0.16587112     0.67058593     0.16587112     0.67058593     0.16587112
            370     0.56762291     0.10572229     0.56762291     0.10572229     0.56762291     0.10572229
            375     0.57051308    0.068535008     0.57051308    0.068535008     0.57051308    0.068535008
            380     0.47739006    0.055600485     0.47739006    0.055600485     0.47739006    0.055600485
            385     0.43578807    0.049344563     0.43578807    0.049344563     0.43578807    0.049344563
            390     0.41424313    0.057554404     0.41424313    0.057554404     0.41424313    0.057554404
            395     0.33564749      0.1029737     0.33564749      0.1029737     0.33564749      0.1029737
            400     0.30722073     0.04060841     0.30722073     0.04060841     0.30722073     0.04060841
            405     0.31468079    0.061526167     0.31468079    0.061526167     0.31468079    0.061526167
            410     0.40323497     0.05748101     0.40323497     0.05748101     0.40323497     0.05748101
            415     0.25223754    0.044285553     0.25223754    0.044285553     0.25223754    0.044285553
            420     0.34126883    0.082355493     0.34126883    0.082355493     0.34126883    0.082355493
            425     0.26035754    0.038342794     0.26035754    0.038342794     0.26035754    0.038342794
            430      0.3094771    0.054338646      0.3094771    0.054338646      0.3094771    0.054338646
            435     0.26908023    0.041570253     0.26908023    0.041570253     0.26908023    0.041570253
            440     0.15951732    0.033023507     0.15951732    0.033023507     0.15951732    0.033023507
            445      0.2094962    0.079298222      0.2094962    0.079298222      0.2094962    0.079298222
            450     0.49423643     0.21455093     0.49423643     0.21455093     0.49423643     0.21455093
            455     0.20010291    0.065593563     0.20010291    0.065593563     0.20010291    0.065593563
            460     0.12020928     0.02515068     0.12020928     0.02515068     0.12020928     0.02515068
            465     0.12141575    0.026082956     0.12141575    0.026082956     0.12141575    0.026082956
            470     0.12644212    0.025743637     0.12644212    0.025743637     0.12644212    0.025743637
            475        0.14164    0.031339391        0.14164    0.031339391        0.14164    0.031339391
            480      0.1668078    0.033019163      0.1668078    0.033019163      0.1668078    0.033019163
            485     0.17220347    0.061082154     0.17220347    0.061082154     0.17220347    0.061082154
            490     0.14593855    0.037540248     0.14593855    0.037540248     0.14593855    0.037540248
            495     0.24608391     0.16791035     0.24608391     0.16791035     0.24608391     0.16791035
            500     0.33845106      0.2078217     0.33845106      0.2078217     0.33845106      0.2078217
            505    0.087312628    0.019548414    0.087312628    0.019548414    0.087312628    0.019548414
            510    0.095994639    0.021865863    0.095994639    0.021865863    0.095994639    0.021865863
            515    0.031641117     0.01459643    0.031641117     0.01459643    0.031641117     0.01459643
            520    0.057242906    0.018787101    0.057242906    0.018787101    0.057242906    0.018787101
            525    0.069317543     0.02060478    0.069317543     0.02060478    0.069317543     0.02060478
            530    0.098389163    0.033412088    0.098389163    0.033412088    0.098389163    0.033412088
            535    0.078422905    0.019665224    0.078422905    0.019665224    0.078422905    0.019665224
            540     0.16247151    0.057586494     0.16247151    0.057586494     0.16247151    0.057586494
            545    0.083539555    0.021597429    0.083539555    0.021597429    0.083539555    0.021597429
            550    0.061369385    0.018308291    0.061369385    0.018308291    0.061369385    0.018308291
            555     0.11276872    0.037601208     0.11276872    0.037601208     0.11276872    0.037601208
            560     0.13064111    0.076446003     0.13064111    0.076446003     0.13064111    0.076446003
            565    0.058509386    0.020623768    0.058509386    0.020623768    0.058509386    0.020623768
            570    0.064801901    0.018786974    0.064801901    0.018786974    0.064801901    0.018786974
            575    0.045309721    0.015788176    0.045309721    0.015788176    0.045309721    0.015788176
            580    0.054329163    0.015415637    0.054329163    0.015415637    0.054329163    0.015415637
