#   y_j1-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4     0.18265921     0.18265008     0.18265921     0.18265008     0.18265921     0.18265008
           -4.3              0              0              0              0              0              0
           -4.2      0.6761173     0.39084444      0.6761173     0.39084444      0.6761173     0.39084444
           -4.1     0.73623408     0.44931261     0.73623408     0.44931261     0.73623408     0.44931261
             -4      5.9498827      3.0513796      5.9498827      3.0513796      5.9498827      3.0513796
           -3.9       6.035838      1.9972807       6.035838      1.9972807       6.035838      1.9972807
           -3.8      11.642765      1.9400241      11.642765      1.9400241      11.642765      1.9400241
           -3.7      14.690631      3.1729912      14.690631      3.1729912      14.690631      3.1729912
           -3.6      20.534302      2.4556297      20.534302      2.4556297      20.534302      2.4556297
           -3.5       28.52657      3.6944877       28.52657      3.6944877       28.52657      3.6944877
           -3.4      36.489637      3.1714482      36.489637      3.1714482      36.489637      3.1714482
           -3.3      52.351334      5.2493123      52.351334      5.2493123      52.351334      5.2493123
           -3.2      81.659358      7.7533208      81.659358      7.7533208      81.659358      7.7533208
           -3.1      102.99725      8.1156414      102.99725      8.1156414      102.99725      8.1156414
             -3      129.92308      10.993048      129.92308      10.993048      129.92308      10.993048
           -2.9      200.49809      34.537248      200.49809      34.537248      200.49809      34.537248
           -2.8      180.49992      11.039562      180.49992      11.039562      180.49992      11.039562
           -2.7      252.82683       36.06446      252.82683       36.06446      252.82683       36.06446
           -2.6      270.86241      17.678929      270.86241      17.678929      270.86241      17.678929
           -2.5      282.26739      19.719685      282.26739      19.719685      282.26739      19.719685
           -2.4      347.88491      20.015652      347.88491      20.015652      347.88491      20.015652
           -2.3      357.47867      30.442776      357.47867      30.442776      357.47867      30.442776
           -2.2      374.65209      15.890129      374.65209      15.890129      374.65209      15.890129
           -2.1      427.24183      33.444456      427.24183      33.444456      427.24183      33.444456
             -2      442.25543      23.517584      442.25543      23.517584      442.25543      23.517584
           -1.9      501.19557      27.152607      501.19557      27.152607      501.19557      27.152607
           -1.8      493.52267      20.647337      493.52267      20.647337      493.52267      20.647337
           -1.7      549.81185       24.62446      549.81185       24.62446      549.81185       24.62446
           -1.6      610.82236      32.671793      610.82236      32.671793      610.82236      32.671793
           -1.5      598.00544      26.840619      598.00544      26.840619      598.00544      26.840619
           -1.4      714.40283      56.474808      714.40283      56.474808      714.40283      56.474808
           -1.3      655.10914       28.57063      655.10914       28.57063      655.10914       28.57063
           -1.2      679.11302       33.19581      679.11302       33.19581      679.11302       33.19581
           -1.1      705.62378      27.268314      705.62378      27.268314      705.62378      27.268314
             -1      696.84264      43.545653      696.84264      43.545653      696.84264      43.545653
           -0.9      772.37387      41.669973      772.37387      41.669973      772.37387      41.669973
           -0.8      781.61708      44.881509      781.61708      44.881509      781.61708      44.881509
           -0.7      742.74204      35.659365      742.74204      35.659365      742.74204      35.659365
           -0.6       805.2005      37.375107       805.2005      37.375107       805.2005      37.375107
           -0.5      749.15443      30.134047      749.15443      30.134047      749.15443      30.134047
           -0.4      788.92596      36.671336      788.92596      36.671336      788.92596      36.671336
           -0.3      779.27239        29.8944      779.27239        29.8944      779.27239        29.8944
           -0.2      718.47983      33.454063      718.47983      33.454063      718.47983      33.454063
           -0.1      879.48746      41.214475      879.48746      41.214475      879.48746      41.214475
              0      748.35223      25.628021      748.35223      25.628021      748.35223      25.628021
            0.1      752.86526      28.633743      752.86526      28.633743      752.86526      28.633743
            0.2      724.99284      35.663377      724.99284      35.663377      724.99284      35.663377
            0.3      827.94673      42.790987      827.94673      42.790987      827.94673      42.790987
            0.4      826.80897       53.64044      826.80897       53.64044      826.80897       53.64044
            0.5      812.17176      47.342771      812.17176      47.342771      812.17176      47.342771
            0.6      805.21819      59.193729      805.21819      59.193729      805.21819      59.193729
            0.7      730.41933      35.843703      730.41933      35.843703      730.41933      35.843703
            0.8      714.44919       30.65356      714.44919       30.65356      714.44919       30.65356
            0.9      671.17247      27.481191      671.17247      27.481191      671.17247      27.481191
              1      721.14876      30.480571      721.14876      30.480571      721.14876      30.480571
