#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2307.9558      7.1906562      2307.9558      7.1906562      2307.9558      7.1906562
              5      2981.0799      8.0577165      2981.0799      8.0577165      2981.0799      8.0577165
             10      1959.7395       6.725635      1959.7395       6.725635      1959.7395       6.725635
             15      1235.9099      5.4699808      1235.9099      5.4699808      1235.9099      5.4699808
             20       806.5795      4.5974277       806.5795      4.5974277       806.5795      4.5974277
             25      550.46147      3.8606858      550.46147      3.8606858      550.46147      3.8606858
             30      386.78947      3.1195378      386.78947      3.1195378      386.78947      3.1195378
             35      275.90249      2.4648996      275.90249      2.4648996      275.90249      2.4648996
             40      206.54132      2.7191229      206.54132      2.7191229      206.54132      2.7191229
             45      157.16515      2.0432614      157.16515      2.0432614      157.16515      2.0432614
             50      121.49615      1.8415119      121.49615      1.8415119      121.49615      1.8415119
             55       94.80184      1.4886493       94.80184      1.4886493       94.80184      1.4886493
             60      75.557746       1.548673      75.557746       1.548673      75.557746       1.548673
             65      60.544343      1.4575785      60.544343      1.4575785      60.544343      1.4575785
             70      53.560681      1.6031211      53.560681      1.6031211      53.560681      1.6031211
             75      41.808205      1.4437694      41.808205      1.4437694      41.808205      1.4437694
             80      34.049817      0.9643659      34.049817      0.9643659      34.049817      0.9643659
             85      28.432929     0.89262993      28.432929     0.89262993      28.432929     0.89262993
             90      23.696298     0.82951844      23.696298     0.82951844      23.696298     0.82951844
             95      19.568714     0.77781725      19.568714     0.77781725      19.568714     0.77781725
            100      18.861803     0.78831671      18.861803     0.78831671      18.861803     0.78831671
            105      15.140477     0.52090162      15.140477     0.52090162      15.140477     0.52090162
            110      13.210504     0.58024375      13.210504     0.58024375      13.210504     0.58024375
            115      11.428114     0.67664299      11.428114     0.67664299      11.428114     0.67664299
            120       11.01828      0.7016143       11.01828      0.7016143       11.01828      0.7016143
            125      8.6832108     0.48397074      8.6832108     0.48397074      8.6832108     0.48397074
            130      6.8198806     0.45831132      6.8198806     0.45831132      6.8198806     0.45831132
            135       6.406212     0.37753721       6.406212     0.37753721       6.406212     0.37753721
            140      5.6414005     0.31401377      5.6414005     0.31401377      5.6414005     0.31401377
            145      5.4439838     0.45765436      5.4439838     0.45765436      5.4439838     0.45765436
            150       4.838697     0.52026321       4.838697     0.52026321       4.838697     0.52026321
