#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            155      4.3127556     0.43608044      4.3127556     0.43608044      4.3127556     0.43608044
            160      3.2816159     0.18279368      3.2816159     0.18279368      3.2816159     0.18279368
            165      3.4203252      0.2692606      3.4203252      0.2692606      3.4203252      0.2692606
            170      2.5584508     0.15716374      2.5584508     0.15716374      2.5584508     0.15716374
            175      2.3855404     0.21202304      2.3855404     0.21202304      2.3855404     0.21202304
            180      2.3378537      0.2406973      2.3378537      0.2406973      2.3378537      0.2406973
            185       2.324715     0.38291481       2.324715     0.38291481       2.324715     0.38291481
            190      1.9912349     0.18436017      1.9912349     0.18436017      1.9912349     0.18436017
            195      1.8075892     0.26314594      1.8075892     0.26314594      1.8075892     0.26314594
            200      1.3353682     0.10871459      1.3353682     0.10871459      1.3353682     0.10871459
            205      1.2751198     0.13867571      1.2751198     0.13867571      1.2751198     0.13867571
            210      1.6022216     0.22383529      1.6022216     0.22383529      1.6022216     0.22383529
            215      1.2644857     0.33567643      1.2644857     0.33567643      1.2644857     0.33567643
            220      1.4581122     0.34597803      1.4581122     0.34597803      1.4581122     0.34597803
            225      1.1061157     0.16109691      1.1061157     0.16109691      1.1061157     0.16109691
            230     0.80390798    0.077778954     0.80390798    0.077778954     0.80390798    0.077778954
            235     0.98083039     0.20210982     0.98083039     0.20210982     0.98083039     0.20210982
            240     0.81776577     0.11095506     0.81776577     0.11095506     0.81776577     0.11095506
            245      0.8235301     0.11059509      0.8235301     0.11059509      0.8235301     0.11059509
            250     0.58018346     0.07511255     0.58018346     0.07511255     0.58018346     0.07511255
            255      0.7823885     0.22180343      0.7823885     0.22180343      0.7823885     0.22180343
            260     0.47544959     0.10574601     0.47544959     0.10574601     0.47544959     0.10574601
            265     0.56886928    0.082647829     0.56886928    0.082647829     0.56886928    0.082647829
            270     0.43717665    0.073307478     0.43717665    0.073307478     0.43717665    0.073307478
            275     0.47960124     0.21817231     0.47960124     0.21817231     0.47960124     0.21817231
            280     0.35761151    0.067165084     0.35761151    0.067165084     0.35761151    0.067165084
            285     0.41361822    0.087081545     0.41361822    0.087081545     0.41361822    0.087081545
            290     0.30876559    0.044703637     0.30876559    0.044703637     0.30876559    0.044703637
            295     0.23288402    0.051965195     0.23288402    0.051965195     0.23288402    0.051965195
            300     0.27440614     0.11130295     0.27440614     0.11130295     0.27440614     0.11130295
            305     0.32528905    0.070535911     0.32528905    0.070535911     0.32528905    0.070535911
            310     0.14624179    0.027940855     0.14624179    0.027940855     0.14624179    0.027940855
            315     0.22819486    0.056801934     0.22819486    0.056801934     0.22819486    0.056801934
            320     0.20034503    0.042011576     0.20034503    0.042011576     0.20034503    0.042011576
            325     0.12296045     0.02924262     0.12296045     0.02924262     0.12296045     0.02924262
            330     0.10869575    0.030543992     0.10869575    0.030543992     0.10869575    0.030543992
            335    0.087298995    0.021125193    0.087298995    0.021125193    0.087298995    0.021125193
            340     0.10688034    0.023095065     0.10688034    0.023095065     0.10688034    0.023095065
            345     0.13049721    0.030842981     0.13049721    0.030842981     0.13049721    0.030842981
            350     0.22107899    0.095027595     0.22107899    0.095027595     0.22107899    0.095027595
            355     0.13448268    0.031059896     0.13448268    0.031059896     0.13448268    0.031059896
            360     0.14399575    0.033559711     0.14399575    0.033559711     0.14399575    0.033559711
            365    0.048840112    0.016172732    0.048840112    0.016172732    0.048840112    0.016172732
            370    0.049792749    0.017101241    0.049792749    0.017101241    0.049792749    0.017101241
            375     0.14432402    0.035404139     0.14432402    0.035404139     0.14432402    0.035404139
            380     0.10661229    0.055102904     0.10661229    0.055102904     0.10661229    0.055102904
            385     0.11258559    0.036152128     0.11258559    0.036152128     0.11258559    0.036152128
            390    0.032131173    0.011804971    0.032131173    0.011804971    0.032131173    0.011804971
            395    0.063651397    0.020898946    0.063651397    0.020898946    0.063651397    0.020898946
            400     0.51257118     0.43659251     0.51257118     0.43659251     0.51257118     0.43659251
            405     0.12599866    0.043199757     0.12599866    0.043199757     0.12599866    0.043199757
            410     0.05431486    0.026632915     0.05431486    0.026632915     0.05431486    0.026632915
            415     0.04723229    0.015651771     0.04723229    0.015651771     0.04723229    0.015651771
            420    0.033192626     0.01293443    0.033192626     0.01293443    0.033192626     0.01293443
            425     0.09352648     0.06777719     0.09352648     0.06777719     0.09352648     0.06777719
            430     0.15435095    0.097314643     0.15435095    0.097314643     0.15435095    0.097314643
            435    0.027537877    0.013826354    0.027537877    0.013826354    0.027537877    0.013826354
            440     0.02341229    0.012284451     0.02341229    0.012284451     0.02341229    0.012284451
            445     0.02113419    0.011046059     0.02113419    0.011046059     0.02113419    0.011046059
            450     0.02724704    0.010374937     0.02724704    0.010374937     0.02724704    0.010374937
            455    0.039520558    0.019272546    0.039520558    0.019272546    0.039520558    0.019272546
            460     0.02467352    0.014993856     0.02467352    0.014993856     0.02467352    0.014993856
            465    0.037705476    0.012604816    0.037705476    0.012604816    0.037705476    0.012604816
            470    0.036713296    0.016688353    0.036713296    0.016688353    0.036713296    0.016688353
            475    0.026415866    0.011544196    0.026415866    0.011544196    0.026415866    0.011544196
            480    0.041082571    0.023075193    0.041082571    0.023075193    0.041082571    0.023075193
            485    0.055762795    0.029627996    0.055762795    0.029627996    0.055762795    0.029627996
            490    0.032214301    0.011450427    0.032214301    0.011450427    0.032214301    0.011450427
            495    0.015820894   0.0080020713    0.015820894   0.0080020713    0.015820894   0.0080020713
            500    0.015820894   0.0080020713    0.015820894   0.0080020713    0.015820894   0.0080020713
