#   pt_bb-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      274.92866      1.9540816      274.92866      1.9540816      274.92866      1.9540816
              5      642.16423      2.7471534      642.16423      2.7471534      642.16423      2.7471534
             10      734.85351       3.678065      734.85351       3.678065      734.85351       3.678065
             15      686.33766      3.3071334      686.33766      3.3071334      686.33766      3.3071334
             20      592.51047       3.186919      592.51047       3.186919      592.51047       3.186919
             25      495.86581      3.1795702      495.86581      3.1795702      495.86581      3.1795702
             30      408.78041      3.0349777      408.78041      3.0349777      408.78041      3.0349777
             35      337.00324      2.7420311      337.00324      2.7420311      337.00324      2.7420311
             40      283.80377      2.6391344      283.80377      2.6391344      283.80377      2.6391344
             45      229.62109      2.3052243      229.62109      2.3052243      229.62109      2.3052243
             50      193.07904      2.3804457      193.07904      2.3804457      193.07904      2.3804457
             55      159.74522      2.0101686      159.74522      2.0101686      159.74522      2.0101686
             60      136.80947      2.2450838      136.80947      2.2450838      136.80947      2.2450838
             65      115.12165       1.766569      115.12165       1.766569      115.12165       1.766569
             70      95.227091      1.6237858      95.227091      1.6237858      95.227091      1.6237858
             75      83.842356      1.4702909      83.842356      1.4702909      83.842356      1.4702909
             80      69.849007      1.4749545      69.849007      1.4749545      69.849007      1.4749545
             85      60.771393      1.1457178      60.771393      1.1457178      60.771393      1.1457178
             90      54.354684      1.5640765      54.354684      1.5640765      54.354684      1.5640765
             95      45.504231     0.97985938      45.504231     0.97985938      45.504231     0.97985938
            100      39.265058     0.91756684      39.265058     0.91756684      39.265058     0.91756684
            105      36.094962      1.3552956      36.094962      1.3552956      36.094962      1.3552956
            110      30.801268     0.85567688      30.801268     0.85567688      30.801268     0.85567688
            115      26.744626       1.030301      26.744626       1.030301      26.744626       1.030301
            120       23.25236     0.74030692       23.25236     0.74030692       23.25236     0.74030692
            125      22.307869      1.0199637      22.307869      1.0199637      22.307869      1.0199637
            130       19.36194     0.84626678       19.36194     0.84626678       19.36194     0.84626678
            135      16.569857     0.66354354      16.569857     0.66354354      16.569857     0.66354354
            140      15.523845     0.75836726      15.523845     0.75836726      15.523845     0.75836726
            145       14.21272      1.1707824       14.21272      1.1707824       14.21272      1.1707824
            150      12.261804     0.48101059      12.261804     0.48101059      12.261804     0.48101059
            155      10.619175     0.53963975      10.619175     0.53963975      10.619175     0.53963975
            160      9.6791712     0.57950887      9.6791712     0.57950887      9.6791712     0.57950887
