#    pt_j2-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1821.9351      18.085254      1821.9351      18.085254      1821.9351      18.085254
              1      2957.6981      22.135776      2957.6981      22.135776      2957.6981      22.135776
              2      3253.4084      22.752997      3253.4084      22.752997      3253.4084      22.752997
              3      3090.0804       21.19845      3090.0804       21.19845      3090.0804       21.19845
              4      2873.4075      20.222797      2873.4075      20.222797      2873.4075      20.222797
              5      2564.0193       16.93563      2564.0193       16.93563      2564.0193       16.93563
              6      2293.7499      15.659801      2293.7499      15.659801      2293.7499      15.659801
              7      2108.3124      16.034356      2108.3124      16.034356      2108.3124      16.034356
              8      1873.7317      14.231306      1873.7317      14.231306      1873.7317      14.231306
              9      1691.5455      12.730573      1691.5455      12.730573      1691.5455      12.730573
             10        1523.45       13.57592        1523.45       13.57592        1523.45       13.57592
             11      1406.9828      11.792003      1406.9828      11.792003      1406.9828      11.792003
             12      1258.8709      9.9393312      1258.8709      9.9393312      1258.8709      9.9393312
             13      1168.9202      10.569066      1168.9202      10.569066      1168.9202      10.569066
             14      1062.2629      10.782126      1062.2629      10.782126      1062.2629      10.782126
             15      993.19489      10.722552      993.19489      10.722552      993.19489      10.722552
             16      898.38588      8.6401755      898.38588      8.6401755      898.38588      8.6401755
             17      828.52763      8.8654337      828.52763      8.8654337      828.52763      8.8654337
             18      744.54573      7.0764079      744.54573      7.0764079      744.54573      7.0764079
             19      718.85358      10.556481      718.85358      10.556481      718.85358      10.556481
             20      657.00124      7.4729195      657.00124      7.4729195      657.00124      7.4729195
             21      611.27539      8.2777423      611.27539      8.2777423      611.27539      8.2777423
             22      564.97792      8.0783889      564.97792      8.0783889      564.97792      8.0783889
             23      519.71246      8.2728222      519.71246      8.2728222      519.71246      8.2728222
             24      486.55114      5.8736513      486.55114      5.8736513      486.55114      5.8736513
             25      467.15589      6.5319163      467.15589      6.5319163      467.15589      6.5319163
             26      444.74743       8.310824      444.74743       8.310824      444.74743       8.310824
             27      408.50902      6.7544046      408.50902      6.7544046      408.50902      6.7544046
             28      385.54111      6.3665315      385.54111      6.3665315      385.54111      6.3665315
             29      356.09138      5.4288505      356.09138      5.4288505      356.09138      5.4288505
             30      341.47309      7.2229736      341.47309      7.2229736      341.47309      7.2229736
             31      312.03788      5.4021088      312.03788      5.4021088      312.03788      5.4021088
             32      286.91325      5.4650135      286.91325      5.4650135      286.91325      5.4650135
             33      276.94982      5.9262386      276.94982      5.9262386      276.94982      5.9262386
             34      262.11624       5.233332      262.11624       5.233332      262.11624       5.233332
             35      253.35718       5.153562      253.35718       5.153562      253.35718       5.153562
             36      235.43568      4.5312124      235.43568      4.5312124      235.43568      4.5312124
             37      212.39688      4.0305984      212.39688      4.0305984      212.39688      4.0305984
             38      209.57451      5.2330809      209.57451      5.2330809      209.57451      5.2330809
             39       199.2148      3.4498347       199.2148      3.4498347       199.2148      3.4498347
             40      185.94561      3.4172625      185.94561      3.4172625      185.94561      3.4172625
             41      174.14966      3.5100956      174.14966      3.5100956      174.14966      3.5100956
             42      170.00028      4.2944523      170.00028      4.2944523      170.00028      4.2944523
             43      167.47015      6.1935409      167.47015      6.1935409      167.47015      6.1935409
             44      160.41389      5.1058968      160.41389      5.1058968      160.41389      5.1058968
             45      146.27505      3.2864685      146.27505      3.2864685      146.27505      3.2864685
             46      151.13546      4.8341182      151.13546      4.8341182      151.13546      4.8341182
             47      132.62215      3.2831538      132.62215      3.2831538      132.62215      3.2831538
             48      131.92918      4.8517044      131.92918      4.8517044      131.92918      4.8517044
             49      132.09221      4.5517915      132.09221      4.5517915      132.09221      4.5517915
             50      132.09221      4.5517915      132.09221      4.5517915      132.09221      4.5517915
