#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      114.49968      1.8391765      114.49968      1.8391765      114.49968      1.8391765
              5      351.53979      3.5952607      351.53979      3.5952607      351.53979      3.5952607
             10      607.24089      4.4180059      607.24089      4.4180059      607.24089      4.4180059
             15      885.95077      5.1418814      885.95077      5.1418814      885.95077      5.1418814
             20       1182.741      6.4358045       1182.741      6.4358045       1182.741      6.4358045
             25      1408.8489      5.9862472      1408.8489      5.9862472      1408.8489      5.9862472
             30      1570.0056      6.0679647      1570.0056      6.0679647      1570.0056      6.0679647
             35      1503.8843      5.4608839      1503.8843      5.4608839      1503.8843      5.4608839
             40      1145.5143      4.7281453      1145.5143      4.7281453      1145.5143      4.7281453
             45      764.54198      3.5621667      764.54198      3.5621667      764.54198      3.5621667
             50      511.30747      3.0510577      511.30747      3.0510577      511.30747      3.0510577
             55      350.52707      2.4306643      350.52707      2.4306643      350.52707      2.4306643
             60      253.04808       2.293009      253.04808       2.293009      253.04808       2.293009
             65      186.18316      2.0687968      186.18316      2.0687968      186.18316      2.0687968
             70      140.53401      1.5405748      140.53401      1.5405748      140.53401      1.5405748
             75      107.92133      1.5381921      107.92133      1.5381921      107.92133      1.5381921
             80      82.416642      1.3646206      82.416642      1.3646206      82.416642      1.3646206
             85       67.87255      1.2240151       67.87255      1.2240151       67.87255      1.2240151
             90      53.135568      1.0184366      53.135568      1.0184366      53.135568      1.0184366
             95      43.177909     0.91438509      43.177909     0.91438509      43.177909     0.91438509
            100      35.892106     0.90831113      35.892106     0.90831113      35.892106     0.90831113
            105      30.186982     0.94554538      30.186982     0.94554538      30.186982     0.94554538
            110      23.841045     0.64672692      23.841045     0.64672692      23.841045     0.64672692
            115      19.009289     0.61454346      19.009289     0.61454346      19.009289     0.61454346
            120      16.938931     0.67146542      16.938931     0.67146542      16.938931     0.67146542
            125      14.777703     0.61091442      14.777703     0.61091442      14.777703     0.61091442
            130      11.696817      0.4830471      11.696817      0.4830471      11.696817      0.4830471
            135      10.203667     0.51195295      10.203667     0.51195295      10.203667     0.51195295
            140      8.9194854     0.33420225      8.9194854     0.33420225      8.9194854     0.33420225
            145      8.2491609     0.57367802      8.2491609     0.57367802      8.2491609     0.57367802
            150      6.5435065     0.52281807      6.5435065     0.52281807      6.5435065     0.52281807
            155      5.5268772     0.30754248      5.5268772     0.30754248      5.5268772     0.30754248
            160      4.9712493     0.42133423      4.9712493     0.42133423      4.9712493     0.42133423
            165      4.4218439     0.36088832      4.4218439     0.36088832      4.4218439     0.36088832
            170      4.0299175     0.38747956      4.0299175     0.38747956      4.0299175     0.38747956
            175      3.9702335     0.40342978      3.9702335     0.40342978      3.9702335     0.40342978
            180      3.6717974     0.52132223      3.6717974     0.52132223      3.6717974     0.52132223
            185      2.2752337     0.18720019      2.2752337     0.18720019      2.2752337     0.18720019
            190      2.5544485     0.33326331      2.5544485     0.33326331      2.5544485     0.33326331
            195      2.0500155     0.22696433      2.0500155     0.22696433      2.0500155     0.22696433
            200       1.931939     0.18971236       1.931939     0.18971236       1.931939     0.18971236
            205      2.1369984      0.5016625      2.1369984      0.5016625      2.1369984      0.5016625
            210       1.833295     0.21381315       1.833295     0.21381315       1.833295     0.21381315
            215      1.4477614     0.12280796      1.4477614     0.12280796      1.4477614     0.12280796
            220      1.3916988     0.21046486      1.3916988     0.21046486      1.3916988     0.21046486
            225      1.3600096     0.22371884      1.3600096     0.22371884      1.3600096     0.22371884
            230     0.92988213     0.15387409     0.92988213     0.15387409     0.92988213     0.15387409
            235     0.98931107     0.17803103     0.98931107     0.17803103     0.98931107     0.17803103
            240     0.63872626    0.075798243     0.63872626    0.075798243     0.63872626    0.075798243
            245     0.71063364     0.10374043     0.71063364     0.10374043     0.71063364     0.10374043
            250     0.70268302     0.11952912     0.70268302     0.11952912     0.70268302     0.11952912
            255     0.97695229     0.36638328     0.97695229     0.36638328     0.97695229     0.36638328
            260      0.7016015     0.20642286      0.7016015     0.20642286      0.7016015     0.20642286
            265      0.9310617     0.33189596      0.9310617     0.33189596      0.9310617     0.33189596
            270     0.43121754    0.068609128     0.43121754    0.068609128     0.43121754    0.068609128
            275     0.42137152    0.053927205     0.42137152    0.053927205     0.42137152    0.053927205
            280     0.41356067    0.079834895     0.41356067    0.079834895     0.41356067    0.079834895
            285     0.35671174    0.066735351     0.35671174    0.066735351     0.35671174    0.066735351
            290     0.30772324    0.047263968     0.30772324    0.047263968     0.30772324    0.047263968
            295     0.47792738     0.20608338     0.47792738     0.20608338     0.47792738     0.20608338
            300     0.21624604    0.036030635     0.21624604    0.036030635     0.21624604    0.036030635
            305     0.26596983    0.052091141     0.26596983    0.052091141     0.26596983    0.052091141
            310     0.33347647     0.11055907     0.33347647     0.11055907     0.33347647     0.11055907
            315     0.18933888    0.038088156     0.18933888    0.038088156     0.18933888    0.038088156
            320     0.18197419    0.064109715     0.18197419    0.064109715     0.18197419    0.064109715
            325     0.21657319    0.050041805     0.21657319    0.050041805     0.21657319    0.050041805
            330      0.1379657    0.043028248      0.1379657    0.043028248      0.1379657    0.043028248
            335     0.21044279    0.043523722     0.21044279    0.043523722     0.21044279    0.043523722
