#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            340     0.18221385    0.052598133     0.18221385    0.052598133     0.18221385    0.052598133
            345     0.13650469    0.033633482     0.13650469    0.033633482     0.13650469    0.033633482
            350    0.085017767    0.022523333    0.085017767    0.022523333    0.085017767    0.022523333
            355    0.096519106    0.028196542    0.096519106    0.028196542    0.096519106    0.028196542
            360     0.13024827    0.037668327     0.13024827    0.037668327     0.13024827    0.037668327
            365     0.20999777     0.10926421     0.20999777     0.10926421     0.20999777     0.10926421
            370    0.087750057    0.026071498    0.087750057    0.026071498    0.087750057    0.026071498
            375    0.065141678    0.023303392    0.065141678    0.023303392    0.065141678    0.023303392
            380    0.067218045     0.02119556    0.067218045     0.02119556    0.067218045     0.02119556
            385     0.10063833    0.027217097     0.10063833    0.027217097     0.10063833    0.027217097
            390    0.049002793    0.019256883    0.049002793    0.019256883    0.049002793    0.019256883
            395    0.048465587    0.028900825    0.048465587    0.028900825    0.048465587    0.028900825
            400    0.061906482    0.017388881    0.061906482    0.017388881    0.061906482    0.017388881
            405     0.05463933    0.015249374     0.05463933    0.015249374     0.05463933    0.015249374
            410    0.071636426    0.024662633    0.071636426    0.024662633    0.071636426    0.024662633
            415    0.031065811    0.013774879    0.031065811    0.013774879    0.031065811    0.013774879
            420    0.028798995    0.016331036    0.028798995    0.016331036    0.028798995    0.016331036
            425     0.10562735    0.068486214     0.10562735    0.068486214     0.10562735    0.068486214
            430    0.086032737    0.075857018    0.086032737    0.075857018    0.086032737    0.075857018
            435   0.0071683801    0.010505554   0.0071683801    0.010505554   0.0071683801    0.010505554
            440    0.036882122    0.032066998    0.036882122    0.032066998    0.036882122    0.032066998
            445    0.033126816    0.011776765    0.033126816    0.011776765    0.033126816    0.011776765
            450    0.012703464   0.0073443592    0.012703464   0.0073443592    0.012703464   0.0073443592
            455   0.0076212292   0.0054503177   0.0076212292   0.0054503177   0.0076212292   0.0054503177
            460    0.021560558    0.011116346    0.021560558    0.011116346    0.021560558    0.011116346
            465   0.0079698326   0.0074369391   0.0079698326   0.0074369391   0.0079698326   0.0074369391
            470     0.08323933    0.052412336     0.08323933    0.052412336     0.08323933    0.052412336
            475   0.0064864806   0.0063182677   0.0064864806   0.0063182677   0.0064864806   0.0063182677
            480    0.036837319    0.015163043    0.036837319    0.015163043    0.036837319    0.015163043
            485    0.024757878    0.017306367    0.024757878    0.017306367    0.024757878    0.017306367
            490    0.020907151   0.0093927081    0.020907151   0.0093927081    0.020907151   0.0093927081
            495    0.022738883    0.010181622    0.022738883    0.010181622    0.022738883    0.010181622
            500    0.022738883    0.010181622    0.022738883    0.010181622    0.022738883    0.010181622
