# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      3.6649525     0.34592899      3.6649525     0.34592899      3.6649525     0.34592899
              1      13.312512     0.76841532      13.312512     0.76841532      13.312512     0.76841532
              2       25.20007      1.8081647       25.20007      1.8081647       25.20007      1.8081647
              3      34.641406      1.7260638      34.641406      1.7260638      34.641406      1.7260638
              4      49.086484       1.676225      49.086484       1.676225      49.086484       1.676225
              5      65.757978      2.1247962      65.757978      2.1247962      65.757978      2.1247962
              6      72.438083      2.0355299      72.438083      2.0355299      72.438083      2.0355299
              7      92.602078      2.8987703      92.602078      2.8987703      92.602078      2.8987703
              8      104.41974      2.4643711      104.41974      2.4643711      104.41974      2.4643711
              9      126.85197      3.4523797      126.85197      3.4523797      126.85197      3.4523797
             10      142.17692      2.9559946      142.17692      2.9559946      142.17692      2.9559946
             11      163.90688      3.6330423      163.90688      3.6330423      163.90688      3.6330423
             12      185.10221      3.6939429      185.10221      3.6939429      185.10221      3.6939429
             13      206.75922      4.1517974      206.75922      4.1517974      206.75922      4.1517974
             14       237.3286      7.5515592       237.3286      7.5515592       237.3286      7.5515592
             15      253.15508      4.0959639      253.15508      4.0959639      253.15508      4.0959639
             16      290.62644      5.0094783      290.62644      5.0094783      290.62644      5.0094783
             17      308.93209      4.9136777      308.93209      4.9136777      308.93209      4.9136777
             18      343.43062      6.1987729      343.43062      6.1987729      343.43062      6.1987729
             19       361.7038      5.1439197       361.7038      5.1439197       361.7038      5.1439197
             20      435.68799      6.8745929      435.68799      6.8745929      435.68799      6.8745929
             21      465.54052      6.3850702      465.54052      6.3850702      465.54052      6.3850702
             22       494.9075      8.4353025       494.9075      8.4353025       494.9075      8.4353025
             23      512.24058      6.4158894      512.24058      6.4158894      512.24058      6.4158894
             24      512.48582      5.8744546      512.48582      5.8744546      512.48582      5.8744546
             25      526.79126      6.2258223      526.79126      6.2258223      526.79126      6.2258223
             26      554.88654      8.2409787      554.88654      8.2409787      554.88654      8.2409787
             27      546.18157      7.1451652      546.18157      7.1451652      546.18157      7.1451652
             28      551.69785      7.3108736      551.69785      7.3108736      551.69785      7.3108736
             29      536.99918      5.9630422      536.99918      5.9630422      536.99918      5.9630422
             30      539.05996      6.4742422      539.05996      6.4742422      539.05996      6.4742422
             31      524.71261      6.2467171      524.71261      6.2467171      524.71261      6.2467171
             32      523.44055      6.2088923      523.44055      6.2088923      523.44055      6.2088923
             33      517.08291      6.5878739      517.08291      6.5878739      517.08291      6.5878739
             34      522.34345      6.8048601      522.34345      6.8048601      522.34345      6.8048601
             35      490.04861      6.7988043      490.04861      6.7988043      490.04861      6.7988043
             36      479.96951      5.5893991      479.96951      5.5893991      479.96951      5.5893991
             37      477.71129      6.0947472      477.71129      6.0947472      477.71129      6.0947472
             38      462.53987      5.5569255      462.53987      5.5569255      462.53987      5.5569255
             39      438.35428      5.3677985      438.35428      5.3677985      438.35428      5.3677985
             40      451.96015      7.8952356      451.96015      7.8952356      451.96015      7.8952356
             41      413.10407      5.2372904      413.10407      5.2372904      413.10407      5.2372904
             42      415.51959      6.0342713      415.51959      6.0342713      415.51959      6.0342713
             43       393.2802       5.253274       393.2802       5.253274       393.2802       5.253274
             44       386.1329      5.1740981       386.1329      5.1740981       386.1329      5.1740981
             45      374.83046      4.9437413      374.83046      4.9437413      374.83046      4.9437413
             46      379.67248      6.8777343      379.67248      6.8777343      379.67248      6.8777343
             47      364.14135      7.0104584      364.14135      7.0104584      364.14135      7.0104584
             48      344.08547      4.6184627      344.08547      4.6184627      344.08547      4.6184627
             49      338.48314      4.6428126      338.48314      4.6428126      338.48314      4.6428126
             50      338.48314      4.6428126      338.48314      4.6428126      338.48314      4.6428126
