#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       11214.96      38.218999       11214.96      38.218999       11214.96      38.218999
              1       11214.96      38.218999       11214.96      38.218999       11214.96      38.218999
