#    pt_bx-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      624.27387      9.3493044      624.27387      9.3493044      624.27387      9.3493044
              1      1816.4439      15.840437      1816.4439      15.840437      1816.4439      15.840437
              2      2630.2549      16.636888      2630.2549      16.636888      2630.2549      16.636888
              3      3152.8446      19.034274      3152.8446      19.034274      3152.8446      19.034274
              4      3326.9028      19.652046      3326.9028      19.652046      3326.9028      19.652046
              5      3330.0841      18.736603      3330.0841      18.736603      3330.0841      18.736603
              6      3203.7155      18.919801      3203.7155      18.919801      3203.7155      18.919801
              7      3031.9309      19.196367      3031.9309      19.196367      3031.9309      19.196367
              8       2834.553       18.21689       2834.553       18.21689       2834.553       18.21689
              9      2562.2667      18.204844      2562.2667      18.204844      2562.2667      18.204844
             10       2364.187      18.315089       2364.187      18.315089       2364.187      18.315089
             11      2142.0658        17.5213      2142.0658        17.5213      2142.0658        17.5213
             12      1929.2934      13.772241      1929.2934      13.772241      1929.2934      13.772241
             13      1776.2029      14.639126      1776.2029      14.639126      1776.2029      14.639126
             14      1627.8934      15.291259      1627.8934      15.291259      1627.8934      15.291259
             15      1458.0623      13.039396      1458.0623      13.039396      1458.0623      13.039396
             16       1332.932       12.97594       1332.932       12.97594       1332.932       12.97594
             17      1218.2253      11.529555      1218.2253      11.529555      1218.2253      11.529555
             18      1119.6069       11.63776      1119.6069       11.63776      1119.6069       11.63776
             19      1027.3321      9.7963796      1027.3321      9.7963796      1027.3321      9.7963796
             20      934.94527      9.9764307      934.94527      9.9764307      934.94527      9.9764307
             21      869.34979       10.50729      869.34979       10.50729      869.34979       10.50729
             22      807.58636      11.619588      807.58636      11.619588      807.58636      11.619588
             23      731.22296      8.0530517      731.22296      8.0530517      731.22296      8.0530517
             24       667.6964      9.0272434       667.6964      9.0272434       667.6964      9.0272434
             25      633.67225      8.4405325      633.67225      8.4405325      633.67225      8.4405325
             26      588.05463      9.4976414      588.05463      9.4976414      588.05463      9.4976414
             27       537.5338      8.2118644       537.5338      8.2118644       537.5338      8.2118644
             28      503.58243      7.9791485      503.58243      7.9791485      503.58243      7.9791485
             29      479.20185      8.2694716      479.20185      8.2694716      479.20185      8.2694716
             30      421.49329      5.9421319      421.49329      5.9421319      421.49329      5.9421319
             31      408.47466      7.4809234      408.47466      7.4809234      408.47466      7.4809234
             32      375.69019       8.140146      375.69019       8.140146      375.69019       8.140146
             33      360.63436       6.343391      360.63436       6.343391      360.63436       6.343391
             34       329.7761      5.7996404       329.7761      5.7996404       329.7761      5.7996404
             35      319.34086      7.3556112      319.34086      7.3556112      319.34086      7.3556112
             36      290.43231      5.4611206      290.43231      5.4611206      290.43231      5.4611206
             37       275.9591      5.9379172       275.9591      5.9379172       275.9591      5.9379172
             38      268.80167      9.2069955      268.80167      9.2069955      268.80167      9.2069955
             39      248.12245      4.8139132      248.12245      4.8139132      248.12245      4.8139132
             40       236.6792      6.7204184       236.6792      6.7204184       236.6792      6.7204184
             41      210.61066      4.4574354      210.61066      4.4574354      210.61066      4.4574354
             42      193.99624      4.2332843      193.99624      4.2332843      193.99624      4.2332843
             43      193.73168      4.4213389      193.73168      4.4213389      193.73168      4.4213389
             44      183.30829      4.7921464      183.30829      4.7921464      183.30829      4.7921464
             45      186.73852      7.9815731      186.73852      7.9815731      186.73852      7.9815731
             46      160.19859      4.2723067      160.19859      4.2723067      160.19859      4.2723067
             47      156.06121      5.2754877      156.06121      5.2754877      156.06121      5.2754877
             48      145.59248       3.474491      145.59248       3.474491      145.59248       3.474491
             49      137.68837      4.0962187      137.68837      4.0962187      137.68837      4.0962187
             50      137.68837      4.0962187      137.68837      4.0962187      137.68837      4.0962187
