#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      863.58749      4.8134506      863.58749      4.8134506      863.58749      4.8134506
              5      1802.2086      6.3060833      1802.2086      6.3060833      1802.2086      6.3060833
             10      1791.4662      6.4856941      1791.4662      6.4856941      1791.4662      6.4856941
             15      1469.5142      5.7751063      1469.5142      5.7751063      1469.5142      5.7751063
             20       1144.901      5.0154279       1144.901      5.0154279       1144.901      5.0154279
             25      877.80115      4.6329206      877.80115      4.6329206      877.80115      4.6329206
             30      676.33292      4.0032618      676.33292      4.0032618      676.33292      4.0032618
             35      522.72613      3.6508262      522.72613      3.6508262      522.72613      3.6508262
             40       413.3692      3.0965608       413.3692      3.0965608       413.3692      3.0965608
             45       322.4091       2.869908       322.4091       2.869908       322.4091       2.869908
             50      262.83108      2.7592021      262.83108      2.7592021      262.83108      2.7592021
             55      208.56189      2.3247492      208.56189      2.3247492      208.56189      2.3247492
             60       174.6522      2.3931969       174.6522      2.3931969       174.6522      2.3931969
             65      142.01083      1.9503878      142.01083      1.9503878      142.01083      1.9503878
             70      115.90902       1.791193      115.90902       1.791193      115.90902       1.791193
             75      100.17458      1.5812807      100.17458      1.5812807      100.17458      1.5812807
             80      82.862817      1.5449929      82.862817      1.5449929      82.862817      1.5449929
             85      71.275484      1.2502372      71.275484      1.2502372      71.275484      1.2502372
             90      62.325247      1.6091188      62.325247      1.6091188      62.325247      1.6091188
             95      51.985367      1.0491648      51.985367      1.0491648      51.985367      1.0491648
            100      44.346317     0.95203467      44.346317     0.95203467      44.346317     0.95203467
            105      39.907869      1.3728666      39.907869      1.3728666      39.907869      1.3728666
            110      33.979652     0.87571426      33.979652     0.87571426      33.979652     0.87571426
            115       29.30063      1.0466804       29.30063      1.0466804       29.30063      1.0466804
            120      25.978881     0.83097947      25.978881     0.83097947      25.978881     0.83097947
            125      24.526675      1.0525899      24.526675      1.0525899      24.526675      1.0525899
            130      21.010322     0.86468458      21.010322     0.86468458      21.010322     0.86468458
            135       17.81614     0.67263995       17.81614     0.67263995       17.81614     0.67263995
            140      16.450899     0.76433866      16.450899     0.76433866      16.450899     0.76433866
            145      15.090141      1.1757466      15.090141      1.1757466      15.090141      1.1757466
            150      13.000714      0.5011464      13.000714      0.5011464      13.000714      0.5011464
            155      11.223564     0.54614223      11.223564     0.54614223      11.223564     0.54614223
            160      10.180322     0.58294989      10.180322     0.58294989      10.180322     0.58294989
            165        9.97036     0.49143995        9.97036     0.49143995        9.97036     0.49143995
            170      8.5092593     0.41718552      8.5092593     0.41718552      8.5092593     0.41718552
            175      7.2579849     0.62918159      7.2579849     0.62918159      7.2579849     0.62918159
            180      7.0837288     0.43764163      7.0837288     0.43764163      7.0837288     0.43764163
            185      6.6487284     0.45520406      6.6487284     0.45520406      6.6487284     0.45520406
            190      5.3106984     0.28623218      5.3106984     0.28623218      5.3106984     0.28623218
            195      4.9579047     0.35346769      4.9579047     0.35346769      4.9579047     0.35346769
            200      4.8763084      0.5476745      4.8763084      0.5476745      4.8763084      0.5476745
            205      4.9503955     0.64542972      4.9503955     0.64542972      4.9503955     0.64542972
            210      3.4610324     0.22862111      3.4610324     0.22862111      3.4610324     0.22862111
            215      3.2143136     0.19948266      3.2143136     0.19948266      3.2143136     0.19948266
            220      3.2775746     0.26632794      3.2775746     0.26632794      3.2775746     0.26632794
            225      2.7676774      0.2067319      2.7676774      0.2067319      2.7676774      0.2067319
