# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      475.94507      4.5784414      475.94507      4.5784414      475.94507      4.5784414
              5      1114.2442      5.7300277      1114.2442      5.7300277      1114.2442      5.7300277
             10      1294.8667      5.8642662      1294.8667      5.8642662      1294.8667      5.8642662
             15       1244.578      5.7153082       1244.578      5.7153082       1244.578      5.7153082
             20      1095.0494      5.1144956      1095.0494      5.1144956      1095.0494      5.1144956
             25      943.44282      4.8626943      943.44282      4.8626943      943.44282      4.8626943
             30      794.05303       3.883645      794.05303       3.883645      794.05303       3.883645
             35      678.65508      3.9468252      678.65508      3.9468252      678.65508      3.9468252
             40      565.21431      3.3243031      565.21431      3.3243031      565.21431      3.3243031
             45      475.63148       3.123063      475.63148       3.123063      475.63148       3.123063
             50      396.70917      2.7307215      396.70917      2.7307215      396.70917      2.7307215
             55      338.15177      2.6682149      338.15177      2.6682149      338.15177      2.6682149
             60      283.90737      2.4817545      283.90737      2.4817545      283.90737      2.4817545
             65      241.21895       2.187724      241.21895       2.187724      241.21895       2.187724
             70      201.48562      1.7907155      201.48562      1.7907155      201.48562      1.7907155
             75      175.86655      1.9985859      175.86655      1.9985859      175.86655      1.9985859
             80      152.27593      1.9083167      152.27593      1.9083167      152.27593      1.9083167
             85      129.22357        1.56415      129.22357        1.56415      129.22357        1.56415
             90      110.08815      1.4350523      110.08815      1.4350523      110.08815      1.4350523
             95      95.767898      1.7536597      95.767898      1.7536597      95.767898      1.7536597
            100       84.14472      1.3444832       84.14472      1.3444832       84.14472      1.3444832
            105      72.018134      1.1804469      72.018134      1.1804469      72.018134      1.1804469
            110      63.666067      1.5128221      63.666067      1.5128221      63.666067      1.5128221
            115      53.540655     0.95487826      53.540655     0.95487826      53.540655     0.95487826
            120      46.851668     0.94078619      46.851668     0.94078619      46.851668     0.94078619
            125       42.46291     0.93206303       42.46291     0.93206303       42.46291     0.93206303
            130      37.185651     0.93885843      37.185651     0.93885843      37.185651     0.93885843
            135      31.391733     0.77319544      31.391733     0.77319544      31.391733     0.77319544
            140      28.520806     0.87263806      28.520806     0.87263806      28.520806     0.87263806
            145      24.950381     0.63896753      24.950381     0.63896753      24.950381     0.63896753
            150      21.947092     0.50469398      21.947092     0.50469398      21.947092     0.50469398
            155      19.587409     0.53706067      19.587409     0.53706067      19.587409     0.53706067
            160      17.376927     0.54412184      17.376927     0.54412184      17.376927     0.54412184
            165      16.251843     0.49843042      16.251843     0.49843042      16.251843     0.49843042
            170      14.933089     0.97515982      14.933089     0.97515982      14.933089     0.97515982
            175      12.466817     0.56337189      12.466817     0.56337189      12.466817     0.56337189
            180      12.131994     0.51805689      12.131994     0.51805689      12.131994     0.51805689
            185      9.7626975     0.37728265      9.7626975     0.37728265      9.7626975     0.37728265
            190      9.9886395     0.66042451      9.9886395     0.66042451      9.9886395     0.66042451
            195      8.2378907     0.31621685      8.2378907     0.31621685      8.2378907     0.31621685
            200      8.1651629     0.65295402      8.1651629     0.65295402      8.1651629     0.65295402
            205      7.2877942     0.49150585      7.2877942     0.49150585      7.2877942     0.49150585
            210      6.1435671     0.40780991      6.1435671     0.40780991      6.1435671     0.40780991
            215      6.8194743     0.63295114      6.8194743     0.63295114      6.8194743     0.63295114
            220      5.0312926     0.23793995      5.0312926     0.23793995      5.0312926     0.23793995
            225      4.7744437     0.26333708      4.7744437     0.26333708      4.7744437     0.26333708
            230      4.6495436     0.35615752      4.6495436     0.35615752      4.6495436     0.35615752
            235      4.3353737     0.41571638      4.3353737     0.41571638      4.3353737     0.41571638
            240      3.2319933     0.18469847      3.2319933     0.18469847      3.2319933     0.18469847
            245      3.1586427     0.18810537      3.1586427     0.18810537      3.1586427     0.18810537
            250      3.0452123     0.19778872      3.0452123     0.19778872      3.0452123     0.19778872
            255       3.228821       0.278316       3.228821       0.278316       3.228821       0.278316
