# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0        419.187      10.219777        419.187      10.219777        419.187      10.219777
     0.31415927      442.61051      8.9735171      442.61051      8.9735171      442.61051      8.9735171
     0.62831853      464.40279      8.8786251      464.40279      8.8786251      464.40279      8.8786251
      0.9424778       531.7299      16.855475       531.7299      16.855475       531.7299      16.855475
      1.2566371      591.75413      16.241196      591.75413      16.241196      591.75413      16.241196
      1.5707963      746.76241       17.85635      746.76241       17.85635      746.76241       17.85635
      1.8849556      1034.2777      23.994377      1034.2777      23.994377      1034.2777      23.994377
      2.1991149      1429.8739      27.952552      1429.8739      27.952552      1429.8739      27.952552
      2.5132741      2021.1001      31.043043      2021.1001      31.043043      2021.1001      31.043043
      2.8274334      2989.0125      53.678032      2989.0125      53.678032      2989.0125      53.678032
      3.1415927      2989.0125      53.678032      2989.0125      53.678032      2989.0125      53.678032
