#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1150.2835      38.839265      1150.2835      38.839265      1150.2835      38.839265
           -4.9      1352.9551      33.605375      1352.9551      33.605375      1352.9551      33.605375
           -4.8      1475.9997      44.900255      1475.9997      44.900255      1475.9997      44.900255
           -4.7      1572.1244      36.969878      1572.1244      36.969878      1572.1244      36.969878
           -4.6      1853.8995       53.04102      1853.8995       53.04102      1853.8995       53.04102
           -4.5      1944.3172      44.937491      1944.3172      44.937491      1944.3172      44.937491
           -4.4      2123.4948      44.490633      2123.4948      44.490633      2123.4948      44.490633
           -4.3      2353.3226      46.072371      2353.3226      46.072371      2353.3226      46.072371
           -4.2      2575.3961      52.265458      2575.3961      52.265458      2575.3961      52.265458
           -4.1      2909.9213      50.898999      2909.9213      50.898999      2909.9213      50.898999
             -4      3050.8877      70.030467      3050.8877      70.030467      3050.8877      70.030467
           -3.9      3298.1468      55.302968      3298.1468      55.302968      3298.1468      55.302968
           -3.8      3636.1953       80.59028      3636.1953       80.59028      3636.1953       80.59028
           -3.7      3887.0586      69.214271      3887.0586      69.214271      3887.0586      69.214271
           -3.6      4160.9031      71.892237      4160.9031      71.892237      4160.9031      71.892237
           -3.5      4496.9412      99.860853      4496.9412      99.860853      4496.9412      99.860853
           -3.4      4648.5396       72.32279      4648.5396       72.32279      4648.5396       72.32279
           -3.3      4814.6026      80.606443      4814.6026      80.606443      4814.6026      80.606443
           -3.2      5058.8823      80.527992      5058.8823      80.527992      5058.8823      80.527992
           -3.1      5303.1631      76.290632      5303.1631      76.290632      5303.1631      76.290632
             -3      5624.9996      88.859276      5624.9996      88.859276      5624.9996      88.859276
           -2.9      5725.1369      82.304071      5725.1369      82.304071      5725.1369      82.304071
           -2.8      5993.7661      89.063225      5993.7661      89.063225      5993.7661      89.063225
           -2.7      6193.3157      78.283638      6193.3157      78.283638      6193.3157      78.283638
           -2.6      6578.9297       103.9004      6578.9297       103.9004      6578.9297       103.9004
           -2.5      6546.9115      80.965885      6546.9115      80.965885      6546.9115      80.965885
           -2.4      6672.8402      77.102526      6672.8402      77.102526      6672.8402      77.102526
           -2.3      6841.7197      87.188084      6841.7197      87.188084      6841.7197      87.188084
           -2.2      7046.7884      90.484223      7046.7884      90.484223      7046.7884      90.484223
           -2.1      7379.7248      109.98202      7379.7248      109.98202      7379.7248      109.98202
             -2      7451.1412      99.245928      7451.1412      99.245928      7451.1412      99.245928
           -1.9      7462.1694      88.476232      7462.1694      88.476232      7462.1694      88.476232
           -1.8       7594.227      99.356431       7594.227      99.356431       7594.227      99.356431
           -1.7       7621.359      107.56973       7621.359      107.56973       7621.359      107.56973
           -1.6      7736.6599       96.03547      7736.6599       96.03547      7736.6599       96.03547
           -1.5      7829.6915      91.310738      7829.6915      91.310738      7829.6915      91.310738
           -1.4      7716.6357      91.239966      7716.6357      91.239966      7716.6357      91.239966
           -1.3      8037.9657      108.06285      8037.9657      108.06285      8037.9657      108.06285
           -1.2       7965.898      108.44059       7965.898      108.44059       7965.898      108.44059
           -1.1      8065.3493      101.24973      8065.3493      101.24973      8065.3493      101.24973
             -1      7976.3744      106.03956      7976.3744      106.03956      7976.3744      106.03956
           -0.9      7837.4104      91.097082      7837.4104      91.097082      7837.4104      91.097082
           -0.8       7915.016      92.196009       7915.016      92.196009       7915.016      92.196009
           -0.7      8026.3154      107.94617      8026.3154      107.94617      8026.3154      107.94617
           -0.6      7873.7972      94.522368      7873.7972      94.522368      7873.7972      94.522368
           -0.5      7981.8221      113.92247      7981.8221      113.92247      7981.8221      113.92247
           -0.4      7911.4332      107.40366      7911.4332      107.40366      7911.4332      107.40366
           -0.3      7817.6704      85.742587      7817.6704      85.742587      7817.6704      85.742587
           -0.2      7799.9877      96.173432      7799.9877      96.173432      7799.9877      96.173432
           -0.1      7801.5236      101.63759      7801.5236      101.63759      7801.5236      101.63759
              0      7800.1077       100.7312      7800.1077       100.7312      7800.1077       100.7312
            0.1      7807.7053      93.816778      7807.7053      93.816778      7807.7053      93.816778
            0.2      7682.5141      81.035267      7682.5141      81.035267      7682.5141      81.035267
            0.3      7870.7428      91.884218      7870.7428      91.884218      7870.7428      91.884218
            0.4      7894.4923      92.114926      7894.4923      92.114926      7894.4923      92.114926
            0.5      7892.7745      94.606924      7892.7745      94.606924      7892.7745      94.606924
            0.6      7906.8035      103.71456      7906.8035      103.71456      7906.8035      103.71456
            0.7      8123.0476      133.14812      8123.0476      133.14812      8123.0476      133.14812
            0.8      7817.4773      90.417615      7817.4773      90.417615      7817.4773      90.417615
            0.9      7911.5794      104.32581      7911.5794      104.32581      7911.5794      104.32581
              1      7897.1939      98.855721      7897.1939      98.855721      7897.1939      98.855721
            1.1      8008.7051      105.72642      8008.7051      105.72642      8008.7051      105.72642
            1.2      7862.1845      95.994455      7862.1845      95.994455      7862.1845      95.994455
            1.3      8067.6455      115.24599      8067.6455      115.24599      8067.6455      115.24599
            1.4      7931.0871      103.71762      7931.0871      103.71762      7931.0871      103.71762
            1.5      7698.5342      97.889632      7698.5342      97.889632      7698.5342      97.889632
            1.6      7703.7383      100.40138      7703.7383      100.40138      7703.7383      100.40138
            1.7      7482.4671      84.987455      7482.4671      84.987455      7482.4671      84.987455
            1.8      7378.6013      98.081954      7378.6013      98.081954      7378.6013      98.081954
            1.9      7576.6562      112.08923      7576.6562      112.08923      7576.6562      112.08923
              2      7216.6662      93.005964      7216.6662      93.005964      7216.6662      93.005964
            2.1      7032.5758      80.931956      7032.5758      80.931956      7032.5758      80.931956
            2.2      6820.9907      84.350714      6820.9907      84.350714      6820.9907      84.350714
            2.3      6676.3982      85.468382      6676.3982      85.468382      6676.3982      85.468382
            2.4       6613.516      95.645226       6613.516      95.645226       6613.516      95.645226
            2.5       6393.919      86.879151       6393.919      86.879151       6393.919      86.879151
            2.6      6108.8094      78.211189      6108.8094      78.211189      6108.8094      78.211189
            2.7      5946.4163      78.976593      5946.4163      78.976593      5946.4163      78.976593
            2.8      5716.7217      80.398915      5716.7217      80.398915      5716.7217      80.398915
            2.9      5779.9078      94.396188      5779.9078      94.396188      5779.9078      94.396188
              3      5250.3007      75.055655      5250.3007      75.055655      5250.3007      75.055655
            3.1      5024.9596      72.428725      5024.9596      72.428725      5024.9596      72.428725
            3.2       4749.235      68.223611       4749.235      68.223611       4749.235      68.223611
            3.3      4647.6456      84.445018      4647.6456      84.445018      4647.6456      84.445018
            3.4      4361.6941      77.063674      4361.6941      77.063674      4361.6941      77.063674
            3.5      4164.5793      64.043975      4164.5793      64.043975      4164.5793      64.043975
            3.6      3792.8166       76.27679      3792.8166       76.27679      3792.8166       76.27679
            3.7      3595.1955      64.364487      3595.1955      64.364487      3595.1955      64.364487
            3.8      3368.0388       66.38816      3368.0388       66.38816      3368.0388       66.38816
            3.9      3113.4312      60.041561      3113.4312      60.041561      3113.4312      60.041561
              4      2846.9388      52.763902      2846.9388      52.763902      2846.9388      52.763902
            4.1       2571.841      49.545963       2571.841      49.545963       2571.841      49.545963
            4.2      2358.2906      43.929838      2358.2906      43.929838      2358.2906      43.929838
            4.3      2183.3492      44.194217      2183.3492      44.194217      2183.3492      44.194217
            4.4      1939.3801      51.805415      1939.3801      51.805415      1939.3801      51.805415
            4.5       1778.265      46.815931       1778.265      46.815931       1778.265      46.815931
            4.6       1618.535      40.871631       1618.535      40.871631       1618.535      40.871631
            4.7      1477.2925      55.914332      1477.2925      55.914332      1477.2925      55.914332
            4.8      1251.3714      30.221119      1251.3714      30.221119      1251.3714      30.221119
            4.9      1094.4746      32.987244      1094.4746      32.987244      1094.4746      32.987244
              5      1094.4746      32.987244      1094.4746      32.987244      1094.4746      32.987244
