#qTcut         xiR=0.5  xiF=0.5              xiR=0.5  xiF=1                xiR=0.5  xiF=2                xiR=1  xiF=0.5                xiR=1  xiF=1                  xiR=1  xiF=2                  xiR=2  xiF=0.5                xiR=2  xiF=1                  xiR=2  xiF=2                  µR=xiR*mWbb  µF=xiF*mWbb
0              28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.01           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.02           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.03           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.04           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.05           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.06           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.07           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.08           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
0.09           28371.716      2.5321865      28626.709      2.672904       28625.321      2.8138956      23490.251      1.9833471      23911.57       2.0984912      24120.72       2.2121292      19764.155      1.6260102      20255.226      1.725376       20567.553      1.821996       
