qTcut          mu_R/mWbb      mu_F/mWbb      XS +- err (NNLO.QCD)              

extrapolation  0.5            0.5            73124.563       +- 92.876495      
extrapolation  0.5            1              74504.808       +- 99.919787      
extrapolation  1              0.5            62054.896       +- 58.348181      
extrapolation  1              1              63554.006       +- 62.746089      
extrapolation  1              2              64683.873       +- 66.544417      
extrapolation  2              1              54693.738       +- 41.229828      
extrapolation  2              2              55861.310       +- 43.730497      

0.01           0.5            0.5            73100.367       +- 49.598664      
0.01           0.5            1              74477.548       +- 52.428679      
0.01           1              0.5            62038.769       +- 32.581317      
0.01           1              1              63536.012       +- 34.318825      
0.01           1              2              64664.298       +- 35.901416      
0.01           2              1              54681.263       +- 23.718415      
0.01           2              2              55847.837       +- 24.752470      

0.02           0.5            0.5            73112.140       +- 42.014579      
0.02           0.5            1              74490.600       +- 44.258887      
0.02           1              0.5            62048.438       +- 27.870474      
0.02           1              1              63546.598       +- 29.243997      
0.02           1              2              64675.673       +- 30.516084      
0.02           2              1              54689.921       +- 20.421067      
0.02           2              2              55857.080       +- 21.252994      

0.03           0.5            0.5            73100.571       +- 40.122999      
0.03           0.5            1              74478.080       +- 42.070481      
0.03           1              0.5            62042.781       +- 26.745177      
0.03           1              1              63540.463       +- 27.937541      
0.03           1              2              64669.141       +- 29.058203      
0.03           2              1              54687.203       +- 19.596785      
0.03           2              2              55854.184       +- 20.331604      

0.04           0.5            0.5            73077.165       +- 38.643941      
0.04           0.5            1              74454.166       +- 40.648956      
0.04           1              0.5            62027.809       +- 25.816236      
0.04           1              1              63525.196       +- 27.045464      
0.04           1              2              64653.552       +- 28.192927      
0.04           2              1              54677.103       +- 19.009689      
0.04           2              2              55843.889       +- 19.761825      

0.05           0.5            0.5            73052.898       +- 37.444517      
0.05           0.5            1              74428.156       +- 39.326088      
0.05           1              0.5            62013.507       +- 25.085434      
0.05           1              1              63509.906       +- 26.238974      
0.05           1              2              64637.409       +- 27.319602      
0.05           2              1              54667.804       +- 18.491343      
0.05           2              2              55834.097       +- 19.200177      

0.06           0.5            0.5            73032.133       +- 36.688756      
0.06           0.5            1              74406.016       +- 38.495617      
0.06           1              0.5            62001.593       +- 24.619907      
0.06           1              1              63497.284       +- 25.726983      
0.06           1              2              64624.152       +- 26.766459      
0.06           2              1              54660.461       +- 18.158353      
0.06           2              2              55826.434       +- 18.840083      

0.07           0.5            0.5            73037.670       +- 36.635925      
0.07           0.5            1              74411.579       +- 38.421048      
0.07           1              0.5            62006.048       +- 24.594961      
0.07           1              1              63501.819       +- 25.689529      
0.07           1              2              64628.762       +- 26.720784      
0.07           2              1              54664.190       +- 18.134580      
0.07           2              2              55830.254       +- 18.811060      

0.08           0.5            0.5            73023.488       +- 36.588488      
0.08           0.5            1              74396.182       +- 38.292317      
0.08           1              0.5            61998.144       +- 24.608445      
0.08           1              1              63493.209       +- 25.650668      
0.08           1              2              64619.577       +- 26.634061      
0.08           2              1              54659.249       +- 18.129864      
0.08           2              2              55824.972       +- 18.773924      

0.09           0.5            0.5            72992.395       +- 35.868699      
0.09           0.5            1              74363.383       +- 37.595622      
0.09           1              0.5            61978.604       +- 24.116212      
0.09           1              1              63472.678       +- 25.173402      
0.09           1              2              64598.216       +- 26.173141      
0.09           2              1              54645.897       +- 17.792857      
0.09           2              2              55811.130       +- 18.447660      

0.1            0.5            0.5            72984.255       +- 35.340988      
0.1            0.5            1              74355.356       +- 37.034885      
0.1            1              0.5            61973.975       +- 23.789398      
0.1            1              1              63468.183       +- 24.825316      
0.1            1              2              64593.797       +- 25.805631      
0.1            2              1              54643.357       +- 17.565287      
0.1            2              2              55808.678       +- 18.206850      

0.11           0.5            0.5            72964.849       +- 35.151833      
0.11           0.5            1              74335.500       +- 36.847651      
0.11           1              0.5            61961.883       +- 23.674282      
0.11           1              1              63455.892       +- 24.710498      
0.11           1              2              64581.385       +- 25.690364      
0.11           2              1              54635.451       +- 17.489300      
0.11           2              2              55800.746       +- 18.129891      

0.12           0.5            0.5            72951.738       +- 35.101779      
0.12           0.5            1              74321.113       +- 36.806651      
0.12           1              0.5            61955.001       +- 23.638126      
0.12           1              1              63448.324       +- 24.679868      
0.12           1              2              64573.230       +- 25.665074      
0.12           2              1              54631.512       +- 17.464043      
0.12           2              2              55796.493       +- 18.107792      

0.13           0.5            0.5            72949.860       +- 34.781346      
0.13           0.5            1              74318.244       +- 36.469428      
0.13           1              0.5            61954.401       +- 23.438163      
0.13           1              1              63447.182       +- 24.468941      
0.13           1              2              64571.583       +- 25.442553      
0.13           2              1              54631.228       +- 17.324737      
0.13           2              2              55795.929       +- 17.960473      

0.14           0.5            0.5            72930.805       +- 34.581535      
0.14           0.5            1              74297.822       +- 36.255941      
0.14           1              0.5            61942.692       +- 23.314755      
0.14           1              1              63434.708       +- 24.336552      
0.14           1              2              64558.475       +- 25.301962      
0.14           2              1              54623.283       +- 17.237145      
0.14           2              2              55787.628       +- 17.867120      

0.15           0.5            0.5            72925.545       +- 34.430032      
0.15           0.5            1              74291.845       +- 36.095888      
