qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.VT2.QCD)

independent    1              0.5            7022.3506       +- 4.8558124      
independent    1              1              7578.4204       +- 5.165713       
independent    1              2              8066.8008       +- 5.423468       
