qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (LO.22.born)           

independent    0.5            2              20691.798       +- 0.88956487     
independent    1              1              15558.85        +- 0.66800182     
independent    2              0.5            11791.911       +- 0.50746841     
