# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      2.9594859    0.062635212      2.9594859    0.062635212      2.9594859    0.062635212
              1       8.869317        0.10961       8.869317        0.10961       8.869317        0.10961
              2       14.90718     0.14257198       14.90718     0.14257198       14.90718     0.14257198
              3      21.790991     0.17336053      21.790991     0.17336053      21.790991     0.17336053
              4      29.600966     0.20303225      29.600966     0.20303225      29.600966     0.20303225
              5      37.216262      0.2244223      37.216262      0.2244223      37.216262      0.2244223
              6      45.355345     0.24878938      45.355345     0.24878938      45.355345     0.24878938
              7      54.148371     0.27225381      54.148371     0.27225381      54.148371     0.27225381
              8      63.384694      0.2963825      63.384694      0.2963825      63.384694      0.2963825
              9      73.789736     0.33790562      73.789736     0.33790562      73.789736     0.33790562
             10       84.60465     0.34093689       84.60465     0.34093689       84.60465     0.34093689
             11      96.128625     0.36618442      96.128625     0.36618442      96.128625     0.36618442
             12      108.19533     0.38677276      108.19533     0.38677276      108.19533     0.38677276
             13      122.10714       0.410599      122.10714       0.410599      122.10714       0.410599
             14      136.68912     0.43296346      136.68912     0.43296346      136.68912     0.43296346
             15      151.51242     0.45745269      151.51242     0.45745269      151.51242     0.45745269
             16      168.34225     0.48052682      168.34225     0.48052682      168.34225     0.48052682
             17      184.15592     0.52107896      184.15592     0.52107896      184.15592     0.52107896
             18      201.00486     0.52672451      201.00486     0.52672451      201.00486     0.52672451
             19      215.64791     0.55306252      215.64791     0.55306252      215.64791     0.55306252
             20      244.63062     0.58125072      244.63062     0.58125072      244.63062     0.58125072
             21      261.57442      0.5982045      261.57442      0.5982045      261.57442      0.5982045
             22      275.93475     0.61691974      275.93475     0.61691974      275.93475     0.61691974
             23      289.36323     0.62680455      289.36323     0.62680455      289.36323     0.62680455
             24      299.33007     0.63765951      299.33007     0.63765951      299.33007     0.63765951
             25      306.74013     0.64517955      306.74013     0.64517955      306.74013     0.64517955
             26      313.37979     0.65126825      313.37979     0.65126825      313.37979     0.65126825
             27      317.13884     0.65285434      317.13884     0.65285434      317.13884     0.65285434
             28      318.46019     0.65534554      318.46019     0.65534554      318.46019     0.65534554
             29      319.38447      0.6528617      319.38447      0.6528617      319.38447      0.6528617
             30      318.29124     0.65353418      318.29124     0.65353418      318.29124     0.65353418
             31      316.03756     0.65029919      316.03756     0.65029919      316.03756     0.65029919
             32      313.53265      0.6471391      313.53265      0.6471391      313.53265      0.6471391
             33      309.67983     0.64158253      309.67983     0.64158253      309.67983     0.64158253
             34      305.65338     0.63561268      305.65338     0.63561268      305.65338     0.63561268
             35      300.34022     0.63307196      300.34022     0.63307196      300.34022     0.63307196
             36      294.84473      0.6238946      294.84473      0.6238946      294.84473      0.6238946
             37      288.80657     0.61813043      288.80657     0.61813043      288.80657     0.61813043
             38      283.53912     0.61171535      283.53912     0.61171535      283.53912     0.61171535
             39      275.68102     0.60202533      275.68102     0.60202533      275.68102     0.60202533
             40      269.31654      0.5952968      269.31654      0.5952968      269.31654      0.5952968
             41      261.93549     0.58639403      261.93549     0.58639403      261.93549     0.58639403
             42      255.90351     0.58196516      255.90351     0.58196516      255.90351     0.58196516
             43      248.60314     0.57277113      248.60314     0.57277113      248.60314     0.57277113
             44      241.76073     0.56152519      241.76073     0.56152519      241.76073     0.56152519
             45      235.52827     0.55399732      235.52827     0.55399732      235.52827     0.55399732
             46      229.53619     0.55428496      229.53619     0.55428496      229.53619     0.55428496
             47      223.75032     0.54104373      223.75032     0.54104373      223.75032     0.54104373
             48      216.17318     0.52988497      216.17318     0.52988497      216.17318     0.52988497
             49      211.98771     0.52408424      211.98771     0.52408424      211.98771     0.52408424
             50      211.98771     0.52408424      211.98771     0.52408424      211.98771     0.52408424
