#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      269.29562       2.374117      269.29562       2.374117      269.29562       2.374117
           -4.9      317.68015      2.2989087      317.68015      2.2989087      317.68015      2.2989087
           -4.8      377.57125      2.4858844      377.57125      2.4858844      377.57125      2.4858844
           -4.7      439.50699      2.6982244      439.50699      2.6982244      439.50699      2.6982244
           -4.6      508.59865      2.9138962      508.59865      2.9138962      508.59865      2.9138962
           -4.5      584.89748      3.1230327      584.89748      3.1230327      584.89748      3.1230327
           -4.4      661.75036      3.3115841      661.75036      3.3115841      661.75036      3.3115841
           -4.3      762.74106      3.4821053      762.74106      3.4821053      762.74106      3.4821053
           -4.2      851.94097      3.6714542      851.94097      3.6714542      851.94097      3.6714542
           -4.1      949.19596      3.8945457      949.19596      3.8945457      949.19596      3.8945457
             -4      1057.7316       4.103394      1057.7316       4.103394      1057.7316       4.103394
           -3.9      1174.8277      4.2860227      1174.8277      4.2860227      1174.8277      4.2860227
           -3.8      1288.9169      4.4645435      1288.9169      4.4645435      1288.9169      4.4645435
           -3.7      1411.9449      4.6601375      1411.9449      4.6601375      1411.9449      4.6601375
           -3.6      1536.6619      4.8402268      1536.6619      4.8402268      1536.6619      4.8402268
           -3.5      1671.1033      5.0390978      1671.1033      5.0390978      1671.1033      5.0390978
           -3.4      1805.7361      5.4085554      1805.7361      5.4085554      1805.7361      5.4085554
           -3.3      1944.4413      5.3592504      1944.4413      5.3592504      1944.4413      5.3592504
           -3.2      2083.0953       5.540285      2083.0953       5.540285      2083.0953       5.540285
           -3.1      2216.9308      5.7019278      2216.9308      5.7019278      2216.9308      5.7019278
             -3      2351.1896      5.8475428      2351.1896      5.8475428      2351.1896      5.8475428
           -2.9      2502.8765      6.0127661      2502.8765      6.0127661      2502.8765      6.0127661
           -2.8       2650.746      6.1653025       2650.746      6.1653025       2650.746      6.1653025
           -2.7      2781.4847      6.3080648      2781.4847      6.3080648      2781.4847      6.3080648
           -2.6      2941.3502      6.4502073      2941.3502      6.4502073      2941.3502      6.4502073
           -2.5      3074.0466      6.5611067      3074.0466      6.5611067      3074.0466      6.5611067
           -2.4      3202.3044      6.7010201      3202.3044      6.7010201      3202.3044      6.7010201
           -2.3      3348.7874       6.841654      3348.7874       6.841654      3348.7874       6.841654
           -2.2      3480.7608      6.9294938      3480.7608      6.9294938      3480.7608      6.9294938
           -2.1      3605.6948      7.0504386      3605.6948      7.0504386      3605.6948      7.0504386
             -2      3737.0975      7.1486948      3737.0975      7.1486948      3737.0975      7.1486948
           -1.9      3859.5961      7.3115915      3859.5961      7.3115915      3859.5961      7.3115915
           -1.8      3960.7613       7.367688      3960.7613       7.367688      3960.7613       7.367688
           -1.7      4096.8363      7.4970202      4096.8363      7.4970202      4096.8363      7.4970202
           -1.6      4190.1168      7.5831499      4190.1168      7.5831499      4190.1168      7.5831499
           -1.5      4297.5666      7.6121483      4297.5666      7.6121483      4297.5666      7.6121483
           -1.4      4390.9131      7.7102809      4390.9131      7.7102809      4390.9131      7.7102809
           -1.3      4502.4181      7.7576358      4502.4181      7.7576358      4502.4181      7.7576358
           -1.2      4582.1614      7.8388561      4582.1614      7.8388561      4582.1614      7.8388561
           -1.1      4638.1735      7.8724943      4638.1735      7.8724943      4638.1735      7.8724943
             -1      4737.9749      7.9602913      4737.9749      7.9602913      4737.9749      7.9602913
           -0.9       4789.827      7.9980897       4789.827      7.9980897       4789.827      7.9980897
           -0.8      4854.8113      8.0515503      4854.8113      8.0515503      4854.8113      8.0515503
           -0.7      4900.1676      8.0829874      4900.1676      8.0829874      4900.1676      8.0829874
           -0.6      4949.4683      8.1044034      4949.4683      8.1044034      4949.4683      8.1044034
           -0.5      4994.9092      8.1110719      4994.9092      8.1110719      4994.9092      8.1110719
           -0.4       5020.354      8.1747767       5020.354      8.1747767       5020.354      8.1747767
           -0.3      5038.3276      8.1833849      5038.3276      8.1833849      5038.3276      8.1833849
           -0.2      5044.5698      8.1651878      5044.5698      8.1651878      5044.5698      8.1651878
           -0.1      5049.8769      8.1542715      5049.8769      8.1542715      5049.8769      8.1542715
              0      5066.8139      8.2016365      5066.8139      8.2016365      5066.8139      8.2016365
            0.1      5044.3582      8.2372584      5044.3582      8.2372584      5044.3582      8.2372584
            0.2      5029.7353      8.1666241      5029.7353      8.1666241      5029.7353      8.1666241
            0.3       5013.461      8.1434714       5013.461      8.1434714       5013.461      8.1434714
            0.4      4992.0423      8.1421846      4992.0423      8.1421846      4992.0423      8.1421846
            0.5      4937.9758      8.0933247      4937.9758      8.0933247      4937.9758      8.0933247
            0.6       4908.856      8.0810736       4908.856      8.0810736       4908.856      8.0810736
            0.7      4839.6585      8.0401333      4839.6585      8.0401333      4839.6585      8.0401333
            0.8      4810.5875      7.9961139      4810.5875      7.9961139      4810.5875      7.9961139
            0.9      4718.7781      7.9755077      4718.7781      7.9755077      4718.7781      7.9755077
              1      4659.4316      7.8916276      4659.4316      7.8916276      4659.4316      7.8916276
            1.1      4573.9453      7.8092685      4573.9453      7.8092685      4573.9453      7.8092685
            1.2      4493.7335      7.7894799      4493.7335      7.7894799      4493.7335      7.7894799
            1.3      4408.9939      7.7368668      4408.9939      7.7368668      4408.9939      7.7368668
            1.4      4295.5659      7.6339151      4295.5659      7.6339151      4295.5659      7.6339151
            1.5      4181.3457      7.5224482      4181.3457      7.5224482      4181.3457      7.5224482
            1.6      4088.3768      7.4502847      4088.3768      7.4502847      4088.3768      7.4502847
            1.7      3969.8738      7.4115993      3969.8738      7.4115993      3969.8738      7.4115993
            1.8      3852.0103      7.2797664      3852.0103      7.2797664      3852.0103      7.2797664
            1.9       3741.824      7.2035303       3741.824      7.2035303       3741.824      7.2035303
              2      3602.1041      7.0529455      3602.1041      7.0529455      3602.1041      7.0529455
            2.1      3480.8576        6.94991      3480.8576        6.94991      3480.8576        6.94991
            2.2      3336.5209      6.9562843      3336.5209      6.9562843      3336.5209      6.9562843
            2.3      3211.4136      6.7271544      3211.4136      6.7271544      3211.4136      6.7271544
            2.4      3073.0012      6.6424878      3073.0012      6.6424878      3073.0012      6.6424878
            2.5       2931.418      6.4475364       2931.418      6.4475364       2931.418      6.4475364
            2.6      2787.1765       6.342474      2787.1765       6.342474      2787.1765       6.342474
            2.7       2638.581      6.1657935       2638.581      6.1657935       2638.581      6.1657935
            2.8      2501.2007       6.037581      2501.2007       6.037581      2501.2007       6.037581
            2.9      2373.7823      5.8601256      2373.7823      5.8601256      2373.7823      5.8601256
              3      2227.2597      5.7278352      2227.2597      5.7278352      2227.2597      5.7278352
            3.1      2074.3389      5.5627315      2074.3389      5.5627315      2074.3389      5.5627315
            3.2      1933.5111      5.4178314      1933.5111      5.4178314      1933.5111      5.4178314
            3.3      1808.3039      5.2155526      1808.3039      5.2155526      1808.3039      5.2155526
            3.4      1662.2522      5.0468243      1662.2522      5.0468243      1662.2522      5.0468243
            3.5      1539.8751      4.8778134      1539.8751      4.8778134      1539.8751      4.8778134
            3.6      1411.4948      4.6594252      1411.4948      4.6594252      1411.4948      4.6594252
            3.7      1289.4769       4.528156      1289.4769       4.528156      1289.4769       4.528156
            3.8      1165.4359      4.3042805      1165.4359      4.3042805      1165.4359      4.3042805
            3.9      1062.4176      4.1668161      1062.4176      4.1668161      1062.4176      4.1668161
              4      941.43571      3.8895285      941.43571      3.8895285      941.43571      3.8895285
            4.1      846.32029      3.7154905      846.32029      3.7154905      846.32029      3.7154905
            4.2      755.23946      3.5111799      755.23946      3.5111799      755.23946      3.5111799
            4.3      668.58146      3.3844408      668.58146      3.3844408      668.58146      3.3844408
            4.4      577.39264      3.1178723      577.39264      3.1178723      577.39264      3.1178723
            4.5      507.37469      2.9031243      507.37469      2.9031243      507.37469      2.9031243
            4.6      435.64021      2.6949773      435.64021      2.6949773      435.64021      2.6949773
            4.7      370.51369      2.5158718      370.51369      2.5158718      370.51369      2.5158718
            4.8      318.54796       2.305456      318.54796       2.305456      318.54796       2.305456
            4.9      266.85191      2.1247383      266.85191      2.1247383      266.85191      2.1247383
              5      266.85191      2.1247383      266.85191      2.1247383      266.85191      2.1247383
