# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      364.97098       0.349749      364.97098       0.349749      364.97098       0.349749
              5      624.65031     0.43260414      624.65031     0.43260414      624.65031     0.43260414
             10      585.43837     0.40262332      585.43837     0.40262332      585.43837     0.40262332
             15      517.37181     0.37339257      517.37181     0.37339257      517.37181     0.37339257
             20      452.51893     0.34457702      452.51893     0.34457702      452.51893     0.34457702
             25      394.30859     0.31938429      394.30859     0.31938429      394.30859     0.31938429
             30      343.71658     0.29740489      343.71658     0.29740489      343.71658     0.29740489
             35      299.13787     0.27700122      299.13787     0.27700122      299.13787     0.27700122
             40      260.50485     0.25807834      260.50485     0.25807834      260.50485     0.25807834
             45      226.79415     0.24081121      226.79415     0.24081121      226.79415     0.24081121
             50       197.6405     0.22426707       197.6405     0.22426707       197.6405     0.22426707
             55      172.11702     0.20906526      172.11702     0.20906526      172.11702     0.20906526
             60      150.35461     0.19478558      150.35461     0.19478558      150.35461     0.19478558
             65      130.57372      0.1818941      130.57372      0.1818941      130.57372      0.1818941
             70      114.56068     0.16985949      114.56068     0.16985949      114.56068     0.16985949
             75      100.26079     0.15930251      100.26079     0.15930251      100.26079     0.15930251
             80      87.801097     0.14857376      87.801097     0.14857376      87.801097     0.14857376
             85      76.754542     0.13901267      76.754542     0.13901267      76.754542     0.13901267
             90      67.664142     0.13066447      67.664142     0.13066447      67.664142     0.13066447
             95      59.799033     0.12402782      59.799033     0.12402782      59.799033     0.12402782
            100      52.693165     0.11519163      52.693165     0.11519163      52.693165     0.11519163
            105      46.625344     0.10887217      46.625344     0.10887217      46.625344     0.10887217
            110      41.361362     0.10257075      41.361362     0.10257075      41.361362     0.10257075
            115      36.609645     0.09661896      36.609645     0.09661896      36.609645     0.09661896
            120      32.495621    0.091069867      32.495621    0.091069867      32.495621    0.091069867
            125      28.864794    0.087384029      28.864794    0.087384029      28.864794    0.087384029
            130       25.94277    0.081784411       25.94277    0.081784411       25.94277    0.081784411
            135      23.115944    0.077512731      23.115944    0.077512731      23.115944    0.077512731
            140      20.790234    0.073863427      20.790234    0.073863427      20.790234    0.073863427
            145      18.418339    0.069334803      18.418339    0.069334803      18.418339    0.069334803
            150      16.667935    0.065924064      16.667935    0.065924064      16.667935    0.065924064
            155      14.954505    0.062180634      14.954505    0.062180634      14.954505    0.062180634
            160      13.537092    0.059068474      13.537092    0.059068474      13.537092    0.059068474
            165      12.250407    0.056251573      12.250407    0.056251573      12.250407    0.056251573
            170      10.972975    0.053687804      10.972975    0.053687804      10.972975    0.053687804
            175      9.9363077    0.050786596      9.9363077    0.050786596      9.9363077    0.050786596
            180      9.1070203    0.051252981      9.1070203    0.051252981      9.1070203    0.051252981
            185      8.1368595    0.046248224      8.1368595    0.046248224      8.1368595    0.046248224
            190      7.4022989    0.043784887      7.4022989    0.043784887      7.4022989    0.043784887
            195      6.8471268    0.042257862      6.8471268    0.042257862      6.8471268    0.042257862
            200       6.157932    0.040446018       6.157932    0.040446018       6.157932    0.040446018
            205      5.6358405    0.038942699      5.6358405    0.038942699      5.6358405    0.038942699
            210      5.2055268    0.037520818      5.2055268    0.037520818      5.2055268    0.037520818
            215       4.756048    0.036979931       4.756048    0.036979931       4.756048    0.036979931
            220      4.3115355    0.033656932      4.3115355    0.033656932      4.3115355    0.033656932
            225      3.9558286    0.032758104      3.9558286    0.032758104      3.9558286    0.032758104
            230      3.6654409    0.031213029      3.6654409    0.031213029      3.6654409    0.031213029
            235       3.343275    0.030773807       3.343275    0.030773807       3.343275    0.030773807
            240      3.0367189    0.028374954      3.0367189    0.028374954      3.0367189    0.028374954
            245      2.9091663    0.027538903      2.9091663    0.027538903      2.9091663    0.027538903
            250      2.6484575    0.026522125      2.6484575    0.026522125      2.6484575    0.026522125
