#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      419.70052     0.36660627      419.70052     0.36660627      419.70052     0.36660627
              5      884.73552     0.50377149      884.73552     0.50377149      884.73552     0.50377149
             10      881.56509     0.48860272      881.56509     0.48860272      881.56509     0.48860272
             15      723.56236     0.43392424      723.56236     0.43392424      723.56236     0.43392424
             20       563.1182     0.37896035       563.1182     0.37896035       563.1182     0.37896035
             25      432.94608     0.33024356      432.94608     0.33024356      432.94608     0.33024356
             30      335.06346     0.28850516      335.06346     0.28850516      335.06346     0.28850516
             35      261.55257     0.25432777      261.55257     0.25432777      261.55257     0.25432777
             40      206.80802      0.2259265      206.80802      0.2259265      206.80802      0.2259265
             45      165.21051     0.20086479      165.21051     0.20086479      165.21051     0.20086479
             50      133.52108     0.17999284      133.52108     0.17999284      133.52108     0.17999284
             55      109.38661     0.16246904      109.38661     0.16246904      109.38661     0.16246904
             60      89.801215     0.14702101      89.801215     0.14702101      89.801215     0.14702101
             65      74.645858     0.13447381      74.645858     0.13447381      74.645858     0.13447381
             70      62.546975     0.12258446      62.546975     0.12258446      62.546975     0.12258446
             75       53.02019     0.11434706       53.02019     0.11434706       53.02019     0.11434706
             80       45.03023     0.10399084       45.03023     0.10399084       45.03023     0.10399084
             85      38.487284    0.095885229      38.487284    0.095885229      38.487284    0.095885229
             90      33.087002    0.089299098      33.087002    0.089299098      33.087002    0.089299098
             95      28.727225    0.082887948      28.727225    0.082887948      28.727225    0.082887948
            100       24.92411    0.077564005       24.92411    0.077564005       24.92411    0.077564005
            105       21.75948    0.072352206       21.75948    0.072352206       21.75948    0.072352206
            110      18.969156    0.067503727      18.969156    0.067503727      18.969156    0.067503727
            115      16.836175    0.063490123      16.836175    0.063490123      16.836175    0.063490123
            120      14.795641    0.059500092      14.795641    0.059500092      14.795641    0.059500092
            125      13.137029    0.056246398      13.137029    0.056246398      13.137029    0.056246398
            130      11.728718    0.052938594      11.728718    0.052938594      11.728718    0.052938594
            135      10.348868    0.049925709      10.348868    0.049925709      10.348868    0.049925709
            140      9.1865709    0.047299743      9.1865709    0.047299743      9.1865709    0.047299743
            145      8.2539803    0.044806969      8.2539803    0.044806969      8.2539803    0.044806969
            150      7.4692467    0.043324408      7.4692467    0.043324408      7.4692467    0.043324408
            155       6.692092    0.041099359       6.692092    0.041099359       6.692092    0.041099359
            160      6.0215357    0.038361554      6.0215357    0.038361554      6.0215357    0.038361554
            165      5.4386801    0.036510341      5.4386801    0.036510341      5.4386801    0.036510341
            170       4.943741    0.038894814       4.943741    0.038894814       4.943741    0.038894814
            175       4.441888     0.03327801       4.441888     0.03327801       4.441888     0.03327801
            180       4.097092    0.031662029       4.097092    0.031662029       4.097092    0.031662029
            185       3.703998    0.030528942       3.703998    0.030528942       3.703998    0.030528942
            190      3.3733352     0.03137954      3.3733352     0.03137954      3.3733352     0.03137954
            195      3.0481701    0.027359022      3.0481701    0.027359022      3.0481701    0.027359022
            200      2.8227519    0.026556814      2.8227519    0.026556814      2.8227519    0.026556814
            205      2.5779764    0.025296188      2.5779764    0.025296188      2.5779764    0.025296188
            210      2.3460044    0.024093162      2.3460044    0.024093162      2.3460044    0.024093162
            215      2.1646123    0.023082458      2.1646123    0.023082458      2.1646123    0.023082458
            220      2.0000508     0.02269193      2.0000508     0.02269193      2.0000508     0.02269193
            225      1.8329296    0.021313375      1.8329296    0.021313375      1.8329296    0.021313375
            230      1.7075941    0.022473314      1.7075941    0.022473314      1.7075941    0.022473314
            235      1.6064115    0.020184883      1.6064115    0.020184883      1.6064115    0.020184883
            240      1.4494815    0.018933285      1.4494815    0.018933285      1.4494815    0.018933285
            245      1.3797719     0.01859741      1.3797719     0.01859741      1.3797719     0.01859741
            250      1.2311395    0.017531423      1.2311395    0.017531423      1.2311395    0.017531423
            255      1.1385201    0.017026874      1.1385201    0.017026874      1.1385201    0.017026874
            260      1.0949037     0.01767405      1.0949037     0.01767405      1.0949037     0.01767405
            265     0.99858112    0.015988505     0.99858112    0.015988505     0.99858112    0.015988505
            270     0.92189665      0.0154113     0.92189665      0.0154113     0.92189665      0.0154113
            275     0.87916717    0.016025452     0.87916717    0.016025452     0.87916717    0.016025452
            280     0.81259464      0.0146202     0.81259464      0.0146202     0.81259464      0.0146202
            285     0.74362239    0.013851021     0.74362239    0.013851021     0.74362239    0.013851021
            290     0.70037064    0.013827159     0.70037064    0.013827159     0.70037064    0.013827159
            295     0.67855679    0.013262904     0.67855679    0.013262904     0.67855679    0.013262904
            300     0.63072668    0.012933509     0.63072668    0.012933509     0.63072668    0.012933509
            305     0.57009695    0.012176782     0.57009695    0.012176782     0.57009695    0.012176782
            310     0.51864992    0.011989352     0.51864992    0.011989352     0.51864992    0.011989352
            315     0.51124166    0.012311275     0.51124166    0.012311275     0.51124166    0.012311275
            320     0.47017578    0.010968116     0.47017578    0.010968116     0.47017578    0.010968116
            325     0.44059037    0.010807494     0.44059037    0.010807494     0.44059037    0.010807494
            330     0.40700216    0.010622935     0.40700216    0.010622935     0.40700216    0.010622935
            335     0.38353971    0.010097438     0.38353971    0.010097438     0.38353971    0.010097438
            340     0.37410755    0.010162826     0.37410755    0.010162826     0.37410755    0.010162826
            345      0.3318568   0.0094772451      0.3318568   0.0094772451      0.3318568   0.0094772451
            350     0.32208324   0.0092183066     0.32208324   0.0092183066     0.32208324   0.0092183066
            355      0.3047338   0.0094093513      0.3047338   0.0094093513      0.3047338   0.0094093513
            360     0.28542233   0.0092269743     0.28542233   0.0092269743     0.28542233   0.0092269743
            365     0.26018576   0.0081943362     0.26018576   0.0081943362     0.26018576   0.0081943362
            370      0.2542259   0.0087414104      0.2542259   0.0087414104      0.2542259   0.0087414104
            375     0.23615915   0.0082285244     0.23615915   0.0082285244     0.23615915   0.0082285244
            380      0.2287362   0.0077448586      0.2287362   0.0077448586      0.2287362   0.0077448586
            385     0.21760543   0.0074965811     0.21760543   0.0074965811     0.21760543   0.0074965811
            390     0.18948392   0.0070186972     0.18948392   0.0070186972     0.18948392   0.0070186972
            395     0.18689777    0.007554992     0.18689777    0.007554992     0.18689777    0.007554992
            400     0.19006548   0.0071329799     0.19006548   0.0071329799     0.19006548   0.0071329799
            405     0.17382486   0.0069986089     0.17382486   0.0069986089     0.17382486   0.0069986089
            410     0.15669674    0.006625352     0.15669674    0.006625352     0.15669674    0.006625352
            415     0.15645508   0.0067885693     0.15645508   0.0067885693     0.15645508   0.0067885693
            420     0.14792326   0.0062246081     0.14792326   0.0062246081     0.14792326   0.0062246081
            425      0.1366433   0.0063287476      0.1366433   0.0063287476      0.1366433   0.0063287476
            430     0.12492721   0.0060575494     0.12492721   0.0060575494     0.12492721   0.0060575494
            435      0.1334533    0.012952498      0.1334533    0.012952498      0.1334533    0.012952498
