#   y_j1-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4    0.030265501    0.025208355    0.030265501    0.025208355    0.030265501    0.025208355
           -4.3       0.139207    0.048916851       0.139207    0.048916851       0.139207    0.048916851
           -4.2     0.57246868    0.084367811     0.57246868    0.084367811     0.57246868    0.084367811
           -4.1      1.1765653     0.12939019      1.1765653     0.12939019      1.1765653     0.12939019
             -4      2.2147822     0.17290475      2.2147822     0.17290475      2.2147822     0.17290475
           -3.9      3.9716935     0.22677319      3.9716935     0.22677319      3.9716935     0.22677319
           -3.8      7.3059243     0.30749776      7.3059243     0.30749776      7.3059243     0.30749776
           -3.7       10.85124     0.37774699       10.85124     0.37774699       10.85124     0.37774699
           -3.6      16.548379     0.46518156      16.548379     0.46518156      16.548379     0.46518156
           -3.5      23.342013     0.56078851      23.342013     0.56078851      23.342013     0.56078851
           -3.4      32.469742      0.6661415      32.469742      0.6661415      32.469742      0.6661415
           -3.3      42.683174     0.75799847      42.683174     0.75799847      42.683174     0.75799847
           -3.2      56.230932     0.86758305      56.230932     0.86758305      56.230932     0.86758305
           -3.1      71.570033     0.98680289      71.570033     0.98680289      71.570033     0.98680289
             -3      88.269847      1.0970881      88.269847      1.0970881      88.269847      1.0970881
           -2.9      107.57561      1.2040385      107.57561      1.2040385      107.57561      1.2040385
           -2.8      125.13551      1.3332494      125.13551      1.3332494      125.13551      1.3332494
           -2.7       147.4743      1.4011827       147.4743      1.4011827       147.4743      1.4011827
           -2.6      169.09474      1.5399836      169.09474      1.5399836      169.09474      1.5399836
           -2.5      191.73624      1.5917541      191.73624      1.5917541      191.73624      1.5917541
           -2.4      212.79366      1.6813137      212.79366      1.6813137      212.79366      1.6813137
           -2.3      235.72122      1.7667493      235.72122      1.7667493      235.72122      1.7667493
           -2.2       257.9373       1.853952       257.9373       1.853952       257.9373       1.853952
           -2.1      280.55506      1.9450189      280.55506      1.9450189      280.55506      1.9450189
             -2      298.30338      1.9935393      298.30338      1.9935393      298.30338      1.9935393
           -1.9      322.67295      2.0602688      322.67295      2.0602688      322.67295      2.0602688
           -1.8      341.17331      2.3894404      341.17331      2.3894404      341.17331      2.3894404
           -1.7      357.57365      2.2656066      357.57365      2.2656066      357.57365      2.2656066
           -1.6      375.81101      2.2265388      375.81101      2.2265388      375.81101      2.2265388
           -1.5      394.84484      2.3075379      394.84484      2.3075379      394.84484      2.3075379
           -1.4      406.38901      2.3178436      406.38901      2.3178436      406.38901      2.3178436
           -1.3      422.26675      2.5899791      422.26675      2.5899791      422.26675      2.5899791
           -1.2      430.94087      2.4358146      430.94087      2.4358146      430.94087      2.4358146
           -1.1      441.78321      2.4107759      441.78321      2.4107759      441.78321      2.4107759
             -1      453.10849      2.4606432      453.10849      2.4606432      453.10849      2.4606432
           -0.9      466.94413      2.6164835      466.94413      2.6164835      466.94413      2.6164835
           -0.8      470.53846      2.4979226      470.53846      2.4979226      470.53846      2.4979226
           -0.7      475.36201      2.5026796      475.36201      2.5026796      475.36201      2.5026796
           -0.6      481.31802      2.5494427      481.31802      2.5494427      481.31802      2.5494427
           -0.5      489.17646      2.5905916      489.17646      2.5905916      489.17646      2.5905916
           -0.4      494.52794      2.5661615      494.52794      2.5661615      494.52794      2.5661615
           -0.3      496.34865      2.5874321      496.34865      2.5874321      496.34865      2.5874321
           -0.2       495.5024      2.5493558       495.5024      2.5493558       495.5024      2.5493558
           -0.1      499.08832      2.6869297      499.08832      2.6869297      499.08832      2.6869297
              0      494.21703      2.6958025      494.21703      2.6958025      494.21703      2.6958025
            0.1      494.45428      2.5718292      494.45428      2.5718292      494.45428      2.5718292
            0.2      494.61998      2.5671851      494.61998      2.5671851      494.61998      2.5671851
            0.3      493.05985      2.6971972      493.05985      2.6971972      493.05985      2.6971972
            0.4      488.54742      2.5648286      488.54742      2.5648286      488.54742      2.5648286
            0.5      479.64459      2.5063607      479.64459      2.5063607      479.64459      2.5063607
            0.6      475.55992      2.5919016      475.55992      2.5919016      475.55992      2.5919016
