#      n_b_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      491.22101     0.95516941      491.22101     0.95516941      491.22101     0.95516941
            0.5      4593.9229      2.4462958      4593.9229      2.4462958      4593.9229      2.4462958
            1.5       23823.49      3.8765827       23823.49      3.8765827       23823.49      3.8765827
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
