#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      209.69812      1.9385273      209.69812      1.9385273      209.69812      1.9385273
           -4.9      255.58771      2.1521954      255.58771      2.1521954      255.58771      2.1521954
           -4.8      303.04396      2.3330354      303.04396      2.3330354      303.04396      2.3330354
           -4.7      367.58883      2.7530715      367.58883      2.7530715      367.58883      2.7530715
           -4.6      435.93369      2.7361666      435.93369      2.7361666      435.93369      2.7361666
           -4.5       510.4187      2.9615708       510.4187      2.9615708       510.4187      2.9615708
           -4.4      588.12538      3.1610815      588.12538      3.1610815      588.12538      3.1610815
           -4.3      675.06347      3.3699541      675.06347      3.3699541      675.06347      3.3699541
           -4.2      769.42781      3.5681618      769.42781      3.5681618      769.42781      3.5681618
           -4.1      865.80574      3.7918587      865.80574      3.7918587      865.80574      3.7918587
             -4       983.7464      4.0004388       983.7464      4.0004388       983.7464      4.0004388
           -3.9      1092.4849       4.196005      1092.4849       4.196005      1092.4849       4.196005
           -3.8      1211.3914       4.391662      1211.3914       4.391662      1211.3914       4.391662
           -3.7       1332.897      4.5680367       1332.897      4.5680367       1332.897      4.5680367
           -3.6      1463.6813      4.7656946      1463.6813      4.7656946      1463.6813      4.7656946
           -3.5      1592.6556      4.9696443      1592.6556      4.9696443      1592.6556      4.9696443
           -3.4      1739.0925       5.123102      1739.0925       5.123102      1739.0925       5.123102
           -3.3      1872.1023      5.3888143      1872.1023      5.3888143      1872.1023      5.3888143
           -3.2       2023.142      5.4928715       2023.142      5.4928715       2023.142      5.4928715
           -3.1       2157.218      5.8136518       2157.218      5.8136518       2157.218      5.8136518
             -3      2306.1013      5.8115085      2306.1013      5.8115085      2306.1013      5.8115085
           -2.9      2447.6377       5.944817      2447.6377       5.944817      2447.6377       5.944817
           -2.8      2608.9678      6.1277079      2608.9678      6.1277079      2608.9678      6.1277079
           -2.7      2752.5636      6.2576434      2752.5636      6.2576434      2752.5636      6.2576434
           -2.6      2899.5373      6.4294427      2899.5373      6.4294427      2899.5373      6.4294427
           -2.5      3055.8036      6.5701376      3055.8036      6.5701376      3055.8036      6.5701376
           -2.4      3197.3255      6.6875499      3197.3255      6.6875499      3197.3255      6.6875499
           -2.3      3341.2669      6.8222042      3341.2669      6.8222042      3341.2669      6.8222042
           -2.2      3460.4205       6.930227      3460.4205       6.930227      3460.4205       6.930227
           -2.1      3605.6057      7.1132421      3605.6057      7.1132421      3605.6057      7.1132421
             -2      3760.0048      7.1651794      3760.0048      7.1651794      3760.0048      7.1651794
           -1.9      3878.0076      7.2683318      3878.0076      7.2683318      3878.0076      7.2683318
           -1.8      4013.2175       7.429056      4013.2175       7.429056      4013.2175       7.429056
           -1.7      4127.4604      7.4709501      4127.4604      7.4709501      4127.4604      7.4709501
           -1.6      4252.1272        7.56646      4252.1272        7.56646      4252.1272        7.56646
           -1.5      4368.5369      7.6686159      4368.5369      7.6686159      4368.5369      7.6686159
           -1.4      4462.8038      7.7287022      4462.8038      7.7287022      4462.8038      7.7287022
           -1.3      4586.2308      7.8010807      4586.2308      7.8010807      4586.2308      7.8010807
           -1.2      4665.5047      7.9157895      4665.5047      7.9157895      4665.5047      7.9157895
           -1.1      4774.1005      7.9771436      4774.1005      7.9771436      4774.1005      7.9771436
             -1      4860.2524      8.0570631      4860.2524      8.0570631      4860.2524      8.0570631
           -0.9      4928.1611      8.0782158      4928.1611      8.0782158      4928.1611      8.0782158
           -0.8      4980.6117      8.1144291      4980.6117      8.1144291      4980.6117      8.1144291
           -0.7       5030.242      8.1453517       5030.242      8.1453517       5030.242      8.1453517
           -0.6      5105.6546      8.2378966      5105.6546      8.2378966      5105.6546      8.2378966
           -0.5      5149.9848      8.2456521      5149.9848      8.2456521      5149.9848      8.2456521
           -0.4      5191.2889      8.2755218      5191.2889      8.2755218      5191.2889      8.2755218
           -0.3      5193.6361      8.2739566      5193.6361      8.2739566      5193.6361      8.2739566
           -0.2      5219.8052      8.2681767      5219.8052      8.2681767      5219.8052      8.2681767
           -0.1      5213.9321      8.2729573      5213.9321      8.2729573      5213.9321      8.2729573
              0       5218.814      8.2809754       5218.814      8.2809754       5218.814      8.2809754
            0.1      5204.2461      8.3047048      5204.2461      8.3047048      5204.2461      8.3047048
