#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.2      5205.3251      8.3001101      5205.3251      8.3001101      5205.3251      8.3001101
            0.3      5173.4514      8.3348063      5173.4514      8.3348063      5173.4514      8.3348063
            0.4      5133.8089      8.2663965      5133.8089      8.2663965      5133.8089      8.2663965
            0.5      5108.3809       8.179171      5108.3809       8.179171      5108.3809       8.179171
            0.6      5040.2154      8.1513667      5040.2154      8.1513667      5040.2154      8.1513667
            0.7      4989.6078      8.1476825      4989.6078      8.1476825      4989.6078      8.1476825
            0.8      4914.2213      8.1712383      4914.2213      8.1712383      4914.2213      8.1712383
            0.9      4844.5789      8.0047712      4844.5789      8.0047712      4844.5789      8.0047712
              1      4769.3965      7.9762028      4769.3965      7.9762028      4769.3965      7.9762028
            1.1      4674.1285      7.9720651      4674.1285      7.9720651      4674.1285      7.9720651
            1.2       4580.215      7.8245992       4580.215      7.8245992       4580.215      7.8245992
            1.3      4478.7908      7.7537803      4478.7908      7.7537803      4478.7908      7.7537803
            1.4       4343.966      7.6830442       4343.966      7.6830442       4343.966      7.6830442
            1.5      4254.8801      7.5518147      4254.8801      7.5518147      4254.8801      7.5518147
            1.6      4140.4512      7.5116289      4140.4512      7.5116289      4140.4512      7.5116289
            1.7      4017.1076      7.4348068      4017.1076      7.4348068      4017.1076      7.4348068
            1.8      3882.3621      7.2977428      3882.3621      7.2977428      3882.3621      7.2977428
            1.9       3756.737      7.1971366       3756.737      7.1971366       3756.737      7.1971366
              2      3610.7756      7.0775184      3610.7756      7.0775184      3610.7756      7.0775184
            2.1      3486.2033      6.9542794      3486.2033      6.9542794      3486.2033      6.9542794
            2.2      3344.4134      6.8255201      3344.4134      6.8255201      3344.4134      6.8255201
            2.3      3189.9478      6.7220211      3189.9478      6.7220211      3189.9478      6.7220211
            2.4      3043.3329       6.551863      3043.3329       6.551863      3043.3329       6.551863
            2.5        2906.69      6.4496992        2906.69      6.4496992        2906.69      6.4496992
            2.6      2754.9534      6.2860734      2754.9534      6.2860734      2754.9534      6.2860734
            2.7      2610.4877      6.1765677      2610.4877      6.1765677      2610.4877      6.1765677
            2.8      2454.1898      5.9795464      2454.1898      5.9795464      2454.1898      5.9795464
            2.9      2308.9981      5.8250626      2308.9981      5.8250626      2308.9981      5.8250626
              3       2151.047      5.6637064       2151.047      5.6637064       2151.047      5.6637064
            3.1      2004.0797      5.5402768      2004.0797      5.5402768      2004.0797      5.5402768
            3.2      1875.4486      5.4106181      1875.4486      5.4106181      1875.4486      5.4106181
            3.3      1734.0512      5.1460226      1734.0512      5.1460226      1734.0512      5.1460226
            3.4      1597.3732      5.0028224      1597.3732      5.0028224      1597.3732      5.0028224
            3.5      1473.5371      4.8217892      1473.5371      4.8217892      1473.5371      4.8217892
            3.6      1337.8189       4.629661      1337.8189       4.629661      1337.8189       4.629661
            3.7       1206.751       4.420823       1206.751       4.420823       1206.751       4.420823
            3.8      1095.2993      4.2855385      1095.2993      4.2855385      1095.2993      4.2855385
            3.9      969.94145       4.009076      969.94145       4.009076      969.94145       4.009076
              4      871.80129      3.8026511      871.80129      3.8026511      871.80129      3.8026511
            4.1      765.95975      3.5974562      765.95975      3.5974562      765.95975      3.5974562
            4.2      666.91799      3.3784124      666.91799      3.3784124      666.91799      3.3784124
            4.3       579.4851      3.1746805       579.4851      3.1746805       579.4851      3.1746805
            4.4      499.06733      2.9610892      499.06733      2.9610892      499.06733      2.9610892
            4.5      433.89787      2.7625793      433.89787      2.7625793      433.89787      2.7625793
            4.6      365.98064      2.5537128      365.98064      2.5537128      365.98064      2.5537128
            4.7      305.35844      2.3255218      305.35844      2.3255218      305.35844      2.3255218
            4.8      252.46603      2.1387663      252.46603      2.1387663      252.46603      2.1387663
            4.9      208.80848      1.9527058      208.80848      1.9527058      208.80848      1.9527058
              5      208.80848      1.9527058      208.80848      1.9527058      208.80848      1.9527058
