#  m_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27   0.0012494754   0.0012494129   0.0012494754   0.0012494129   0.0012494754   0.0012494129
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30              0              0              0              0              0              0
             31              0              0              0              0              0              0
             32              0              0              0              0              0              0
             33              0              0              0              0              0              0
             34              0              0              0              0              0              0
             35   0.0012490302   0.0012489678   0.0012490302   0.0012489678   0.0012490302   0.0012489678
             36              0              0              0              0              0              0
             37              0              0              0              0              0              0
             38              0              0              0              0              0              0
             39              0              0              0              0              0              0
             40              0              0              0              0              0              0
             41              0              0              0              0              0              0
             42              0              0              0              0              0              0
             43              0              0              0              0              0              0
             44              0              0              0              0              0              0
             45  0.00070403812   0.0024646074  0.00070403812   0.0024646074  0.00070403812   0.0024646074
             46   0.0012488077   0.0012487452   0.0012488077   0.0012487452   0.0012488077   0.0012487452
             47   0.0012489348   0.0012488723   0.0012489348   0.0012488723   0.0012489348   0.0012488723
             48              0              0              0              0              0              0
             49   0.0012489666   0.0012489041   0.0012489666   0.0012489041   0.0012489666   0.0012489041
             50   0.0024256915   0.0017158963   0.0024256915   0.0017158963   0.0024256915   0.0017158963
             51  -0.0013273767   0.0013273104  -0.0013273767   0.0013273104  -0.0013273767   0.0013273104
             52              0              0              0              0              0              0
             53   0.0012488712   0.0012488088   0.0012488712   0.0012488088   0.0012488712   0.0012488088
             54              0              0              0              0              0              0
             55   0.0012488395    0.001248777   0.0012488395    0.001248777   0.0012488395    0.001248777
             56   0.0012489348   0.0012488723   0.0012489348   0.0012488723   0.0012489348   0.0012488723
             57   0.0012488712   0.0012488088   0.0012488712   0.0012488088   0.0012488712   0.0012488088
             58 -1.2709062e-07   0.0017660823 -1.2709062e-07   0.0017660823 -1.2709062e-07   0.0017660823
             59   0.0037746583   0.0021793146   0.0037746583   0.0021793146   0.0037746583   0.0021793146
             60   0.0049915422   0.0024956486   0.0049915422   0.0024956486   0.0049915422   0.0024956486
             61    0.001248903   0.0012488406    0.001248903   0.0012488406    0.001248903   0.0012488406
             62   0.0024977742   0.0017661048   0.0024977742   0.0017661048   0.0024977742   0.0017661048
             63   0.0024876312   0.0017589473   0.0024876312   0.0017589473   0.0024876312   0.0017589473
             64   0.0050155803   0.0025077257   0.0050155803   0.0025077257   0.0050155803   0.0025077257
             65    0.008741908   0.0033039654    0.008741908   0.0033039654    0.008741908   0.0033039654
             66   0.0099671543   0.0035238154   0.0099671543   0.0035238154   0.0099671543   0.0035238154
             67   0.0062442291   0.0027923645   0.0062442291   0.0027923645   0.0062442291   0.0027923645
             68   0.0037240382   0.0021500453   0.0037240382   0.0021500453   0.0037240382   0.0021500453
             69   0.0011955484   0.0011954886   0.0011955484   0.0011954886   0.0011955484   0.0011954886
             70   0.0098180921    0.003472807   0.0098180921    0.003472807   0.0098180921    0.003472807
             71   0.0062434022   0.0033037972   0.0062434022   0.0033037972   0.0062434022   0.0033037972
             72   0.0086988553   0.0032879363   0.0086988553   0.0032879363   0.0086988553   0.0032879363
             73   0.0061080128   0.0027341832   0.0061080128   0.0027341832   0.0061080128   0.0027341832
             74   0.0060275677   0.0032283682   0.0060275677   0.0032283682   0.0060275677   0.0032283682
             75   0.0044874403   0.0028897488   0.0044874403   0.0028897488   0.0044874403   0.0028897488
             76     0.01161911   0.0042606407     0.01161911   0.0042606407     0.01161911   0.0042606407
             77    0.003739237   0.0021587497    0.003739237   0.0021587497    0.003739237   0.0021587497
             78    0.011239555   0.0037463311    0.011239555   0.0037463311    0.011239555   0.0037463311
             79   0.0073595232   0.0034871523   0.0073595232   0.0034871523   0.0073595232   0.0034871523
             80    0.019985978   0.0049962616    0.019985978   0.0049962616    0.019985978   0.0049962616
             81    0.014956566   0.0043177063    0.014956566   0.0043177063    0.014956566   0.0043177063
             82    0.010522544   0.0045098036    0.010522544   0.0045098036    0.010522544   0.0045098036
             83    0.026774023   0.0061133237    0.026774023   0.0061133237    0.026774023   0.0061133237
             84    0.022929825   0.0065374549    0.022929825   0.0065374549    0.022929825   0.0065374549
             85    0.031200159   0.0064863646    0.031200159   0.0064863646    0.031200159   0.0064863646
             86    0.020400732   0.0070422207    0.020400732   0.0070422207    0.020400732   0.0070422207
             87    0.038490685   0.0071406963    0.038490685   0.0071406963    0.038490685   0.0071406963
             88    0.055462863   0.0085666386    0.055462863   0.0085666386    0.055462863   0.0085666386
             89     0.06942423   0.0097086277     0.06942423   0.0097086277     0.06942423   0.0097086277
             90    0.088081637    0.011071831    0.088081637    0.011071831    0.088081637    0.011071831
             91     0.13591361    0.013978693     0.13591361    0.013978693     0.13591361    0.013978693
             92     0.20512786    0.016748483     0.20512786    0.016748483     0.20512786    0.016748483
             93     0.32323403    0.021001909     0.32323403    0.021001909     0.32323403    0.021001909
             94       0.383465    0.023043828       0.383465    0.023043828       0.383465    0.023043828
             95     0.50533527    0.029958647     0.50533527    0.029958647     0.50533527    0.029958647
