# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.29272086    0.019104174     0.29272086    0.019104174     0.29272086    0.019104174
              1      1.0127515    0.036904689      1.0127515    0.036904689      1.0127515    0.036904689
              2      1.6112085    0.045630551      1.6112085    0.045630551      1.6112085    0.045630551
              3      2.3373117    0.056926705      2.3373117    0.056926705      2.3373117    0.056926705
              4      2.9124815     0.06176931      2.9124815     0.06176931      2.9124815     0.06176931
              5        3.61432    0.069055132        3.61432    0.069055132        3.61432    0.069055132
              6      4.3397366    0.076355102      4.3397366    0.076355102      4.3397366    0.076355102
              7      5.1057689    0.084415513      5.1057689    0.084415513      5.1057689    0.084415513
              8       5.810519    0.086912447       5.810519    0.086912447       5.810519    0.086912447
              9      6.7050083    0.093485304      6.7050083    0.093485304      6.7050083    0.093485304
             10      7.4583119    0.098749972      7.4583119    0.098749972      7.4583119    0.098749972
             11       8.119429     0.10725638       8.119429     0.10725638       8.119429     0.10725638
             12      8.8429278     0.10758408      8.8429278     0.10758408      8.8429278     0.10758408
             13      9.9371201     0.11461191      9.9371201     0.11461191      9.9371201     0.11461191
             14      10.554738     0.11699139      10.554738     0.11699139      10.554738     0.11699139
             15      11.399764     0.12301401      11.399764     0.12301401      11.399764     0.12301401
             16      12.323627     0.12681358      12.323627     0.12681358      12.323627     0.12681358
             17       13.18549     0.13161489       13.18549     0.13161489       13.18549     0.13161489
             18      14.092701     0.13567424      14.092701     0.13567424      14.092701     0.13567424
             19      15.019997      0.1397221      15.019997      0.1397221      15.019997      0.1397221
             20      15.923849     0.14772282      15.923849     0.14772282      15.923849     0.14772282
             21      16.690585     0.15037763      16.690585     0.15037763      16.690585     0.15037763
             22      17.471099     0.15713411      17.471099     0.15713411      17.471099     0.15713411
             23      18.348336     0.15529908      18.348336     0.15529908      18.348336     0.15529908
             24      19.466483     0.16007191      19.466483     0.16007191      19.466483     0.16007191
             25      20.487846     0.16297537      20.487846     0.16297537      20.487846     0.16297537
             26      21.219445      0.1677682      21.219445      0.1677682      21.219445      0.1677682
             27      22.357874     0.17121674      22.357874     0.17121674      22.357874     0.17121674
             28       23.37555     0.17361434       23.37555     0.17361434       23.37555     0.17361434
             29      24.216119      0.1760389      24.216119      0.1760389      24.216119      0.1760389
             30      25.404361     0.18684222      25.404361     0.18684222      25.404361     0.18684222
             31      26.193391     0.18620897      26.193391     0.18620897      26.193391     0.18620897
             32      27.496845     0.19360656      27.496845     0.19360656      27.496845     0.19360656
             33       28.19858     0.19267464       28.19858     0.19267464       28.19858     0.19267464
             34      29.450498     0.19708765      29.450498     0.19708765      29.450498     0.19708765
             35      30.694652     0.20078629      30.694652     0.20078629      30.694652     0.20078629
             36      31.959329     0.20332603      31.959329     0.20332603      31.959329     0.20332603
             37      32.414003      0.2039695      32.414003      0.2039695      32.414003      0.2039695
             38      33.540647     0.21018018      33.540647     0.21018018      33.540647     0.21018018
             39      34.589579     0.21268494      34.589579     0.21268494      34.589579     0.21268494
             40      36.024536     0.21675046      36.024536     0.21675046      36.024536     0.21675046
             41      37.591643     0.22339536      37.591643     0.22339536      37.591643     0.22339536
             42      38.479349     0.23017299      38.479349     0.23017299      38.479349     0.23017299
             43      39.913758     0.22785493      39.913758     0.22785493      39.913758     0.22785493
             44      41.267179     0.23110758      41.267179     0.23110758      41.267179     0.23110758
             45      42.940401     0.23616004      42.940401     0.23616004      42.940401     0.23616004
             46       44.35617     0.24705437       44.35617     0.24705437       44.35617     0.24705437
             47      46.140204     0.24442547      46.140204     0.24442547      46.140204     0.24442547
             48       47.07531     0.24643332       47.07531     0.24643332       47.07531     0.24643332
             49      48.817806     0.25029695      48.817806     0.25029695      48.817806     0.25029695
             50      48.817806     0.25029695      48.817806     0.25029695      48.817806     0.25029695
