#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       7094.239      2.7696262       7094.239      2.7696262       7094.239      2.7696262
              1       7094.239      2.7696262       7094.239      2.7696262       7094.239      2.7696262
