#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1221.3344     0.58348033      1221.3344     0.58348033      1221.3344     0.58348033
              5      1493.6919     0.60610061      1493.6919     0.60610061      1493.6919     0.60610061
             10      952.84786     0.48391237      952.84786     0.48391237      952.84786     0.48391237
             15      595.65168     0.38217628      595.65168     0.38217628      595.65168     0.38217628
             20      387.99482     0.30816336      387.99482     0.30816336      387.99482     0.30816336
             25      263.51092     0.25405971      263.51092     0.25405971      263.51092     0.25405971
             30      186.62635     0.21288192      186.62635     0.21288192      186.62635     0.21288192
             35      135.77728     0.18203867      135.77728     0.18203867      135.77728     0.18203867
             40      101.57669     0.15657965      101.57669     0.15657965      101.57669     0.15657965
             45      77.722167     0.13641647      77.722167     0.13641647      77.722167     0.13641647
             50      60.541725     0.12127159      60.541725     0.12127159      60.541725     0.12127159
             55      47.751817     0.10685455      47.751817     0.10685455      47.751817     0.10685455
             60      38.700755    0.095845421      38.700755    0.095845421      38.700755    0.095845421
             65      31.369715    0.086694525      31.369715    0.086694525      31.369715    0.086694525
             70      25.683818    0.078086408      25.683818    0.078086408      25.683818    0.078086408
             75      21.387904    0.072153144      21.387904    0.072153144      21.387904    0.072153144
             80      17.796403    0.065376013      17.796403    0.065376013      17.796403    0.065376013
             85      14.963298    0.060051457      14.963298    0.060051457      14.963298    0.060051457
             90      12.881805    0.055551862      12.881805    0.055551862      12.881805    0.055551862
             95      10.860851    0.050728946      10.860851    0.050728946      10.860851    0.050728946
            100      9.4012259    0.050418183      9.4012259    0.050418183      9.4012259    0.050418183
            105      8.0402021    0.044208142      8.0402021    0.044208142      8.0402021    0.044208142
            110      6.9991459    0.040948432      6.9991459    0.040948432      6.9991459    0.040948432
            115      6.1417011    0.038288654      6.1417011    0.038288654      6.1417011    0.038288654
            120       5.284529    0.036411503       5.284529    0.036411503       5.284529    0.036411503
            125      4.6496362     0.03337876      4.6496362     0.03337876      4.6496362     0.03337876
            130      4.0852519    0.031259817      4.0852519    0.031259817      4.0852519    0.031259817
            135      3.6053415    0.029598413      3.6053415    0.029598413      3.6053415    0.029598413
            140      3.2097074    0.028067872      3.2097074    0.028067872      3.2097074    0.028067872
            145      2.8624323    0.026619424      2.8624323    0.026619424      2.8624323    0.026619424
            150      2.5529322    0.024781015      2.5529322    0.024781015      2.5529322    0.024781015
            155      2.2665666    0.024466084      2.2665666    0.024466084      2.2665666    0.024466084
            160       2.054723    0.022417114       2.054723    0.022417114       2.054723    0.022417114
            165      1.8338167    0.021641013      1.8338167    0.021641013      1.8338167    0.021641013
            170      1.6811728    0.020768241      1.6811728    0.020768241      1.6811728    0.020768241
            175      1.4528386    0.019044545      1.4528386    0.019044545      1.4528386    0.019044545
