#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            180      1.3470584    0.021499819      1.3470584    0.021499819      1.3470584    0.021499819
            185      1.2266597    0.017517107      1.2266597    0.017517107      1.2266597    0.017517107
            190      1.1022673    0.016615196      1.1022673    0.016615196      1.1022673    0.016615196
            195      0.9959923    0.015681318      0.9959923    0.015681318      0.9959923    0.015681318
            200     0.90171625    0.015156521     0.90171625    0.015156521     0.90171625    0.015156521
            205     0.81690927    0.014361793     0.81690927    0.014361793     0.81690927    0.014361793
            210     0.76376139    0.013905244     0.76376139    0.013905244     0.76376139    0.013905244
            215     0.68603136    0.013212879     0.68603136    0.013212879     0.68603136    0.013212879
            220     0.64434674    0.012776332     0.64434674    0.012776332     0.64434674    0.012776332
            225     0.58836563    0.012297586     0.58836563    0.012297586     0.58836563    0.012297586
            230     0.55654799    0.013259291     0.55654799    0.013259291     0.55654799    0.013259291
            235     0.48427076    0.011097743     0.48427076    0.011097743     0.48427076    0.011097743
            240     0.45384551    0.011032949     0.45384551    0.011032949     0.45384551    0.011032949
            245     0.44338378    0.010567836     0.44338378    0.010567836     0.44338378    0.010567836
            250      0.3969836   0.0099253574      0.3969836   0.0099253574      0.3969836   0.0099253574
            255     0.33922246   0.0094959809     0.33922246   0.0094959809     0.33922246   0.0094959809
            260     0.34377337    0.010581698     0.34377337    0.010581698     0.34377337    0.010581698
            265     0.30488466   0.0088690785     0.30488466   0.0088690785     0.30488466   0.0088690785
            270     0.29110428   0.0087579932     0.29110428   0.0087579932     0.29110428   0.0087579932
            275      0.2652159   0.0080741704      0.2652159   0.0080741704      0.2652159   0.0080741704
            280     0.25848643   0.0082311022     0.25848643   0.0082311022     0.25848643   0.0082311022
            285     0.21379469   0.0076015562     0.21379469   0.0076015562     0.21379469   0.0076015562
            290     0.23050489   0.0077054493     0.23050489   0.0077054493     0.23050489   0.0077054493
            295     0.19103623   0.0071852503     0.19103623   0.0071852503     0.19103623   0.0071852503
            300     0.17388661   0.0067678708     0.17388661   0.0067678708     0.17388661   0.0067678708
            305      0.1704875   0.0064970707      0.1704875   0.0064970707      0.1704875   0.0064970707
            310     0.15981891   0.0063835411     0.15981891   0.0063835411     0.15981891   0.0063835411
            315     0.15328075   0.0066458718     0.15328075   0.0066458718     0.15328075   0.0066458718
            320     0.13769652   0.0062531873     0.13769652   0.0062531873     0.13769652   0.0062531873
            325     0.12616387   0.0056468458     0.12616387   0.0056468458     0.12616387   0.0056468458
            330     0.11910443   0.0063702253     0.11910443   0.0063702253     0.11910443   0.0063702253
            335     0.11117577   0.0053086145     0.11117577   0.0053086145     0.11117577   0.0053086145
            340     0.10065605   0.0050303587     0.10065605   0.0050303587     0.10065605   0.0050303587
            345        0.10726   0.0062644058        0.10726   0.0062644058        0.10726   0.0062644058
            350    0.094166665   0.0050333011    0.094166665   0.0050333011    0.094166665   0.0050333011
            355    0.087043829   0.0047443852    0.087043829   0.0047443852    0.087043829   0.0047443852
            360    0.077752973   0.0045907697    0.077752973   0.0045907697    0.077752973   0.0045907697
            365    0.081829215   0.0053973261    0.081829215   0.0053973261    0.081829215   0.0053973261
            370    0.071705672   0.0043219761    0.071705672   0.0043219761    0.071705672   0.0043219761
            375     0.06512482   0.0041782714     0.06512482   0.0041782714     0.06512482   0.0041782714
            380    0.066792375   0.0041617025    0.066792375   0.0041617025    0.066792375   0.0041617025
            385    0.061604095   0.0051299481    0.061604095   0.0051299481    0.061604095   0.0051299481
            390    0.058293914   0.0045730162    0.058293914   0.0045730162    0.058293914   0.0045730162
            395    0.060978525   0.0040045863    0.060978525   0.0040045863    0.060978525   0.0040045863
            400    0.052241212   0.0036538051    0.052241212   0.0036538051    0.052241212   0.0036538051
            405    0.053352517    0.003692988    0.053352517    0.003692988    0.053352517    0.003692988
            410    0.044244134   0.0041180111    0.044244134   0.0041180111    0.044244134   0.0041180111
            415    0.040760045   0.0032181207    0.040760045   0.0032181207    0.040760045   0.0032181207
            420    0.037168617      0.0031804    0.037168617      0.0031804    0.037168617      0.0031804
            425    0.033017399   0.0032891441    0.033017399   0.0032891441    0.033017399   0.0032891441
            430    0.036330544   0.0032929701    0.036330544   0.0032929701    0.036330544   0.0032929701
            435    0.035055212   0.0031886221    0.035055212   0.0031886221    0.035055212   0.0031886221
            440    0.029869151   0.0029626796    0.029869151   0.0029626796    0.029869151   0.0029626796
            445    0.030100923   0.0038889438    0.030100923   0.0038889438    0.030100923   0.0038889438
            450    0.028417126   0.0028504435    0.028417126   0.0028504435    0.028417126   0.0028504435
            455    0.031328102   0.0027041846    0.031328102   0.0027041846    0.031328102   0.0027041846
            460    0.030617711   0.0028904532    0.030617711   0.0028904532    0.030617711   0.0028904532
            465    0.024292193   0.0025590814    0.024292193   0.0025590814    0.024292193   0.0025590814
            470    0.018396668   0.0022699741    0.018396668   0.0022699741    0.018396668   0.0022699741
            475    0.018841545   0.0021722961    0.018841545   0.0021722961    0.018841545   0.0021722961
            480    0.019801698   0.0024105484    0.019801698   0.0024105484    0.019801698   0.0024105484
            485    0.022502957   0.0065907636    0.022502957   0.0065907636    0.022502957   0.0065907636
            490    0.019745501   0.0023454854    0.019745501   0.0023454854    0.019745501   0.0023454854
            495    0.015017533   0.0020441374    0.015017533   0.0020441374    0.015017533   0.0020441374
            500    0.015017533   0.0020441374    0.015017533   0.0020441374    0.015017533   0.0020441374
