#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      365.25456     0.34990478      365.25456     0.34990478      365.25456     0.34990478
              5      625.48223     0.43301421      625.48223     0.43301421      625.48223     0.43301421
             10      586.70388     0.40331065      586.70388     0.40331065      586.70388     0.40331065
             15      518.89443     0.37416491      518.89443     0.37416491      518.89443     0.37416491
             20      454.27849     0.34560429      454.27849     0.34560429      454.27849     0.34560429
             25      396.04598     0.32025695      396.04598     0.32025695      396.04598     0.32025695
             30      345.46679     0.29832116      345.46679     0.29832116      345.46679     0.29832116
             35       300.7849     0.27797457       300.7849     0.27797457       300.7849     0.27797457
             40      262.12147     0.25903289      262.12147     0.25903289      262.12147     0.25903289
             45      228.35525     0.24181418      228.35525     0.24181418      228.35525     0.24181418
             50      199.04651     0.22529388      199.04651     0.22529388      199.04651     0.22529388
             55      173.45005     0.21060215      173.45005     0.21060215      173.45005     0.21060215
             60      151.56931     0.19561288      151.56931     0.19561288      151.56931     0.19561288
             65      131.70758     0.18283252      131.70758     0.18283252      131.70758     0.18283252
             70      115.60105     0.17070657      115.60105     0.17070657      115.60105     0.17070657
             75      101.25502     0.16016831      101.25502     0.16016831      101.25502     0.16016831
             80      88.709158     0.14935053      88.709158     0.14935053      88.709158     0.14935053
             85      77.612792      0.1398398      77.612792      0.1398398      77.612792      0.1398398
             90      68.427012     0.13141786      68.427012     0.13141786      68.427012     0.13141786
             95      60.537712     0.12477128      60.537712     0.12477128      60.537712     0.12477128
            100      53.374036     0.11594309      53.374036     0.11594309      53.374036     0.11594309
            105      47.250798     0.10960199      47.250798     0.10960199      47.250798     0.10960199
            110       41.93764      0.1032956       41.93764      0.1032956       41.93764      0.1032956
            115      37.139318    0.097338884      37.139318    0.097338884      37.139318    0.097338884
            120       33.00456    0.091755926       33.00456    0.091755926       33.00456    0.091755926
            125      29.321736    0.088074833      29.321736    0.088074833      29.321736    0.088074833
            130      26.379428    0.082534645      26.379428    0.082534645      26.379428    0.082534645
            135       23.51957    0.078287863       23.51957    0.078287863       23.51957    0.078287863
            140       21.16381    0.074557382       21.16381    0.074557382       21.16381    0.074557382
            145      18.753183    0.069940953      18.753183    0.069940953      18.753183    0.069940953
            150      17.005643    0.066576364      17.005643    0.066576364      17.005643    0.066576364
            155      15.264882    0.062802097      15.264882    0.062802097      15.264882    0.062802097
            160      13.838108    0.059731874      13.838108    0.059731874      13.838108    0.059731874
            165      12.514102    0.057152325      12.514102    0.057152325      12.514102    0.057152325
            170      11.216174    0.054237625      11.216174    0.054237625      11.216174    0.054237625
            175      10.172167    0.051389343      10.172167    0.051389343      10.172167    0.051389343
            180      9.3211933    0.051761132      9.3211933    0.051761132      9.3211933    0.051761132
            185      8.3519109    0.046949688      8.3519109    0.046949688      8.3519109    0.046949688
            190         7.5973    0.044337299         7.5973    0.044337299         7.5973    0.044337299
            195      7.0387968    0.042821673      7.0387968    0.042821673      7.0387968    0.042821673
            200      6.3295254    0.040994651      6.3295254    0.040994651      6.3295254    0.040994651
            205      5.8062569    0.039475447      5.8062569    0.039475447      5.8062569    0.039475447
            210      5.3597168    0.037992018      5.3597168    0.037992018      5.3597168    0.037992018
            215      4.9100183    0.037627197      4.9100183    0.037627197      4.9100183    0.037627197
