#  pt_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.6332948    0.020845723      1.6332948    0.020845723      1.6332948    0.020845723
              5      5.1150706    0.036879007      5.1150706    0.036879007      5.1150706    0.036879007
             10      8.9825053    0.048826924      8.9825053    0.048826924      8.9825053    0.048826924
             15      13.204316    0.058772769      13.204316    0.058772769      13.204316    0.058772769
             20       17.58007    0.068897378       17.58007    0.068897378       17.58007    0.068897378
             25      22.331367    0.076114942      22.331367    0.076114942      22.331367    0.076114942
             30      27.348735    0.085453764      27.348735    0.085453764      27.348735    0.085453764
             35      32.639642    0.092085488      32.639642    0.092085488      32.639642    0.092085488
             40      38.655293     0.10084532      38.655293     0.10084532      38.655293     0.10084532
             45      45.865978      0.1092873      45.865978      0.1092873      45.865978      0.1092873
             50      54.097545     0.11894411      54.097545     0.11894411      54.097545     0.11894411
             55      63.171268     0.12857705      63.171268     0.12857705      63.171268     0.12857705
             60      76.018011     0.13952982      76.018011     0.13952982      76.018011     0.13952982
             65      80.618827      0.1439168      80.618827      0.1439168      80.618827      0.1439168
             70      81.307387     0.14374259      81.307387     0.14374259      81.307387     0.14374259
             75      77.843313      0.1407538      77.843313      0.1407538      77.843313      0.1407538
             80      72.824823     0.13577559      72.824823     0.13577559      72.824823     0.13577559
             85      66.902213     0.13007761      66.902213     0.13007761      66.902213     0.13007761
             90      61.156425     0.12447978      61.156425     0.12447978      61.156425     0.12447978
             95      55.675719      0.1199332      55.675719      0.1199332      55.675719      0.1199332
            100      50.187715     0.11256466      50.187715     0.11256466      50.187715     0.11256466
            105      45.198091     0.10734511      45.198091     0.10734511      45.198091     0.10734511
            110      40.598381     0.10174837      40.598381     0.10174837      40.598381     0.10174837
            115      36.241187    0.096255213      36.241187    0.096255213      36.241187    0.096255213
            120       32.26115    0.090788689       32.26115    0.090788689       32.26115    0.090788689
            125      28.698968    0.087230463      28.698968    0.087230463      28.698968    0.087230463
            130      25.821054    0.081721359      25.821054    0.081721359      25.821054    0.081721359
            135      23.038275    0.077558205      23.038275    0.077558205      23.038275    0.077558205
            140      20.745222    0.073881588      20.745222    0.073881588      20.745222    0.073881588
            145      18.357612    0.069265008      18.357612    0.069265008      18.357612    0.069265008
            150         16.649    0.065945432         16.649    0.065945432         16.649    0.065945432
            155      14.940018    0.062185378      14.940018    0.062185378      14.940018    0.062185378
            160      13.563518    0.059183536      13.563518    0.059183536      13.563518    0.059183536
            165      12.248085    0.056595737      12.248085    0.056595737      12.248085    0.056595737
            170      10.983164    0.053726366      10.983164    0.053726366      10.983164    0.053726366
            175      9.9753813     0.05092318      9.9753813     0.05092318      9.9753813     0.05092318
            180      9.1485085    0.051348061      9.1485085    0.051348061      9.1485085    0.051348061
            185      8.1949608    0.046537435      8.1949608    0.046537435      8.1949608    0.046537435
            190      7.4555646    0.043934895      7.4555646    0.043934895      7.4555646    0.043934895
            195      6.9066546    0.042436478      6.9066546    0.042436478      6.9066546    0.042436478
            200      6.2097729    0.040626607      6.2097729    0.040626607      6.2097729    0.040626607
            205       5.695202    0.039135077       5.695202    0.039135077       5.695202    0.039135077
            210      5.2609297    0.037671962      5.2609297    0.037671962      5.2609297    0.037671962
            215      4.8149868    0.037317426      4.8149868    0.037317426      4.8149868    0.037317426
            220       4.356847    0.033824591       4.356847    0.033824591       4.356847    0.033824591
            225      4.0040713    0.033063665      4.0040713    0.033063665      4.0040713    0.033063665
            230      3.7188168     0.03145159      3.7188168     0.03145159      3.7188168     0.03145159
            235      3.3857268    0.030961517      3.3857268    0.030961517      3.3857268    0.030961517
            240      3.0985465    0.028661399      3.0985465    0.028661399      3.0985465    0.028661399
            245      2.9578186    0.027795184      2.9578186    0.027795184      2.9578186    0.027795184
            250      2.7003001    0.026748873      2.7003001    0.026748873      2.7003001    0.026748873
            255      2.4534993    0.025605068      2.4534993    0.025605068      2.4534993    0.025605068
            260      2.3087931     0.02952373      2.3087931     0.02952373      2.3087931     0.02952373
            265      2.1520634    0.024758128      2.1520634    0.024758128      2.1520634    0.024758128
            270      1.9831988    0.024610169      1.9831988    0.024610169      1.9831988    0.024610169
            275      1.8568415    0.022351997      1.8568415    0.022351997      1.8568415    0.022351997
            280      1.7225026     0.02171902      1.7225026     0.02171902      1.7225026     0.02171902
            285      1.5149714    0.020690449      1.5149714    0.020690449      1.5149714    0.020690449
            290      1.4898892    0.021320401      1.4898892    0.021320401      1.4898892    0.021320401
            295      1.3666546    0.019219142      1.3666546    0.019219142      1.3666546    0.019219142
            300      1.2570685     0.01873479      1.2570685     0.01873479      1.2570685     0.01873479
            305      1.1812194    0.018101941      1.1812194    0.018101941      1.1812194    0.018101941
