# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      269.62836     0.54849298      269.62836     0.54849298      269.62836     0.54849298
              1      269.62836     0.54849298      269.62836     0.54849298      269.62836     0.54849298
