# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      51.641646    0.055456958      51.641646    0.055456958      51.641646    0.055456958
             50      21.655026    0.031934815      21.655026    0.031934815      21.655026    0.031934815
             75      9.3682069    0.017733534      9.3682069    0.017733534      9.3682069    0.017733534
            110      3.9244198    0.010284021      3.9244198    0.010284021      3.9244198    0.010284021
            155      1.5373476    0.005392192      1.5373476    0.005392192      1.5373476    0.005392192
            220      0.4261734   0.0020020095      0.4261734   0.0020020095      0.4261734   0.0020020095
            360    0.067726456  0.00068077364    0.067726456  0.00068077364    0.067726456  0.00068077364
            600    0.067726456  0.00068077364    0.067726456  0.00068077364    0.067726456  0.00068077364
