#  pt_Z-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      166.40314     0.24438959      166.40314     0.24438959      166.40314     0.24438959
              5      423.20443     0.37073494      423.20443     0.37073494      423.20443     0.37073494
             10      535.90227     0.39966897      535.90227     0.39966897      535.90227     0.39966897
             15      549.20932     0.39333524      549.20932     0.39333524      549.20932     0.39333524
             20       515.5743     0.37357856       515.5743     0.37357856       515.5743     0.37357856
             25      462.88635     0.34999846      462.88635     0.34999846      462.88635     0.34999846
             30      407.44551      0.3250247      407.44551      0.3250247      407.44551      0.3250247
             35      353.23097     0.30071413      353.23097     0.30071413      353.23097     0.30071413
             40       305.3502     0.27794765       305.3502     0.27794765       305.3502     0.27794765
             45      262.46867     0.25701317      262.46867     0.25701317      262.46867     0.25701317
             50      224.86966     0.23740203      224.86966     0.23740203      224.86966     0.23740203
             55      193.50097     0.21997358      193.50097     0.21997358      193.50097     0.21997358
             60      165.39798     0.20265615      165.39798     0.20265615      165.39798     0.20265615
             65      142.42496     0.18712456      142.42496     0.18712456      142.42496     0.18712456
             70      122.04074     0.17312863      122.04074     0.17312863      122.04074     0.17312863
             75      105.52088     0.16126424      105.52088     0.16126424      105.52088     0.16126424
             80      90.773521     0.15004318      90.773521     0.15004318      90.773521     0.15004318
             85      78.599084     0.13858649      78.599084     0.13858649      78.599084     0.13858649
             90      68.086182     0.13009409      68.086182     0.13009409      68.086182     0.13009409
             95      59.169102     0.12038439      59.169102     0.12038439      59.169102     0.12038439
            100      51.422752     0.11213882      51.422752     0.11213882      51.422752     0.11213882
            105      44.954459     0.10510066      44.954459     0.10510066      44.954459     0.10510066
            110      39.188883    0.098538193      39.188883    0.098538193      39.188883    0.098538193
            115      34.356691    0.092109297      34.356691    0.092109297      34.356691    0.092109297
            120       30.13373    0.085926769       30.13373    0.085926769       30.13373    0.085926769
            125      26.696439    0.080899881      26.696439    0.080899881      26.696439    0.080899881
            130      23.676773    0.076243755      23.676773    0.076243755      23.676773    0.076243755
            135      20.772283    0.071609874      20.772283    0.071609874      20.772283    0.071609874
            140      18.339591    0.067151088      18.339591    0.067151088      18.339591    0.067151088
            145      16.421801    0.065294409      16.421801    0.065294409      16.421801    0.065294409
            150      14.528725    0.060182001      14.528725    0.060182001      14.528725    0.060182001
            155      12.951159    0.056580148      12.951159    0.056580148      12.951159    0.056580148
            160      11.614032    0.053874234      11.614032    0.053874234      11.614032    0.053874234
            165      10.399349    0.050564943      10.399349    0.050564943      10.399349    0.050564943
            170      9.2855503    0.047845873      9.2855503    0.047845873      9.2855503    0.047845873
            175      8.3123695    0.045315445      8.3123695    0.045315445      8.3123695    0.045315445
            180      7.5158231    0.043157411      7.5158231    0.043157411      7.5158231    0.043157411
            185      6.8056298    0.041004819      6.8056298    0.041004819      6.8056298    0.041004819
            190      6.1183676    0.039107941      6.1183676    0.039107941      6.1183676    0.039107941
            195      5.5165523    0.037218665      5.5165523    0.037218665      5.5165523    0.037218665
            200      4.9606348    0.035319202      4.9606348    0.035319202      4.9606348    0.035319202
            205      4.6266553    0.035773877      4.6266553    0.035773877      4.6266553    0.035773877
            210      4.1121016    0.031810965      4.1121016    0.031810965      4.1121016    0.031810965
            215      3.7382382    0.030743164      3.7382382    0.030743164      3.7382382    0.030743164
            220      3.3898388     0.03312865      3.3898388     0.03312865      3.3898388     0.03312865
            225      3.1019571    0.028048159      3.1019571    0.028048159      3.1019571    0.028048159
            230      2.8686283     0.02670868      2.8686283     0.02670868      2.8686283     0.02670868
            235      2.5806197    0.025323133      2.5806197    0.025323133      2.5806197    0.025323133
            240      2.3308861    0.024531122      2.3308861    0.024531122      2.3308861    0.024531122
