# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      71.029397     0.34916205      71.029397     0.34916205      71.029397     0.34916205
              1      249.11749     0.66062771      249.11749     0.66062771      249.11749     0.66062771
              2      406.08812     0.84378576      406.08812     0.84378576      406.08812     0.84378576
              3      511.19975     0.94117129      511.19975     0.94117129      511.19975     0.94117129
              4      574.72174     0.98185044      574.72174     0.98185044      574.72174     0.98185044
              5       605.8595      0.9945131       605.8595      0.9945131       605.8595      0.9945131
              6      620.42175      0.9950726      620.42175      0.9950726      620.42175      0.9950726
              7      624.33394     0.99573401      624.33394     0.99573401      624.33394     0.99573401
              8      621.67514     0.97728758      621.67514     0.97728758      621.67514     0.97728758
              9      614.33229     0.97363158      614.33229     0.97363158      614.33229     0.97363158
             10      601.33799     0.94706339      601.33799     0.94706339      601.33799     0.94706339
             11      588.52077     0.93200027      588.52077     0.93200027      588.52077     0.93200027
             12      575.29521     0.91434866      575.29521     0.91434866      575.29521     0.91434866
             13      561.94503      0.9002175      561.94503      0.9002175      561.94503      0.9002175
             14      547.08162     0.88450874      547.08162     0.88450874      547.08162     0.88450874
             15      534.09973       0.869869      534.09973       0.869869      534.09973       0.869869
             16      518.20759     0.85510098      518.20759     0.85510098      518.20759     0.85510098
             17      504.18258     0.85138745      504.18258     0.85138745      504.18258     0.85138745
             18       491.6842     0.82928564       491.6842     0.82928564       491.6842     0.82928564
             19      476.68915     0.81849059      476.68915     0.81849059      476.68915     0.81849059
             20      465.66546     0.80256053      465.66546     0.80256053      465.66546     0.80256053
             21      451.98431     0.78789378      451.98431     0.78789378      451.98431     0.78789378
             22      438.66149     0.77645502      438.66149     0.77645502      438.66149     0.77645502
             23      426.67997     0.76185765      426.67997     0.76185765      426.67997     0.76185765
             24      415.05771     0.75065798      415.05771     0.75065798      415.05771     0.75065798
             25      402.16312     0.73792111      402.16312     0.73792111      402.16312     0.73792111
             26      392.11496     0.72697007      392.11496     0.72697007      392.11496     0.72697007
             27      381.18944     0.71527936      381.18944     0.71527936      381.18944     0.71527936
             28      370.83994     0.70593637      370.83994     0.70593637      370.83994     0.70593637
             29      360.88661     0.69354524      360.88661     0.69354524      360.88661     0.69354524
             30      349.86986     0.68369047      349.86986     0.68369047      349.86986     0.68369047
             31      340.32404      0.6732499      340.32404      0.6732499      340.32404      0.6732499
             32      331.33485     0.66266874      331.33485     0.66266874      331.33485     0.66266874
             33      321.85636     0.65468219      321.85636     0.65468219      321.85636     0.65468219
             34      312.85339     0.64195561      312.85339     0.64195561      312.85339     0.64195561
             35      303.92243     0.63605898      303.92243     0.63605898      303.92243     0.63605898
             36      295.32732     0.62608816      295.32732     0.62608816      295.32732     0.62608816
             37      286.86788     0.61555713      286.86788     0.61555713      286.86788     0.61555713
             38      279.79827     0.60669982      279.79827     0.60669982      279.79827     0.60669982
             39      270.71667     0.59619129      270.71667     0.59619129      270.71667     0.59619129
             40      263.78395     0.58866595      263.78395     0.58866595      263.78395     0.58866595
             41      256.09676     0.57928784      256.09676     0.57928784      256.09676     0.57928784
             42      249.89753     0.57444963      249.89753     0.57444963      249.89753     0.57444963
             43      242.27671     0.56501824      242.27671     0.56501824      242.27671     0.56501824
             44      235.19351     0.55380646      235.19351     0.55380646      235.19351     0.55380646
             45       228.8667     0.54543258       228.8667     0.54543258       228.8667     0.54543258
             46      222.53123     0.54530751      222.53123     0.54530751      222.53123     0.54530751
             47      216.81123     0.53172973      216.81123     0.53172973      216.81123     0.53172973
             48      209.21609     0.52084057      209.21609     0.52084057      209.21609     0.52084057
             49       204.8214     0.51721786       204.8214     0.51721786       204.8214     0.51721786
             50       204.8214     0.51721786       204.8214     0.51721786       204.8214     0.51721786
