# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4       163.6984     0.48063825       163.6984     0.48063825       163.6984     0.48063825
            1.2      66.302417      0.3055998      66.302417      0.3055998      66.302417      0.3055998
              2      55.420514     0.38847429      55.420514     0.38847429      55.420514     0.38847429
            2.4      64.636383     0.34333431      64.636383     0.34333431      64.636383     0.34333431
              3      48.783327     0.36705936      48.783327     0.36705936      48.783327     0.36705936
            3.4      7.0934232     0.12536424      7.0934232     0.12536424      7.0934232     0.12536424
              4      1.1584762    0.051056329      1.1584762    0.051056329      1.1584762    0.051056329
            4.5     0.15542595    0.020511883     0.15542595    0.020511883     0.15542595    0.020511883
              5     0.15542595    0.020511883     0.15542595    0.020511883     0.15542595    0.020511883
