#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2137.998      1.6642438       2137.998      1.6642438       2137.998      1.6642438
              1       2137.998      1.6642438       2137.998      1.6642438       2137.998      1.6642438
