#    total_rate        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      28908.634      3.7520524      28908.634      3.7520524      28908.634      3.7520524
              1      28908.634      3.7520524      28908.634      3.7520524      28908.634      3.7520524
