# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      160.75971     0.66665501      160.75971     0.66665501      160.75971     0.66665501
            0.4       151.1034     0.65058552       151.1034     0.65058552       151.1034     0.65058552
            0.8      131.62698     0.61299467      131.62698     0.61299467      131.62698     0.61299467
            1.2      106.09734     0.54646933      106.09734     0.54646933      106.09734     0.54646933
            1.6      76.973607     0.46476165      76.973607     0.46476165      76.973607     0.46476165
              2      47.509873     0.36595767      47.509873     0.36595767      47.509873     0.36595767
            2.4      47.509873     0.36595767      47.509873     0.36595767      47.509873     0.36595767
