#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      622.04773     0.96109848      622.04773     0.96109848      622.04773     0.96109848
              1      622.04773     0.96109848      622.04773     0.96109848      622.04773     0.96109848
